# t	k	Ex	Hy
247.500000	158	0.036541	0.036734
247.500000	159	0.042301	0.042515
247.500000	160	0.047893	0.048128
247.500000	161	0.053296	0.053551
247.500000	162	0.058490	0.058763
247.500000	163	0.063452	0.063743
247.500000	164	0.068163	0.068471
247.500000	165	0.072606	0.072930
247.500000	166	0.076762	0.077100
247.500000	167	0.080616	0.080966
247.500000	168	0.084151	0.084512
247.500000	169	0.087354	0.087725
247.500000	170	0.090212	0.090592
247.500000	171	0.092714	0.093101
247.500000	172	0.094851	0.095243
247.500000	173	0.096613	0.097009
247.500000	174	0.097993	0.098392
247.500000	175	0.098987	0.099387
247.500000	176	0.099591	0.099990
247.500000	177	0.099801	0.100198
247.500000	178	0.099617	0.100010
247.500000	179	0.099041	0.099428
247.500000	180	0.098073	0.098453
247.500000	181	0.096718	0.097090
247.500000	182	0.094982	0.095344
247.500000	183	0.092871	0.093221
247.500000	184	0.090393	0.090731
247.500000	185	0.087559	0.087882
247.500000	186	0.084379	0.084687
247.500000	187	0.080866	0.081157
247.500000	188	0.077033	0.077307
247.500000	189	0.072897	0.073152
247.500000	190	0.068473	0.068708
247.500000	191	0.063779	0.063994
247.500000	192	0.058834	0.059026
247.500000	193	0.053656	0.053826
247.500000	194	0.048266	0.048413
247.500000	195	0.042686	0.042809
247.500000	196	0.036937	0.037036
247.500000	197	0.031042	0.031117
247.500000	198	0.025025	0.025076
247.500000	199	0.018910	0.018935
250.000000	0	-0.002946	-0.002946
250.000000	1	-0.009219	-0.009213
250.000000	2	-0.015456	-0.015445
250.000000	3	-0.021632	-0.021615
250.000000	4	-0.027723	-0.027700
250.000000	5	-0.033704	-0.033676
250.000000	6	-0.039553	-0.039518
250.000000	7	-0.045245	-0.045205
250.000000	8	-0.050758	-0.050714
250.000000	9	-0.056072	-0.056022
250.000000	10	-0.061163	-0.061109
250.000000	11	-0.066014	-0.065955
250.000000	12	-0.070604	-0.070541
250.000000	13	-0.074916	-0.074848
250.000000	14	-0.078931	-0.078860
250.000000	15	-0.082636	-0.082561
250.000000	16	-0.086014	-0.085936
250.000000	17	-0.089052	-0.088971
250.000000	18	-0.091740	-0.091656
250.000000	19	-0.094065	-0.093979
250.000000	20	-0.096019	-0.095931
250.000000	21	-0.097594	-0.097504
250.000000	22	-0.098784	-0.098693
250.000000	23	-0.099584	-0.099492
250.000000	24	-0.099990	-0.099898
250.000000	25	-0.100003	-0.099910
250.000000	26	-0.099621	-0.099528
250.000000	27	-0.098845	-0.098753
250.000000	28	-0.097680	-0.097589
250.000000	29	-0.096128	-0.096039
250.000000	30	-0.094198	-0.094110
250.000000	31	-0.091896	-0.091810
250.000000	32	-0.089231	-0.089147
250.000000	33	-0.086214	-0.086133
250.000000	34	-0.082857	-0.082779
250.000000	35	-0.079172	-0.079098
250.000000	36	-0.075176	-0.075104
250.000000	37	-0.070882	-0.070815
250.000000	38	-0.066309	-0.066246
250.000000	39	-0.061474	-0.061415
250.000000	40	-0.056397	-0.056343
250.000000	41	-0.051097	-0.051047
250.000000	42	-0.045595	-0.045551
250.000000	43	-0.039914	-0.039874
250.000000	44	-0.034074	-0.034040
250.000000	45	-0.028101	-0.028072
250.000000	46	-0.022016	-0.021993
250.000000	47	-0.015845	-0.015828
250.000000	48	-0.009611	-0.009599
250.000000	49	-0.003339	-0.003333
250.000000	50	0.002946	0.002946
250.000000	51	0.009219	0.009213
250.000000	52	0.015456	0.015445
250.000000	53	0.021632	0.021615
250.000000	54	0.027723	0.027700
250.000000	55	0.033704	0.033676
250.000000	56	0.039553	0.039518
250.000000	57	0.045245	0.045205
250.000000	58	0.050758	0.050714
250.000000	59	0.056072	0.056022
250.000000	60	0.061163	0.061109
250.000000	61	0.066014	0.065955
250.000000	62	0.070604	0.070541
250.000000	63	0.074916	0.074848
250.000000	64	0.078931	0.078860
250.000000	65	0.082636	0.082561
250.000000	66	0.086014	0.085936
250.000000	67	0.089052	0.088971
250.000000	68	0.091740	0.091656
250.000000	69	0.094065	0.093979
250.000000	70	0.096019	0.095931
250.000000	71	0.097594	0.097504
250.000000	72	0.098784	0.098693
250.000000	73	0.099584	0.099492
250.000000	74	0.099990	0.099898
250.000000	75	0.100003	0.099910
250.000000	76	0.099621	0.099528
250.000000	77	0.098845	0.098753
250.000000	78	0.097680	0.097589
250.000000	79	0.096128	0.096039
250.000000	80	0.094198	0.094110
250.000000	81	0.091896	0.091810
250.000000	82	0.089231	0.089147
250.000000	83	0.086214	0.086133
250.000000	84	0.082857	0.082779
250.000000	85	0.079172	0.079098
250.000000	86	0.075176	0.075104
250.000000	87	0.070882	0.070815
250.000000	88	0.066309	0.066246
250.000000	89	0.061474	0.061415
250.000000	90	0.056397	0.056343
250.000000	91	0.051097	0.051047
250.000000	92	0.045595	0.045551
250.000000	93	0.039914	0.039874
250.000000	94	0.034074	0.034040
250.000000	95	0.028101	0.028072
250.000000	96	0.022016	0.021993
250.000000	97	0.015845	0.015828
250.000000	98	0.009611	0.009599
250.000000	99	0.003339	0.003333
250.000000	100	-0.002946	-0.002946
250.000000	101	-0.009219	-0.009213
250.000000	102	-0.015456	-0.015445
250.000000	103	-0.021632	-0.021615
250.000000	104	-0.027723	-0.027700
250.000000	105	-0.033704	-0.033676
250.000000	106	-0.039553	-0.039518
250.000000	107	-0.045245	-0.045205
250.000000	108	-0.050758	-0.050714
250.000000	109	-0.056072	-0.056022
250.000000	110	-0.061163	-0.061109
250.000000	111	-0.066014	-0.065955
250.000000	112	-0.070604	-0.070541
250.000000	113	-0.074916	-0.074848
250.000000	114	-0.078931	-0.078860
250.000000	115	-0.082636	-0.082561
250.000000	116	-0.086014	-0.085936
250.000000	117	-0.089052	-0.088971
250.000000	118	-0.091740	-0.091656
250.000000	119	-0.094065	-0.093979
250.000000	120	-0.096019	-0.095931
250.000000	121	-0.097594	-0.097504
250.000000	122	-0.098784	-0.098693
250.000000	123	-0.099584	-0.099492
250.000000	124	-0.099990	-0.099898
250.000000	125	-0.100003	-0.099910
250.000000	126	-0.099621	-0.099528
250.000000	127	-0.098845	-0.098753
250.000000	128	-0.097680	-0.097589
250.000000	129	-0.096128	-0.096039
250.000000	130	-0.094198	-0.094110
250.000000	131	-0.091896	-0.091810
250.000000	132	-0.089231	-0.089147
250.000000	133	-0.086214	-0.086133
250.000000	134	-0.082857	-0.082779
250.000000	135	-0.079172	-0.079098
250.000000	136	-0.075176	-0.075104
250.000000	137	-0.070882	-0.070815
250.000000	138	-0.066309	-0.066246
250.000000	139	-0.061474	-0.061415
250.000000	140	-0.056397	-0.056343
250.000000	141	-0.051097	-0.051047
250.000000	142	-0.045595	-0.045551
250.000000	143	-0.039914	-0.039874
250.000000	144	-0.034074	-0.034040
250.000000	145	-0.028101	-0.028072
250.000000	146	-0.022016	-0.021993
250.000000	147	-0.015845	-0.015828
250.000000	148	-0.009611	-0.009599
250.000000	149	-0.003339	-0.003333
250.000000	150	0.002946	0.002946
250.000000	151	0.009219	0.009213
250.000000	152	0.015456	0.015445
250.000000	153	0.021632	0.021615
250.000000	154	0.027723	0.027700
250.000000	155	0.033704	0.033676
250.000000	156	0.039553	0.039518
250.000000	157	0.045245	0.045205
250.000000	158	0.050758	0.050714
250.000000	159	0.056072	0.056022
250.000000	160	0.061163	0.061109
250.000000	161	0.066014	0.065955
250.000000	162	0.070604	0.070541
250.000000	163	0.074916	0.074848
250.000000	164	0.078931	0.078860
250.000000	165	0.082636	0.082561
250.000000	166	0.086014	0.085936
250.000000	167	0.089052	0.088971
250.000000	168	0.091740	0.091656
250.000000	169	0.094065	0.093979
250.000000	170	0.096019	0.095931
250.000000	171	0.097594	0.097504
250.000000	172	0.098784	0.098693
250.000000	173	0.099584	0.099492
250.000000	174	0.099990	0.099898
250.000000	175	0.100003	0.099910
250.000000	176	0.099621	0.099528
250.000000	177	0.098845	0.098753
250.000000	178	0.097680	0.097589
250.000000	179	0.096128	0.096039
250.000000	180	0.094198	0.094110
250.000000	181	0.091896	0.091810
250.000000	182	0.089231	0.089147
250.000000	183	0.086214	0.086133
250.000000	184	0.082857	0.082779
250.000000	185	0.079172	0.079098
250.000000	186	0.075176	0.075104
250.000000	187	0.070882	0.070815
250.000000	188	0.066309	0.066246
250.000000	189	0.061474	0.061415
250.000000	190	0.056397	0.056343
250.000000	191	0.051097	0.051047
250.000000	192	0.045595	0.045551
250.000000	193	0.039914	0.039874
250.000000	194	0.034074	0.034040
250.000000	195	0.028101	0.028072
250.000000	196	0.022016	0.021993
250.000000	197	0.015845	0.015828
250.000000	198	0.009611	0.009599
250.000000	199	0.003339	0.003333
252.500000	0	-0.018539	-0.018539
252.500000	1	-0.024690	-0.024654
252.500000	2	-0.030745	-0.030672
252.500000	3	-0.036678	-0.036569
252.500000	4	-0.042466	-0.042321
252.500000	5	-0.048087	-0.047907
252.500000	6	-0.053518	-0.053303
252.500000	7	-0.058738	-0.058490
252.500000	8	-0.063725	-0.063445
252.500000	9	-0.068462	-0.068150
252.500000	10	-0.072928	-0.072586
252.500000	11	-0.077107	-0.076735
252.500000	12	-0.080981	-0.080582
252.500000	13	-0.084535	-0.084110
252.500000	14	-0.087756	-0.087307
252.500000	15	-0.090631	-0.090159
252.500000	16	-0.093148	-0.092656
252.500000	17	-0.095297	-0.094786
252.500000	18	-0.097070	-0.096543
252.500000	19	-0.098460	-0.097918
252.500000	20	-0.099462	-0.098908
252.500000	21	-0.100071	-0.099506
252.500000	22	-0.100285	-0.099712
252.500000	23	-0.100103	-0.099525
252.500000	24	-0.099526	-0.098945
252.500000	25	-0.098557	-0.097974
252.500000	26	-0.097198	-0.096617
252.500000	27	-0.095456	-0.094878
252.500000	28	-0.093337	-0.092765
252.500000	29	-0.090850	-0.090286
252.500000	30	-0.088004	-0.087450
252.500000	31	-0.084811	-0.084269
252.500000	32	-0.081283	-0.080756
252.500000	33	-0.077435	-0.076924
252.500000	34	-0.073281	-0.072789
252.500000	35	-0.068837	-0.068366
252.500000	36	-0.064122	-0.063673
252.500000	37	-0.059154	-0.058729
252.500000	38	-0.053953	-0.053554
252.500000	39	-0.048538	-0.048167
252.500000	40	-0.042932	-0.042590
252.500000	41	-0.037157	-0.036844
252.500000	42	-0.031235	-0.030954
252.500000	43	-0.025189	-0.024941
252.500000	44	-0.019044	-0.018830
252.500000	45	-0.012824	-0.012644
252.500000	46	-0.006554	-0.006409
252.500000	47	-0.000257	-0.000148
252.500000	48	0.006040	0.006113
252.500000	49	0.012314	0.012350
252.500000	50	0.018539	0.018539
252.500000	51	0.024690	0.024654
252.500000	52	0.030745	0.030672
252.500000	53	0.036678	0.036569
252.500000	54	0.042466	0.042321
252.500000	55	0.048087	0.047907
252.500000	56	0.053518	0.053303
252.500000	57	0.058738	0.058490
252.500000	58	0.063725	0.063445
252.500000	59	0.068462	0.068150
252.500000	60	0.072928	0.072586
252.500000	61	0.077107	0.076735
252.500000	62	0.080981	0.080582
252.500000	63	0.084535	0.084110
252.500000	64	0.087756	0.087307
252.500000	65	0.090631	0.090159
252.500000	66	0.093148	0.092656
252.500000	67	0.095297	0.094786
252.500000	68	0.097070	0.096543
252.500000	69	0.098460	0.097918
252.500000	70	0.099462	0.098908
252.500000	71	0.100071	0.099506
252.500000	72	0.100285	0.099712
252.500000	73	0.100103	0.099525
252.500000	74	0.099526	0.098945
252.500000	75	0.098557	0.097974
252.500000	76	0.097198	0.096617
252.500000	77	0.095456	0.094878
252.500000	78	0.093337	0.092765
252.500000	79	0.090850	0.090286
252.500000	80	0.088004	0.087450
252.500000	81	0.084811	0.084269
252.500000	82	0.081283	0.080756
252.500000	83	0.077435	0.076924
252.500000	84	0.073281	0.072789
252.500000	85	0.068837	0.068366
252.500000	86	0.064122	0.063673
252.500000	87	0.059154	0.058729
252.500000	88	0.053953	0.053554
252.500000	89	0.048538	0.048167
252.500000	90	0.042932	0.042590
252.500000	91	0.037157	0.036844
252.500000	92	0.031235	0.030954
252.500000	93	0.025189	0.024941
252.500000	94	0.019044	0.018830
252.500000	95	0.012824	0.012644
252.500000	96	0.006554	0.006409
252.500000	97	0.000257	0.000148
252.500000	98	-0.006040	-0.006113
252.500000	99	-0.012314	-0.012350
252.500000	100	-0.018539	-0.018539
252.500000	101	-0.024690	-0.024654
252.500000	102	-0.030745	-0.030672
252.500000	103	-0.036678	-0.036569
252.500000	104	-0.042466	-0.042321
252.500000	105	-0.048087	-0.047907
252.500000	106	-0.053518	-0.053303
252.500000	107	-0.058738	-0.058490
252.500000	108	-0.063725	-0.063445
252.500000	109	-0.068462	-0.068150
252.500000	110	-0.072928	-0.072586
252.500000	111	-0.077107	-0.076735
252.500000	112	-0.080981	-0.080582
252.500000	113	-0.084535	-0.084110
252.500000	114	-0.087756	-0.087307
252.500000	115	-0.090631	-0.090159
252.500000	116	-0.093148	-0.092656
252.500000	117	-0.095297	-0.094786
252.500000	118	-0.097070	-0.096543
252.500000	119	-0.098460	-0.097918
252.500000	120	-0.099462	-0.098908
252.500000	121	-0.100071	-0.099506
252.500000	122	-0.100285	-0.099712
252.500000	123	-0.100103	-0.099525
252.500000	124	-0.099526	-0.098945
252.500000	125	-0.098557	-0.097974
252.500000	126	-0.097198	-0.096617
252.500000	127	-0.095456	-0.094878
252.500000	128	-0.093337	-0.092765
252.500000	129	-0.090850	-0.090286
252.500000	130	-0.088004	-0.087450
252.500000	131	-0.084811	-0.084269
252.500000	132	-0.081283	-0.080756
252.500000	133	-0.077435	-0.076924
252.500000	134	-0.073281	-0.072789
252.500000	135	-0.068837	-0.068366
252.500000	136	-0.064122	-0.063673
252.500000	137	-0.059154	-0.058729
252.500000	138	-0.053953	-0.053554
252.500000	139	-0.048538	-0.048167
252.500000	140	-0.042932	-0.042590
252.500000	141	-0.037157	-0.036844
252.500000	142	-0.031235	-0.030954
252.500000	143	-0.025189	-0.024941
252.500000	144	-0.019044	-0.018830
252.500000	145	-0.012824	-0.012644
252.500000	146	-0.006554	-0.006409
252.500000	147	-0.000257	-0.000148
252.500000	148	0.006040	0.006113
252.500000	149	0.012314	0.012350
252.500000	150	0.018539	0.018539
252.500000	151	0.024690	0.024654
252.500000	152	0.030745	0.030672
252.500000	153	0.036678	0.036569
252.500000	154	0.042466	0.042321
252.500000	155	0.048087	0.047907
252.500000	156	0.053518	0.053303
252.500000	157	0.058738	0.058490
252.500000	158	0.063725	0.063445
252.500000	159	0.068462	0.068150
252.500000	160	0.072928	0.072586
252.500000	161	0.077107	0.076735
252.500000	162	0.080981	0.080582
252.500000	163	0.084535	0.084110
252.500000	164	0.087756	0.087307
252.500000	165	0.090631	0.090159
252.500000	166	0.093148	0.092656
252.500000	167	0.095297	0.094786
252.500000	168	0.097070	0.096543
252.500000	169	0.098460	0.097918
252.500000	170	0.099462	0.098908
252.500000	171	0.100071	0.099506
252.500000	172	0.100285	0.099712
252.500000	173	0.100103	0.099525
252.500000	174	0.099526	0.098945
252.500000	175	0.098557	0.097974
252.500000	176	0.097198	0.096617
252.500000	177	0.095456	0.094878
252.500000	178	0.093337	0.092765
252.500000	179	0.090850	0.090286
252.500000	180	0.088004	0.087450
252.500000	181	0.084811	0.084269
252.500000	182	0.081283	0.080756
252.500000	183	0.077435	0.076924
252.500000	184	0.073281	0.072789
252.500000	185	0.068837	0.068366
252.500000	186	0.064122	0.063673
252.500000	187	0.059154	0.058729
252.500000	188	0.053953	0.053554
252.500000	189	0.048538	0.048167
252.500000	190	0.042932	0.042590
252.500000	191	0.037157	0.036844
252.500000	192	0.031235	0.030954
252.500000	193	0.025189	0.024941
252.500000	194	0.019044	0.018830
252.500000	195	0.012824	0.012644
252.500000	196	0.006554	0.006409
252.500000	197	0.000257	0.000148
252.500000	198	-0.006040	-0.006113
252.500000	199	-0.012314	-0.012350
255.000000	0	-0.033675	-0.033675
255.000000	1	-0.039554	-0.039487
255.000000	2	-0.045276	-0.045144
255.000000	3	-0.050820	-0.050622
255.000000	4	-0.056164	-0.055901
255.000000	5	-0.061286	-0.060959
255.000000	6	-0.066166	-0.065776
255.000000	7	-0.070785	-0.070334
255.000000	8	-0.075124	-0.074614
255.000000	9	-0.079167	-0.078600
255.000000	10	-0.082897	-0.082275
255.000000	11	-0.086301	-0.085626
255.000000	12	-0.089364	-0.088639
255.000000	13	-0.092074	-0.091302
255.000000	14	-0.094421	-0.093605
255.000000	15	-0.096395	-0.095539
255.000000	16	-0.097988	-0.097095
255.000000	17	-0.099195	-0.098268
255.000000	18	-0.100011	-0.099053
255.000000	19	-0.100432	-0.099448
255.000000	20	-0.100456	-0.099450
255.000000	21	-0.100084	-0.099059
255.000000	22	-0.099317	-0.098278
255.000000	23	-0.098158	-0.097108
255.000000	24	-0.096612	-0.095556
255.000000	25	-0.094684	-0.093626
255.000000	26	-0.092383	-0.091327
255.000000	27	-0.089717	-0.088667
255.000000	28	-0.086697	-0.085657
255.000000	29	-0.083335	-0.082310
255.000000	30	-0.079644	-0.078637
255.000000	31	-0.075639	-0.074655
255.000000	32	-0.071335	-0.070377
255.000000	33	-0.066749	-0.065822
255.000000	34	-0.061901	-0.061007
255.000000	35	-0.056807	-0.055951
255.000000	36	-0.051490	-0.050675
255.000000	37	-0.045970	-0.045198
255.000000	38	-0.040268	-0.039543
255.000000	39	-0.034407	-0.033732
255.000000	40	-0.028410	-0.027788
255.000000	41	-0.022302	-0.021735
255.000000	42	-0.016105	-0.015595
255.000000	43	-0.009845	-0.009394
255.000000	44	-0.003545	-0.003156
255.000000	45	0.002768	0.003095
255.000000	46	0.009070	0.009333
255.000000	47	0.015336	0.015535
255.000000	48	0.021542	0.021675
255.000000	49	0.027663	0.027730
255.000000	50	0.033675	0.033675
255.000000	51	0.039554	0.039487
255.000000	52	0.045276	0.045144
255.000000	53	0.050820	0.050622
255.000000	54	0.056164	0.055901
255.000000	55	0.061286	0.060959
255.000000	56	0.066166	0.065776
255.000000	57	0.070785	0.070334
255.000000	58	0.075124	0.074614
255.000000	59	0.079167	0.078600
255.000000	60	0.082897	0.082275
255.000000	61	0.086301	0.085626
255.000000	62	0.089364	0.088639
255.000000	63	0.092074	0.091302
255.000000	64	0.094421	0.093605
255.000000	65	0.096395	0.095539
255.000000	66	0.097988	0.097095
255.000000	67	0.099195	0.098268
255.000000	68	0.100011	0.099053
255.000000	69	0.100432	0.099448
255.000000	70	0.100456	0.099450
255.000000	71	0.100084	0.099059
255.000000	72	0.099317	0.098278
255.000000	73	0.098158	0.097108
255.000000	74	0.096612	0.095556
255.000000	75	0.094684	0.093626
255.000000	76	0.092383	0.091327
255.000000	77	0.089717	0.088667
255.000000	78	0.086697	0.085657
255.000000	79	0.083335	0.082310
255.000000	80	0.079644	0.078637
255.000000	81	0.075639	0.074655
255.000000	82	0.071335	0.070377
255.000000	83	0.066749	0.065822
255.000000	84	0.061901	0.061007
255.000000	85	0.056807	0.055951
255.000000	86	0.051490	0.050675
255.000000	87	0.045970	0.045198
255.000000	88	0.040268	0.039543
255.000000	89	0.034407	0.033732
255.000000	90	0.028410	0.027788
255.000000	91	0.022302	0.021735
255.000000	92	0.016105	0.015595
255.000000	93	0.009845	0.009394
255.000000	94	0.003545	0.003156
255.000000	95	-0.002768	-0.003095
255.000000	96	-0.009070	-0.009333
255.000000	97	-0.015336	-0.015535
255.000000	98	-0.021542	-0.021675
255.000000	99	-0.027663	-0.027730
255.000000	100	-0.033675	-0.033675
255.000000	101	-0.039554	-0.039487
255.000000	102	-0.045276	-0.045144
255.000000	103	-0.050820	-0.050622
255.000000	104	-0.056164	-0.055901
255.000000	105	-0.061286	-0.060959
255.000000	106	-0.066166	-0.065776
255.000000	107	-0.070785	-0.070334
255.000000	108	-0.075124	-0.074614
255.000000	109	-0.079167	-0.078600
255.000000	110	-0.082897	-0.082275
255.000000	111	-0.086301	-0.085626
255.000000	112	-0.089364	-0.088639
255.000000	113	-0.092074	-0.091302
255.000000	114	-0.094421	-0.093605
255.000000	115	-0.096395	-0.095539
255.000000	116	-0.097988	-0.097095
255.000000	117	-0.099195	-0.098268
255.000000	118	-0.100011	-0.099053
255.000000	119	-0.100432	-0.099448
255.000000	120	-0.100456	-0.099450
255.000000	121	-0.100084	-0.099059
255.000000	122	-0.099317	-0.098278
255.000000	123	-0.098158	-0.097108
255.000000	124	-0.096612	-0.095556
255.000000	125	-0.094684	-0.093626
255.000000	126	-0.092383	-0.091327
255.000000	127	-0.089717	-0.088667
255.000000	128	-0.086697	-0.085657
255.000000	129	-0.083335	-0.082310
255.000000	130	-0.079644	-0.078637
255.000000	131	-0.075639	-0.074655
255.000000	132	-0.071335	-0.070377
255.000000	133	-0.066749	-0.065822
255.000000	134	-0.061901	-0.061007
255.000000	135	-0.056807	-0.055951
255.000000	136	-0.051490	-0.050675
255.000000	137	-0.045970	-0.045198
255.000000	138	-0.040268	-0.039543
255.000000	139	-0.034407	-0.033732
255.000000	140	-0.028410	-0.027788
255.000000	141	-0.022302	-0.021735
255.000000	142	-0.016105	-0.015595
255.000000	143	-0.009845	-0.009394
255.000000	144	-0.003545	-0.003156
255.000000	145	0.002768	0.003095
255.000000	146	0.009070	0.009333
255.000000	147	0.015336	0.015535
255.000000	148	0.021542	0.021675
255.000000	149	0.027663	0.027730
255.000000	150	0.033675	0.033675
255.000000	151	0.039554	0.039487
255.000000	152	0.045276	0.045144
255.000000	153	0.050820	0.050622
255.000000	154	0.056164	0.055901
255.000000	155	0.061286	0.060959
255.000000	156	0.066166	0.065776
255.000000	157	0.070785	0.070334
255.000000	158	0.075124	0.074614
255.000000	159	0.079167	0.078600
255.000000	160	0.082897	0.082275
255.000000	161	0.086301	0.085626
255.000000	162	0.089364	0.088639
255.000000	163	0.092074	0.091302
255.000000	164	0.094421	0.093605
255.000000	165	0.096395	0.095539
255.000000	166	0.097988	0.097095
255.000000	167	0.099195	0.098268
255.000000	168	0.100011	0.099053
255.000000	169	0.100432	0.099448
255.000000	170	0.100456	0.099450
255.000000	171	0.100084	0.099059
255.000000	172	0.099317	0.098278
255.000000	173	0.098158	0.097108
255.000000	174	0.096612	0.095556
255.000000	175	0.094684	0.093626
255.000000	176	0.092383	0.091327
255.000000	177	0.089717	0.088667
255.000000	178	0.086697	0.085657
255.000000	179	0.083335	0.082310
255.000000	180	0.079644	0.078637
255.000000	181	0.075639	0.074655
255.000000	182	0.071335	0.070377
255.000000	183	0.066749	0.065822
255.000000	184	0.061901	0.061007
255.000000	185	0.056807	0.055951
255.000000	186	0.051490	0.050675
255.000000	187	0.045970	0.045198
255.000000	188	0.040268	0.039543
255.000000	189	0.034407	0.033732
255.000000	190	0.028410	0.027788
255.000000	191	0.022302	0.021735
255.000000	192	0.016105	0.015595
255.000000	193	0.009845	0.009394
255.000000	194	0.003545	0.003156
255.000000	195	-0.002768	-0.003095
255.000000	196	-0.009070	-0.009333
255.000000	197	-0.015336	-0.015535
255.000000	198	-0.021542	-0.021675
255.000000	199	-0.027663	-0.027730
257.500000	0	-0.047982	-0.047982
257.500000	1	-0.053443	-0.053349
257.500000	2	-0.058693	-0.058504
257.500000	3	-0.063712	-0.063429
257.500000	4	-0.068479	-0.068104
257.500000	5	-0.072976	-0.072510
257.500000	6	-0.077185	-0.076630
257.500000	7	-0.081089	-0.080447
257.500000	8	-0.084673	-0.083947
257.500000	9	-0.087923	-0.087115
257.500000	10	-0.090826	-0.089940
257.500000	11	-0.093371	-0.092410
257.500000	12	-0.095547	-0.094515
257.500000	13	-0.097346	-0.096247
257.500000	14	-0.098761	-0.097599
257.500000	15	-0.099786	-0.098566
257.500000	16	-0.100417	-0.099144
257.500000	17	-0.100652	-0.099331
257.500000	18	-0.100490	-0.099125
257.500000	19	-0.099931	-0.098529
257.500000	20	-0.098978	-0.097543
257.500000	21	-0.097634	-0.096173
257.500000	22	-0.095905	-0.094423
257.500000	23	-0.093797	-0.092301
257.500000	24	-0.091319	-0.089814
257.500000	25	-0.088481	-0.086973
257.500000	26	-0.085293	-0.083788
257.500000	27	-0.081769	-0.080273
257.500000	28	-0.077923	-0.076441
257.500000	29	-0.073768	-0.072308
257.500000	30	-0.069323	-0.067889
257.500000	31	-0.064604	-0.063202
257.500000	32	-0.059630	-0.058266
257.500000	33	-0.054421	-0.053099
257.500000	34	-0.048997	-0.047723
257.500000	35	-0.043379	-0.042159
257.500000	36	-0.037591	-0.036429
257.500000	37	-0.031654	-0.030554
257.500000	38	-0.025592	-0.024559
257.500000	39	-0.019429	-0.018468
257.500000	40	-0.013189	-0.012303
257.500000	41	-0.006898	-0.006090
257.500000	42	-0.000579	0.000148
257.500000	43	0.005742	0.006384
257.500000	44	0.012041	0.012596
257.500000	45	0.018292	0.018758
257.500000	46	0.024471	0.024846
257.500000	47	0.030553	0.030835
257.500000	48	0.036514	0.036703
257.500000	49	0.042332	0.042426
257.500000	50	0.047982	0.047982
257.500000	51	0.053443	0.053349
257.500000	52	0.058693	0.058504
257.500000	53	0.063712	0.063429
257.500000	54	0.068479	0.068104
257.500000	55	0.072976	0.072510
257.500000	56	0.077185	0.076630
257.500000	57	0.081089	0.080447
257.500000	58	0.084673	0.083947
257.500000	59	0.087923	0.087115
257.500000	60	0.090826	0.089940
257.500000	61	0.093371	0.092410
257.500000	62	0.095547	0.094515
257.500000	63	0.097346	0.096247
257.500000	64	0.098761	0.097599
257.500000	65	0.099786	0.098566
257.500000	66	0.100417	0.099144
257.500000	67	0.100652	0.099331
257.500000	68	0.100490	0.099125
257.500000	69	0.099931	0.098529
257.500000	70	0.098978	0.097543
257.500000	71	0.097634	0.096173
257.500000	72	0.095905	0.094423
257.500000	73	0.093797	0.092301
257.500000	74	0.091319	0.089814
257.500000	75	0.088481	0.086973
257.500000	76	0.085293	0.083788
257.500000	77	0.081769	0.080273
257.500000	78	0.077923	0.076441
257.500000	79	0.073768	0.072308
257.500000	80	0.069323	0.067889
257.500000	81	0.064604	0.063202
257.500000	82	0.059630	0.058266
257.500000	83	0.054421	0.053099
257.500000	84	0.048997	0.047723
257.500000	85	0.043379	0.042159
257.500000	86	0.037591	0.036429
257.500000	87	0.031654	0.030554
257.500000	88	0.025592	0.024559
257.500000	89	0.019429	0.018468
257.500000	90	0.013189	0.012303
257.500000	91	0.006898	0.006090
257.500000	92	0.000579	-0.000148
257.500000	93	-0.005742	-0.006384
257.500000	94	-0.012041	-0.012596
257.500000	95	-0.018292	-0.018758
257.500000	96	-0.024471	-0.024846
257.500000	97	-0.030553	-0.030835
257.500000	98	-0.036514	-0.036703
257.500000	99	-0.042332	-0.042426
257.500000	100	-0.047982	-0.047982
257.500000	101	-0.053443	-0.053349
257.500000	102	-0.058693	-0.058504
257.500000	103	-0.063712	-0.063429
257.500000	104	-0.068479	-0.068104
257.500000	105	-0.072976	-0.072510
257.500000	106	-0.077185	-0.076630
257.500000	107	-0.081089	-0.080447
257.500000	108	-0.084673	-0.083947
257.500000	109	-0.087923	-0.087115
257.500000	110	-0.090826	-0.089940
257.500000	111	-0.093371	-0.092410
257.500000	112	-0.095547	-0.094515
257.500000	113	-0.097346	-0.096247
257.500000	114	-0.098761	-0.097599
257.500000	115	-0.099786	-0.098566
257.500000	116	-0.100417	-0.099144
257.500000	117	-0.100652	-0.099331
257.500000	118	-0.100490	-0.099125
257.500000	119	-0.099931	-0.098529
257.500000	120	-0.098978	-0.097543
257.500000	121	-0.097634	-0.096173
257.500000	122	-0.095905	-0.094423
257.500000	123	-0.093797	-0.092301
257.500000	124	-0.091319	-0.089814
257.500000	125	-0.088481	-0.086973
257.500000	126	-0.085293	-0.083788
257.500000	127	-0.081769	-0.080273
257.500000	128	-0.077923	-0.076441
257.500000	129	-0.073768	-0.072308
257.500000	130	-0.069323	-0.067889
257.500000	131	-0.064604	-0.063202
257.500000	132	-0.059630	-0.058266
257.500000	133	-0.054421	-0.053099
257.500000	134	-0.048997	-0.047723
