i,z,Ex,Hy
115,115,0.097361,0.151563
116,116,0.0817325,0.153992
117,117,0.0648149,0.153993
118,118,0.0468752,0.151565
119,119,0.0281962,0.146747
120,120,0.0090726,0.139615
121,121,-0.0101941,0.13028
122,122,-0.0293001,0.118892
123,123,-0.0479439,0.105628
124,124,-0.0658317,0.0906981
125,125,-0.0826813,0.0743381
126,126,-0.0982269,0.0568057
127,127,-0.112223,0.0383775
128,128,-0.12445,0.019344
129,129,-0.134714,5.50335e-06
130,130,-0.142854,-0.0193331
131,131,-0.14874,-0.0383668
132,132,-0.152281,-0.0567955
133,133,-0.153421,-0.0743285
134,134,-0.15214,-0.0906892
135,135,-0.148461,-0.10562
136,136,-0.14244,-0.118885
137,137,-0.134173,-0.130275
138,138,-0.12379,-0.13961
139,139,-0.111454,-0.146744
140,140,-0.097361,-0.151563
141,141,-0.0817325,-0.153992
142,142,-0.0648149,-0.153993
143,143,-0.0468752,-0.151565
144,144,-0.0281962,-0.146747
145,145,-0.0090726,-0.139615
146,146,0.0101941,-0.13028
147,147,0.0293001,-0.118892
148,148,0.0479439,-0.105628
149,149,0.0658317,-0.0906981
150,150,0.0826813,-0.0743381
151,151,0.0982269,-0.0568057
152,152,0.112223,-0.0383775
153,153,0.12445,-0.019344
154,154,0.134714,-5.50335e-06
155,155,0.142854,0.0193331
156,156,0.14874,0.0383668
157,157,0.152281,0.0567955
158,158,0.153421,0.0743285
159,159,0.15214,0.0906892
160,160,0.148461,0.10562
161,161,0.14244,0.118885
162,162,0.134173,0.130275
163,163,0.12379,0.13961
164,164,0.111454,0.146744
165,165,0.097361,0.151563
166,166,0.0817325,0.153992
167,167,0.0648149,0.153993
168,168,0.0468752,0.151565
169,169,0.0281962,0.146747
170,170,0.0090726,0.139615
171,171,-0.0101941,0.13028
172,172,-0.0293001,0.118892
173,173,-0.0479439,0.105628
174,174,-0.0658317,0.0906981
175,175,-0.0826813,0.0743381
176,176,-0.0982269,0.0568057
177,177,-0.112223,0.0383775
178,178,-0.12445,0.019344
179,179,-0.134714,5.50335e-06
180,180,-0.142854,-0.0193331
181,181,-0.14874,-0.0383668
182,182,-0.152281,-0.0567955
183,183,-0.153421,-0.0743285
184,184,-0.15214,-0.0906892
185,185,-0.148461,-0.10562
186,186,-0.14244,-0.118885
187,187,-0.134173,-0.130275
188,188,-0.12379,-0.13961
189,189,-0.111454,-0.146744
190,190,-0.097361,-0.151563
191,191,-0.0817325,-0.153992
192,192,-0.0648149,-0.153993
193,193,-0.0468752,-0.151565
194,194,-0.0281962,-0.146747
195,195,-0.0090726,-0.139615
196,196,0.0101941,-0.13028
197,197,0.0293001,-0.118892
198,198,0.0479439,-0.105628
199,199,0.0658317,-0.0906981
