i,z,Ex,Hy
141,141,-0.0796187,-0.131023
142,142,-0.0660443,-0.129482
143,143,-0.0514284,-0.125898
144,144,-0.0360014,-0.120329
145,145,-0.0200066,-0.112862
146,146,-0.00369631,-0.103616
147,147,0.0126723,-0.092735
148,148,0.028841,-0.0803918
149,149,0.0445549,-0.0667807
150,150,0.0595661,-0.0521165
151,151,0.073638,-0.0366303
152,152,0.0865485,-0.0205665
153,153,0.0980941,-0.00417836
154,154,0.108093,0.0122757
155,155,0.116387,0.0285362
156,156,0.122845,0.0443466
157,157,0.127366,0.0594577
158,158,0.129879,0.073631
159,159,0.130343,0.0866432
160,160,0.128751,0.098289
161,161,0.125129,0.108385
162,162,0.119534,0.116771
163,163,0.112054,0.123316
164,164,0.102806,0.127916
165,165,0.0919375,0.130499
166,166,0.0796187,0.131023
167,167,0.0660443,0.129482
168,168,0.0514284,0.125898
169,169,0.0360014,0.120329
170,170,0.0200066,0.112862
171,171,0.00369631,0.103616
172,172,-0.0126723,0.092735
173,173,-0.028841,0.0803918
174,174,-0.0445549,0.0667807
175,175,-0.0595661,0.0521165
176,176,-0.073638,0.0366303
177,177,-0.0865485,0.0205665
178,178,-0.0980941,0.00417836
179,179,-0.108093,-0.0122757
180,180,-0.116387,-0.0285362
181,181,-0.122845,-0.0443466
182,182,-0.127366,-0.0594577
183,183,-0.129879,-0.073631
184,184,-0.130343,-0.0866432
185,185,-0.128751,-0.098289
186,186,-0.125129,-0.108385
187,187,-0.119534,-0.116771
188,188,-0.112054,-0.123316
189,189,-0.102806,-0.127916
190,190,-0.0919375,-0.130499
191,191,-0.0796187,-0.131023
192,192,-0.0660443,-0.129482
193,193,-0.0514284,-0.125898
194,194,-0.0360014,-0.120329
195,195,-0.0200066,-0.112862
196,196,-0.00369631,-0.103616
197,197,0.0126723,-0.092735
198,198,0.028841,-0.0803918
199,199,0.0445549,-0.0667807
