i,z,Ex,Hy
64,64,0.141098,0.200922
65,65,0.118919,0.210816
66,66,0.0948649,0.217384
67,67,0.0693144,0.220524
68,68,0.0426708,0.220187
69,69,0.0153543,0.216377
70,70,-0.0122044,0.209154
71,71,-0.0395706,0.198633
72,72,-0.0663127,0.18498
73,73,-0.0920091,0.168409
74,74,-0.116254,0.149182
75,75,-0.138666,0.127603
76,76,-0.158891,0.104011
77,77,-0.176611,0.0787793
78,78,-0.191545,0.0523049
79,79,-0.203458,0.0250056
80,80,-0.212163,-0.00268809
81,81,-0.217521,-0.0303394
82,82,-0.219449,-0.0575122
83,83,-0.217917,-0.083778
84,84,-0.212947,-0.108723
85,85,-0.20462,-0.131952
86,86,-0.193065,-0.153101
87,87,-0.178466,-0.171836
88,88,-0.161052,-0.18786
89,89,-0.141098,-0.200922
90,90,-0.118919,-0.210816
91,91,-0.0948649,-0.217384
92,92,-0.0693144,-0.220524
93,93,-0.0426708,-0.220187
94,94,-0.0153543,-0.216377
95,95,0.0122044,-0.209154
96,96,0.0395706,-0.198633
97,97,0.0663127,-0.18498
98,98,0.0920091,-0.168409
99,99,0.116254,-0.149182
100,100,0.138666,-0.127603
101,101,0.158891,-0.104011
102,102,0.176611,-0.0787793
103,103,0.191545,-0.0523049
104,104,0.203458,-0.0250056
105,105,0.212163,0.00268809
106,106,0.217521,0.0303394
107,107,0.219449,0.0575122
108,108,0.217917,0.083778
109,109,0.212947,0.108723
110,110,0.20462,0.131952
111,111,0.193065,0.153101
112,112,0.178466,0.171836
113,113,0.161052,0.18786
114,114,0.141098,0.200922
115,115,0.118919,0.210816
116,116,0.0948649,0.217384
117,117,0.0693144,0.220524
118,118,0.0426708,0.220187
119,119,0.0153543,0.216377
120,120,-0.0122044,0.209154
121,121,-0.0395706,0.198633
122,122,-0.0663127,0.18498
123,123,-0.0920091,0.168409
124,124,-0.116254,0.149182
125,125,-0.138666,0.127603
126,126,-0.158891,0.104011
127,127,-0.176611,0.0787793
128,128,-0.191545,0.0523049
129,129,-0.203458,0.0250056
130,130,-0.212163,-0.00268809
131,131,-0.217521,-0.0303394
132,132,-0.219449,-0.0575122
133,133,-0.217917,-0.083778
134,134,-0.212947,-0.108723
135,135,-0.20462,-0.131952
136,136,-0.193065,-0.153101
137,137,-0.178466,-0.171836
138,138,-0.161052,-0.18786
139,139,-0.141098,-0.200922
140,140,-0.118919,-0.210816
141,141,-0.0948649,-0.217384
142,142,-0.0693144,-0.220524
143,143,-0.0426708,-0.220187
144,144,-0.0153543,-0.216377
145,145,0.0122044,-0.209154
146,146,0.0395706,-0.198633
147,147,0.0663127,-0.18498
148,148,0.0920091,-0.168409
149,149,0.116254,-0.149182
150,150,0.138666,-0.127603
151,151,0.158891,-0.104011
152,152,0.176611,-0.0787793
153,153,0.191545,-0.0523049
154,154,0.203458,-0.0250056
155,155,0.212163,0.00268809
156,156,0.217521,0.0303394
157,157,0.219449,0.0575122
158,158,0.217917,0.083778
159,159,0.212947,0.108723
160,160,0.20462,0.131952
161,161,0.193065,0.153101
162,162,0.178466,0.171836
163,163,0.161052,0.18786
164,164,0.141098,0.200922
165,165,0.118919,0.210816
166,166,0.0948649,0.217384
167,167,0.0693144,0.220524
168,168,0.0426708,0.220187
169,169,0.0153543,0.216377
170,170,-0.0122044,0.209154
171,171,-0.0395706,0.198633
172,172,-0.0663127,0.18498
173,173,-0.0920091,0.168409
174,174,-0.116254,0.149182
175,175,-0.138666,0.127603
176,176,-0.158891,0.104011
177,177,-0.176611,0.0787793
178,178,-0.191545,0.0523049
179,179,-0.203458,0.0250056
180,180,-0.212163,-0.00268809
181,181,-0.217521,-0.0303394
182,182,-0.219449,-0.0575122
183,183,-0.217917,-0.083778
184,184,-0.212947,-0.108723
185,185,-0.20462,-0.131952
186,186,-0.193065,-0.153101
187,187,-0.178466,-0.171836
188,188,-0.161052,-0.18786
189,189,-0.141098,-0.200922
190,190,-0.118919,-0.210816
191,191,-0.0948649,-0.217384
192,192,-0.0693144,-0.220524
193,193,-0.0426708,-0.220187
194,194,-0.0153543,-0.216377
195,195,0.0122044,-0.209154
196,196,0.0395706,-0.198633
197,197,0.0663127,-0.18498
198,198,0.0920091,-0.168409
199,199,0.116254,-0.149182
