step,t,k,x,E,H
0,0.000000,173,0.869347,0.006279,0.006279
0,0.000000,174,0.874372,0.006279,0.006279
0,0.000000,175,0.879397,0.006279,0.006279
0,0.000000,176,0.884422,0.006279,0.006279
0,0.000000,177,0.889447,0.006279,0.006279
0,0.000000,178,0.894472,0.006279,0.006279
0,0.000000,179,0.899497,0.006279,0.006279
0,0.000000,180,0.904523,0.006279,0.006279
0,0.000000,181,0.909548,0.006279,0.006279
0,0.000000,182,0.914573,0.006279,0.006279
0,0.000000,183,0.919598,0.006279,0.006279
0,0.000000,184,0.924623,0.006279,0.006279
0,0.000000,185,0.929648,0.006279,0.006279
0,0.000000,186,0.934673,0.006279,0.006279
0,0.000000,187,0.939698,0.006279,0.006279
0,0.000000,188,0.944724,0.006279,0.006279
0,0.000000,189,0.949749,0.006279,0.006279
0,0.000000,190,0.954774,0.006279,0.006279
0,0.000000,191,0.959799,0.006279,0.006279
0,0.000000,192,0.964824,0.006279,0.006279
0,0.000000,193,0.969849,0.006279,0.006279
0,0.000000,194,0.974874,0.006279,0.006279
0,0.000000,195,0.979899,0.006279,0.006279
0,0.000000,196,0.984925,0.006279,0.006279
0,0.000000,197,0.989950,0.006279,0.006279
0,0.000000,198,0.994975,0.006279,0.006279
0,0.000000,199,1.000000,0.006279,0.006279
1,0.000000,0,0.000000,0.000000,0.000000
1,0.000000,1,0.005025,0.006279,-0.003108
1,0.000000,2,0.010050,0.006279,0.006279
1,0.000000,3,0.015075,0.006279,0.006279
1,0.000000,4,0.020101,0.006279,0.006279
1,0.000000,5,0.025126,0.006279,0.006279
1,0.000000,6,0.030151,0.006279,0.006279
1,0.000000,7,0.035176,0.006279,0.006279
1,0.000000,8,0.040201,0.006279,0.006279
1,0.000000,9,0.045226,0.006279,0.006279
1,0.000000,10,0.050251,0.006279,0.006279
1,0.000000,11,0.055276,0.006279,0.006279
1,0.000000,12,0.060302,0.006279,0.006279
1,0.000000,13,0.065327,0.006279,0.006279
1,0.000000,14,0.070352,0.006279,0.006279
1,0.000000,15,0.075377,0.006279,0.006279
1,0.000000,16,0.080402,0.006279,0.006279
1,0.000000,17,0.085427,0.006279,0.006279
1,0.000000,18,0.090452,0.006279,0.006279
1,0.000000,19,0.095477,0.006279,0.006279
1,0.000000,20,0.100503,0.006279,0.006279
1,0.000000,21,0.105528,0.006279,0.006279
1,0.000000,22,0.110553,0.006279,0.006279
1,0.000000,23,0.115578,0.006279,0.006279
1,0.000000,24,0.120603,0.006279,0.006279
1,0.000000,25,0.125628,0.006279,0.006279
1,0.000000,26,0.130653,0.006279,0.006279
1,0.000000,27,0.135678,0.006279,0.006279
1,0.000000,28,0.140704,0.006279,0.006279
1,0.000000,29,0.145729,0.006279,0.006279
1,0.000000,30,0.150754,0.006279,0.006279
1,0.000000,31,0.155779,0.006279,0.006279
1,0.000000,32,0.160804,0.006279,0.006279
1,0.000000,33,0.165829,0.006279,0.006279
1,0.000000,34,0.170854,0.006279,0.006279
1,0.000000,35,0.175879,0.006279,0.006279
1,0.000000,36,0.180905,0.006279,0.006279
1,0.000000,37,0.185930,0.006279,0.006279
1,0.000000,38,0.190955,0.006279,0.006279
1,0.000000,39,0.195980,0.006279,0.006279
1,0.000000,40,0.201005,0.006279,0.006279
1,0.000000,41,0.206030,0.006279,0.006279
1,0.000000,42,0.211055,0.006279,0.006279
1,0.000000,43,0.216080,0.006279,0.006279
1,0.000000,44,0.221106,0.006279,0.006279
1,0.000000,45,0.226131,0.006279,0.006279
1,0.000000,46,0.231156,0.006279,0.006279
1,0.000000,47,0.236181,0.006279,0.006279
1,0.000000,48,0.241206,0.006279,0.006279
1,0.000000,49,0.246231,0.006279,0.006279
1,0.000000,50,0.251256,0.006279,0.006279
1,0.000000,51,0.256281,0.006279,0.006279
1,0.000000,52,0.261307,0.006279,0.006279
1,0.000000,53,0.266332,0.006279,0.006279
1,0.000000,54,0.271357,0.006279,0.006279
1,0.000000,55,0.276382,0.006279,0.006279
1,0.000000,56,0.281407,0.006279,0.006279
1,0.000000,57,0.286432,0.006279,0.006279
1,0.000000,58,0.291457,0.006279,0.006279
1,0.000000,59,0.296482,0.006279,0.006279
1,0.000000,60,0.301508,0.006279,0.006279
1,0.000000,61,0.306533,0.006279,0.006279
1,0.000000,62,0.311558,0.006279,0.006279
1,0.000000,63,0.316583,0.006279,0.006279
1,0.000000,64,0.321608,0.006279,0.006279
1,0.000000,65,0.326633,0.006279,0.006279
1,0.000000,66,0.331658,0.006279,0.006279
1,0.000000,67,0.336683,0.006279,0.006279
1,0.000000,68,0.341709,0.006279,0.006279
1,0.000000,69,0.346734,0.006279,0.006279
1,0.000000,70,0.351759,0.006279,0.006279
1,0.000000,71,0.356784,0.006279,0.006279
1,0.000000,72,0.361809,0.006279,0.006279
1,0.000000,73,0.366834,0.006279,0.006279
1,0.000000,74,0.371859,0.006279,0.006279
1,0.000000,75,0.376884,0.006279,0.006279
1,0.000000,76,0.381910,0.006279,0.006279
1,0.000000,77,0.386935,0.006279,0.006279
1,0.000000,78,0.391960,0.006279,0.006279
1,0.000000,79,0.396985,0.006279,0.006279
1,0.000000,80,0.402010,0.006279,0.006279
1,0.000000,81,0.407035,0.006279,0.006279
1,0.000000,82,0.412060,0.006279,0.006279
1,0.000000,83,0.417085,0.006279,0.006279
1,0.000000,84,0.422111,0.006279,0.006279
1,0.000000,85,0.427136,0.006279,0.006279
1,0.000000,86,0.432161,0.006279,0.006279
1,0.000000,87,0.437186,0.006279,0.006279
1,0.000000,88,0.442211,0.006279,0.006279
1,0.000000,89,0.447236,0.006279,0.006279
1,0.000000,90,0.452261,0.006279,0.006279
1,0.000000,91,0.457286,0.006279,0.006279
1,0.000000,92,0.462312,0.006279,0.006279
1,0.000000,93,0.467337,0.006279,0.006279
1,0.000000,94,0.472362,0.006279,0.006279
1,0.000000,95,0.477387,0.006279,0.006279
1,0.000000,96,0.482412,0.006279,0.006279
1,0.000000,97,0.487437,0.006279,0.006279
1,0.000000,98,0.492462,0.006279,0.006279
1,0.000000,99,0.497487,0.006279,0.006279
1,0.000000,100,0.502513,0.006279,0.006279
1,0.000000,101,0.507538,0.006279,0.006279
1,0.000000,102,0.512563,0.006279,0.006279
1,0.000000,103,0.517588,0.006279,0.006279
1,0.000000,104,0.522613,0.006279,0.006279
1,0.000000,105,0.527638,0.006279,0.006279
1,0.000000,106,0.532663,0.006279,0.006279
1,0.000000,107,0.537688,0.006279,0.006279
1,0.000000,108,0.542714,0.006279,0.006279
1,0.000000,109,0.547739,0.006279,0.006279
1,0.000000,110,0.552764,0.006279,0.006279
1,0.000000,111,0.557789,0.006279,0.006279
1,0.000000,112,0.562814,0.006279,0.006279
1,0.000000,113,0.567839,0.006279,0.006279
1,0.000000,114,0.572864,0.006279,0.006279
1,0.000000,115,0.577889,0.006279,0.006279
1,0.000000,116,0.582915,0.006279,0.006279
1,0.000000,117,0.587940,0.006279,0.006279
1,0.000000,118,0.592965,0.006279,0.006279
1,0.000000,119,0.597990,0.006279,0.006279
1,0.000000,120,0.603015,0.006279,0.006279
1,0.000000,121,0.608040,0.006279,0.006279
1,0.000000,122,0.613065,0.006279,0.006279
1,0.000000,123,0.618090,0.006279,0.006279
1,0.000000,124,0.623116,0.006279,0.006279
1,0.000000,125,0.628141,0.006279,0.006279
1,0.000000,126,0.633166,0.006279,0.006279
1,0.000000,127,0.638191,0.006279,0.006279
1,0.000000,128,0.643216,0.006279,0.006279
1,0.000000,129,0.648241,0.006279,0.006279
1,0.000000,130,0.653266,0.006279,0.006279
1,0.000000,131,0.658291,0.006279,0.006279
1,0.000000,132,0.663317,0.006279,0.006279
1,0.000000,133,0.668342,0.006279,0.006279
1,0.000000,134,0.673367,0.006279,0.006279
1,0.000000,135,0.678392,0.006279,0.006279
1,0.000000,136,0.683417,0.006279,0.006279
1,0.000000,137,0.688442,0.006279,0.006279
1,0.000000,138,0.693467,0.006279,0.006279
1,0.000000,139,0.698492,0.006279,0.006279
1,0.000000,140,0.703518,0.006279,0.006279
1,0.000000,141,0.708543,0.006279,0.006279
1,0.000000,142,0.713568,0.006279,0.006279
1,0.000000,143,0.718593,0.006279,0.006279
1,0.000000,144,0.723618,0.006279,0.006279
1,0.000000,145,0.728643,0.006279,0.006279
1,0.000000,146,0.733668,0.006279,0.006279
1,0.000000,147,0.738693,0.006279,0.006279
1,0.000000,148,0.743719,0.006279,0.006279
1,0.000000,149,0.748744,0.006279,0.006279
1,0.000000,150,0.753769,0.006279,0.006279
1,0.000000,151,0.758794,0.006279,0.006279
1,0.000000,152,0.763819,0.006279,0.006279
1,0.000000,153,0.768844,0.006279,0.006279
1,0.000000,154,0.773869,0.006279,0.006279
1,0.000000,155,0.778894,0.006279,0.006279
1,0.000000,156,0.783920,0.006279,0.006279
1,0.000000,157,0.788945,0.006279,0.006279
1,0.000000,158,0.793970,0.006279,0.006279
1,0.000000,159,0.798995,0.006279,0.006279
1,0.000000,160,0.804020,0.006279,0.006279
1,0.000000,161,0.809045,0.006279,0.006279
1,0.000000,162,0.814070,0.006279,0.006279
1,0.000000,163,0.819095,0.006279,0.006279
1,0.000000,164,0.824121,0.006279,0.006279
1,0.000000,165,0.829146,0.006279,0.006279
1,0.000000,166,0.834171,0.006279,0.006279
1,0.000000,167,0.839196,0.006279,0.006279
1,0.000000,168,0.844221,0.006279,0.006279
1,0.000000,169,0.849246,0.006279,0.006279
1,0.000000,170,0.854271,0.006279,0.006279
1,0.000000,171,0.859296,0.006279,0.006279
1,0.000000,172,0.864322,0.006279,0.006279
1,0.000000,173,0.869347,0.006279,0.006279
1,0.000000,174,0.874372,0.006279,0.006279
1,0.000000,175,0.879397,0.006279,0.006279
1,0.000000,176,0.884422,0.006279,0.006279
1,0.000000,177,0.889447,0.006279,0.006279
1,0.000000,178,0.894472,0.006279,0.006279
1,0.000000,179,0.899497,0.006279,0.006279
1,0.000000,180,0.904523,0.006279,0.006279
1,0.000000,181,0.909548,0.006279,0.006279
1,0.000000,182,0.914573,0.006279,0.006279
1,0.000000,183,0.919598,0.006279,0.006279
1,0.000000,184,0.924623,0.006279,0.006279
1,0.000000,185,0.929648,0.006279,0.006279
1,0.000000,186,0.934673,0.006279,0.006279
1,0.000000,187,0.939698,0.006279,0.006279
1,0.000000,188,0.944724,0.006279,0.006279
1,0.000000,189,0.949749,0.006279,0.006279
1,0.000000,190,0.954774,0.006279,0.006279
1,0.000000,191,0.959799,0.006279,0.006279
1,0.000000,192,0.964824,0.006279,0.006279
1,0.000000,193,0.969849,0.006279,0.006279
1,0.000000,194,0.974874,0.006279,0.006279
1,0.000000,195,0.979899,0.006279,0.006279
1,0.000000,196,0.984925,0.006279,0.006279
1,0.000000,197,0.989950,0.006279,0.006279
1,0.000000,198,0.994975,0.006279,0.015666
1,0.000000,199,1.000000,0.000000,0.000000
2,0.007513,0,0.000000,0.000000,0.000000
2,0.007513,1,0.005025,-0.003108,0.008485
2,0.007513,2,0.010050,-0.007755,-0.007755
2,0.007513,3,0.015075,0.006279,-0.014702
2,0.007513,4,0.020101,0.006279,0.006279
2,0.007513,5,0.025126,0.006279,0.006279
2,0.007513,6,0.030151,0.006279,0.006279
2,0.007513,7,0.035176,0.006279,0.006279
2,0.007513,8,0.040201,0.006279,0.006279
2,0.007513,9,0.045226,0.006279,0.006279
2,0.007513,10,0.050251,0.006279,0.006279
2,0.007513,11,0.055276,0.006279,0.006279
2,0.007513,12,0.060302,0.006279,0.006279
2,0.007513,13,0.065327,0.006279,0.006279
2,0.007513,14,0.070352,0.006279,0.006279
2,0.007513,15,0.075377,0.006279,0.006279
2,0.007513,16,0.080402,0.006279,0.006279
2,0.007513,17,0.085427,0.006279,0.006279
2,0.007513,18,0.090452,0.006279,0.006279
2,0.007513,19,0.095477,0.006279,0.006279
2,0.007513,20,0.100503,0.006279,0.006279
2,0.007513,21,0.105528,0.006279,0.006279
2,0.007513,22,0.110553,0.006279,0.006279
2,0.007513,23,0.115578,0.006279,0.006279
2,0.007513,24,0.120603,0.006279,0.006279
2,0.007513,25,0.125628,0.006279,0.006279
2,0.007513,26,0.130653,0.006279,0.006279
2,0.007513,27,0.135678,0.006279,0.006279
2,0.007513,28,0.140704,0.006279,0.006279
2,0.007513,29,0.145729,0.006279,0.006279
2,0.007513,30,0.150754,0.006279,0.006279
2,0.007513,31,0.155779,0.006279,0.006279
2,0.007513,32,0.160804,0.006279,0.006279
2,0.007513,33,0.165829,0.006279,0.006279
2,0.007513,34,0.170854,0.006279,0.006279
2,0.007513,35,0.175879,0.006279,0.006279
2,0.007513,36,0.180905,0.006279,0.006279
2,0.007513,37,0.185930,0.006279,0.006279
2,0.007513,38,0.190955,0.006279,0.006279
2,0.007513,39,0.195980,0.006279,0.006279
2,0.007513,40,0.201005,0.006279,0.006279
2,0.007513,41,0.206030,0.006279,0.006279
2,0.007513,42,0.211055,0.006279,0.006279
2,0.007513,43,0.216080,0.006279,0.006279
2,0.007513,44,0.221106,0.006279,0.006279
2,0.007513,45,0.226131,0.006279,0.006279
2,0.007513,46,0.231156,0.006279,0.006279
2,0.007513,47,0.236181,0.006279,0.006279
2,0.007513,48,0.241206,0.006279,0.006279
2,0.007513,49,0.246231,0.006279,0.006279
2,0.007513,50,0.251256,0.006279,0.006279
2,0.007513,51,0.256281,0.006279,0.006279
2,0.007513,52,0.261307,0.006279,0.006279
2,0.007513,53,0.266332,0.006279,0.006279
2,0.007513,54,0.271357,0.006279,0.006279
2,0.007513,55,0.276382,0.006279,0.006279
2,0.007513,56,0.281407,0.006279,0.006279
2,0.007513,57,0.286432,0.006279,0.006279
2,0.007513,58,0.291457,0.006279,0.006279
2,0.007513,59,0.296482,0.006279,0.006279
2,0.007513,60,0.301508,0.006279,0.006279
2,0.007513,61,0.306533,0.006279,0.006279
2,0.007513,62,0.311558,0.006279,0.006279
2,0.007513,63,0.316583,0.006279,0.006279
2,0.007513,64,0.321608,0.006279,0.006279
2,0.007513,65,0.326633,0.006279,0.006279
2,0.007513,66,0.331658,0.006279,0.006279
2,0.007513,67,0.336683,0.006279,0.006279
2,0.007513,68,0.341709,0.006279,0.006279
2,0.007513,69,0.346734,0.006279,0.006279
2,0.007513,70,0.351759,0.006279,0.006279
2,0.007513,71,0.356784,0.006279,0.006279
2,0.007513,72,0.361809,0.006279,0.006279
2,0.007513,73,0.366834,0.006279,0.006279
2,0.007513,74,0.371859,0.006279,0.006279
2,0.007513,75,0.376884,0.006279,0.006279
2,0.007513,76,0.381910,0.006279,0.006279
2,0.007513,77,0.386935,0.006279,0.006279
2,0.007513,78,0.391960,0.006279,0.006279
2,0.007513,79,0.396985,0.006279,0.006279
2,0.007513,80,0.402010,0.006279,0.006279
2,0.007513,81,0.407035,0.006279,0.006279
2,0.007513,82,0.412060,0.006279,0.006279
2,0.007513,83,0.417085,0.006279,0.006279
2,0.007513,84,0.422111,0.006279,0.006279
2,0.007513,85,0.427136,0.006279,0.006279
2,0.007513,86,0.432161,0.006279,0.006279
2,0.007513,87,0.437186,0.006279,0.006279
2,0.007513,88,0.442211,0.006279,0.006279
2,0.007513,89,0.447236,0.006279,0.006279
2,0.007513,90,0.452261,0.006279,0.006279
2,0.007513,91,0.457286,0.006279,0.006279
2,0.007513,92,0.462312,0.006279,0.006279
2,0.007513,93,0.467337,0.006279,0.006279
2,0.007513,94,0.472362,0.006279,0.006279
2,0.007513,95,0.477387,0.006279,0.006279
2,0.007513,96,0.482412,0.006279,0.006279
2,0.007513,97,0.487437,0.006279,0.006279
2,0.007513,98,0.492462,0.006279,0.006279
2,0.007513,99,0.497487,0.006279,0.006279
2,0.007513,100,0.502513,0.006279,0.006279
2,0.007513,101,0.507538,0.006279,0.006279
2,0.007513,102,0.512563,0.006279,0.006279
2,0.007513,103,0.517588,0.006279,0.006279
2,0.007513,104,0.522613,0.006279,0.006279
2,0.007513,105,0.527638,0.006279,0.006279
2,0.007513,106,0.532663,0.006279,0.006279
2,0.007513,107,0.537688,0.006279,0.006279
2,0.007513,108,0.542714,0.006279,0.006279
2,0.007513,109,0.547739,0.006279,0.006279
2,0.007513,110,0.552764,0.006279,0.006279
2,0.007513,111,0.557789,0.006279,0.006279
2,0.007513,112,0.562814,0.006279,0.006279
2,0.007513,113,0.567839,0.006279,0.006279
2,0.007513,114,0.572864,0.006279,0.006279
2,0.007513,115,0.577889,0.006279,0.006279
2,0.007513,116,0.582915,0.006279,0.006279
2,0.007513,117,0.587940,0.006279,0.006279
2,0.007513,118,0.592965,0.006279,0.006279
2,0.007513,119,0.597990,0.006279,0.006279
2,0.007513,120,0.603015,0.006279,0.006279
2,0.007513,121,0.608040,0.006279,0.006279
2,0.007513,122,0.613065,0.006279,0.006279
2,0.007513,123,0.618090,0.006279,0.006279
2,0.007513,124,0.623116,0.006279,0.006279
2,0.007513,125,0.628141,0.006279,0.006279
2,0.007513,126,0.633166,0.006279,0.006279
2,0.007513,127,0.638191,0.006279,0.006279
2,0.007513,128,0.643216,0.006279,0.006279
2,0.007513,129,0.648241,0.006279,0.006279
2,0.007513,130,0.653266,0.006279,0.006279
2,0.007513,131,0.658291,0.006279,0.006279
2,0.007513,132,0.663317,0.006279,0.006279
2,0.007513,133,0.668342,0.006279,0.006279
2,0.007513,134,0.673367,0.006279,0.006279
2,0.007513,135,0.678392,0.006279,0.006279
2,0.007513,136,0.683417,0.006279,0.006279
2,0.007513,137,0.688442,0.006279,0.006279
2,0.007513,138,0.693467,0.006279,0.006279
2,0.007513,139,0.698492,0.006279,0.006279
2,0.007513,140,0.703518,0.006279,0.006279
2,0.007513,141,0.708543,0.006279,0.006279
2,0.007513,142,0.713568,0.006279,0.006279
2,0.007513,143,0.718593,0.006279,0.006279
2,0.007513,144,0.723618,0.006279,0.006279
2,0.007513,145,0.728643,0.006279,0.006279
2,0.007513,146,0.733668,0.006279,0.006279
2,0.007513,147,0.738693,0.006279,0.006279
2,0.007513,148,0.743719,0.006279,0.006279
2,0.007513,149,0.748744,0.006279,0.006279
2,0.007513,150,0.753769,0.006279,0.006279
2,0.007513,151,0.758794,0.006279,0.006279
2,0.007513,152,0.763819,0.006279,0.006279
2,0.007513,153,0.768844,0.006279,0.006279
2,0.007513,154,0.773869,0.006279,0.006279
2,0.007513,155,0.778894,0.006279,0.006279
2,0.007513,156,0.783920,0.006279,0.006279
2,0.007513,157,0.788945,0.006279,0.006279
2,0.007513,158,0.793970,0.006279,0.006279
2,0.007513,159,0.798995,0.006279,0.006279
2,0.007513,160,0.804020,0.006279,0.006279
2,0.007513,161,0.809045,0.006279,0.006279
2,0.007513,162,0.814070,0.006279,0.006279
2,0.007513,163,0.819095,0.006279,0.006279
2,0.007513,164,0.824121,0.006279,0.006279
2,0.007513,165,0.829146,0.006279,0.006279
2,0.007513,166,0.834171,0.006279,0.006279
2,0.007513,167,0.839196,0.006279,0.006279
2,0.007513,168,0.844221,0.006279,0.006279
2,0.007513,169,0.849246,0.006279,0.006279
2,0.007513,170,0.854271,0.006279,0.006279
2,0.007513,171,0.859296,0.006279,0.006279
2,0.007513,172,0.864322,0.006279,0.006279
2,0.007513,173,0.869347,0.006279,0.006279
2,0.007513,174,0.874372,0.006279,0.006279
2,0.007513,175,0.879397,0.006279,0.006279
2,0.007513,176,0.884422,0.006279,0.006279
2,0.007513,177,0.889447,0.006279,0.006279
2,0.007513,178,0.894472,0.006279,0.006279
2,0.007513,179,0.899497,0.006279,0.006279
2,0.007513,180,0.904523,0.006279,0.006279
2,0.007513,181,0.909548,0.006279,0.006279
