step,t,k,x,E,H
0,0.000000,60,0.301508,-0.060301,-0.060301
0,0.000000,61,0.306533,-0.065214,-0.065214
0,0.000000,62,0.311558,-0.069869,-0.069869
0,0.000000,63,0.316583,-0.074244,-0.074244
0,0.000000,64,0.321608,-0.078324,-0.078324
0,0.000000,65,0.326633,-0.082091,-0.082091
0,0.000000,66,0.331658,-0.085531,-0.085531
0,0.000000,67,0.336683,-0.088630,-0.088630
0,0.000000,68,0.341709,-0.091376,-0.091376
0,0.000000,69,0.346734,-0.093758,-0.093758
0,0.000000,70,0.351759,-0.095765,-0.095765
0,0.000000,71,0.356784,-0.097391,-0.097391
0,0.000000,72,0.361809,-0.098629,-0.098629
0,0.000000,73,0.366834,-0.099474,-0.099474
0,0.000000,74,0.371859,-0.099922,-0.099922
0,0.000000,75,0.376884,-0.099972,-0.099972
0,0.000000,76,0.381910,-0.099623,-0.099623
0,0.000000,77,0.386935,-0.098877,-0.098877
0,0.000000,78,0.391960,-0.097738,-0.097738
0,0.000000,79,0.396985,-0.096208,-0.096208
0,0.000000,80,0.402010,-0.094295,-0.094295
0,0.000000,81,0.407035,-0.092006,-0.092006
0,0.000000,82,0.412060,-0.089350,-0.089350
0,0.000000,83,0.417085,-0.086338,-0.086338
0,0.000000,84,0.422111,-0.082982,-0.082982
0,0.000000,85,0.427136,-0.079295,-0.079295
0,0.000000,86,0.432161,-0.075292,-0.075292
0,0.000000,87,0.437186,-0.070989,-0.070989
0,0.000000,88,0.442211,-0.066403,-0.066403
0,0.000000,89,0.447236,-0.061552,-0.061552
0,0.000000,90,0.452261,-0.056456,-0.056456
0,0.000000,91,0.457286,-0.051135,-0.051135
0,0.000000,92,0.462312,-0.045610,-0.045610
0,0.000000,93,0.467337,-0.039903,-0.039903
0,0.000000,94,0.472362,-0.034037,-0.034037
0,0.000000,95,0.477387,-0.028036,-0.028036
0,0.000000,96,0.482412,-0.021922,-0.021922
0,0.000000,97,0.487437,-0.015721,-0.015721
0,0.000000,98,0.492462,-0.009458,-0.009458
0,0.000000,99,0.497487,-0.003157,-0.003157
0,0.000000,100,0.502513,0.003157,0.003157
0,0.000000,101,0.507538,0.009458,0.009458
0,0.000000,102,0.512563,0.015721,0.015721
0,0.000000,103,0.517588,0.021922,0.021922
0,0.000000,104,0.522613,0.028036,0.028036
0,0.000000,105,0.527638,0.034037,0.034037
0,0.000000,106,0.532663,0.039903,0.039903
0,0.000000,107,0.537688,0.045610,0.045610
0,0.000000,108,0.542714,0.051135,0.051135
0,0.000000,109,0.547739,0.056456,0.056456
0,0.000000,110,0.552764,0.061552,0.061552
0,0.000000,111,0.557789,0.066403,0.066403
0,0.000000,112,0.562814,0.070989,0.070989
0,0.000000,113,0.567839,0.075292,0.075292
0,0.000000,114,0.572864,0.079295,0.079295
0,0.000000,115,0.577889,0.082982,0.082982
0,0.000000,116,0.582915,0.086338,0.086338
0,0.000000,117,0.587940,0.089350,0.089350
0,0.000000,118,0.592965,0.092006,0.092006
0,0.000000,119,0.597990,0.094295,0.094295
0,0.000000,120,0.603015,0.096208,0.096208
0,0.000000,121,0.608040,0.097738,0.097738
0,0.000000,122,0.613065,0.098877,0.098877
0,0.000000,123,0.618090,0.099623,0.099623
0,0.000000,124,0.623116,0.099972,0.099972
0,0.000000,125,0.628141,0.099922,0.099922
0,0.000000,126,0.633166,0.099474,0.099474
0,0.000000,127,0.638191,0.098629,0.098629
0,0.000000,128,0.643216,0.097391,0.097391
0,0.000000,129,0.648241,0.095765,0.095765
0,0.000000,130,0.653266,0.093758,0.093758
0,0.000000,131,0.658291,0.091376,0.091376
0,0.000000,132,0.663317,0.088630,0.088630
0,0.000000,133,0.668342,0.085531,0.085531
0,0.000000,134,0.673367,0.082091,0.082091
0,0.000000,135,0.678392,0.078324,0.078324
0,0.000000,136,0.683417,0.074244,0.074244
0,0.000000,137,0.688442,0.069869,0.069869
0,0.000000,138,0.693467,0.065214,0.065214
0,0.000000,139,0.698492,0.060301,0.060301
0,0.000000,140,0.703518,0.055146,0.055146
0,0.000000,141,0.708543,0.049772,0.049772
0,0.000000,142,0.713568,0.044199,0.044199
0,0.000000,143,0.718593,0.038451,0.038451
0,0.000000,144,0.723618,0.032549,0.032549
0,0.000000,145,0.728643,0.026517,0.026517
0,0.000000,146,0.733668,0.020379,0.020379
0,0.000000,147,0.738693,0.014160,0.014160
0,0.000000,148,0.743719,0.007885,0.007885
0,0.000000,149,0.748744,0.001579,0.001579
0,0.000000,150,0.753769,-0.004734,-0.004734
0,0.000000,151,0.758794,-0.011028,-0.011028
0,0.000000,152,0.763819,-0.017278,-0.017278
0,0.000000,153,0.768844,-0.023460,-0.023460
0,0.000000,154,0.773869,-0.029547,-0.029547
0,0.000000,155,0.778894,-0.035517,-0.035517
0,0.000000,156,0.783920,-0.041346,-0.041346
0,0.000000,157,0.788945,-0.047009,-0.047009
0,0.000000,158,0.793970,-0.052485,-0.052485
0,0.000000,159,0.798995,-0.057752,-0.057752
0,0.000000,160,0.804020,-0.062789,-0.062789
0,0.000000,161,0.809045,-0.067575,-0.067575
0,0.000000,162,0.814070,-0.072092,-0.072092
0,0.000000,163,0.819095,-0.076322,-0.076322
0,0.000000,164,0.824121,-0.080247,-0.080247
0,0.000000,165,0.829146,-0.083853,-0.083853
0,0.000000,166,0.834171,-0.087124,-0.087124
0,0.000000,167,0.839196,-0.090048,-0.090048
0,0.000000,168,0.844221,-0.092613,-0.092613
0,0.000000,169,0.849246,-0.094809,-0.094809
0,0.000000,170,0.854271,-0.096627,-0.096627
0,0.000000,171,0.859296,-0.098059,-0.098059
0,0.000000,172,0.864322,-0.099101,-0.099101
0,0.000000,173,0.869347,-0.099748,-0.099748
0,0.000000,174,0.874372,-0.099997,-0.099997
0,0.000000,175,0.879397,-0.099847,-0.099847
0,0.000000,176,0.884422,-0.099300,-0.099300
0,0.000000,177,0.889447,-0.098357,-0.098357
0,0.000000,178,0.894472,-0.097021,-0.097021
0,0.000000,179,0.899497,-0.095299,-0.095299
0,0.000000,180,0.904523,-0.093197,-0.093197
0,0.000000,181,0.909548,-0.090723,-0.090723
0,0.000000,182,0.914573,-0.087888,-0.087888
0,0.000000,183,0.919598,-0.084702,-0.084702
0,0.000000,184,0.924623,-0.081179,-0.081179
0,0.000000,185,0.929648,-0.077332,-0.077332
0,0.000000,186,0.934673,-0.073177,-0.073177
0,0.000000,187,0.939698,-0.068730,-0.068730
0,0.000000,188,0.944724,-0.064010,-0.064010
0,0.000000,189,0.949749,-0.059034,-0.059034
0,0.000000,190,0.954774,-0.053822,-0.053822
0,0.000000,191,0.959799,-0.048397,-0.048397
0,0.000000,192,0.964824,-0.042778,-0.042778
0,0.000000,193,0.969849,-0.036989,-0.036989
0,0.000000,194,0.974874,-0.031052,-0.031052
0,0.000000,195,0.979899,-0.024991,-0.024991
0,0.000000,196,0.984925,-0.018831,-0.018831
0,0.000000,197,0.989950,-0.012596,-0.012596
0,0.000000,198,0.994975,-0.006311,-0.006311
0,0.000000,199,1.000000,-0.000000,-0.000000
1,0.000000,0,0.000000,-0.003155,-0.001584
1,0.000000,1,0.005025,0.000013,0.001565
1,0.000000,2,0.010050,0.006336,0.006286
1,0.000000,3,0.015075,0.012634,0.012559
1,0.000000,4,0.020101,0.018881,0.018781
1,0.000000,5,0.025126,0.025053,0.024930
1,0.000000,6,0.030151,0.031126,0.030978
1,0.000000,7,0.035176,0.037074,0.036903
1,0.000000,8,0.040201,0.042874,0.042682
1,0.000000,9,0.045226,0.048504,0.048289
1,0.000000,10,0.050251,0.053940,0.053705
1,0.000000,11,0.055276,0.059161,0.058906
1,0.000000,12,0.060302,0.064147,0.063873
1,0.000000,13,0.065327,0.068876,0.068585
1,0.000000,14,0.070352,0.073331,0.073023
1,0.000000,15,0.075377,0.077494,0.077171
1,0.000000,16,0.080402,0.081348,0.081011
1,0.000000,17,0.085427,0.084878,0.084528
1,0.000000,18,0.090452,0.088069,0.087708
1,0.000000,19,0.095477,0.090909,0.090538
1,0.000000,20,0.100503,0.093387,0.093007
1,0.000000,21,0.105528,0.095492,0.095106
1,0.000000,22,0.110553,0.097217,0.096825
1,0.000000,23,0.115578,0.098554,0.098159
1,0.000000,24,0.120603,0.099499,0.099101
1,0.000000,25,0.125628,0.100047,0.099648
1,0.000000,26,0.130653,0.100196,0.099798
1,0.000000,27,0.135678,0.099945,0.099551
1,0.000000,28,0.140704,0.099296,0.098906
1,0.000000,29,0.145729,0.098252,0.097867
1,0.000000,30,0.150754,0.096816,0.096438
1,0.000000,31,0.155779,0.094993,0.094624
1,0.000000,32,0.160804,0.092792,0.092434
1,0.000000,33,0.165829,0.090222,0.089875
1,0.000000,34,0.170854,0.087291,0.086957
1,0.000000,35,0.175879,0.084013,0.083693
1,0.000000,36,0.180905,0.080399,0.080095
1,0.000000,37,0.185930,0.076466,0.076178
1,0.000000,38,0.190955,0.072227,0.071958
1,0.000000,39,0.195980,0.067700,0.067450
1,0.000000,40,0.201005,0.062904,0.062674
1,0.000000,41,0.206030,0.057857,0.057648
1,0.000000,42,0.211055,0.052579,0.052392
1,0.000000,43,0.216080,0.047092,0.046927
1,0.000000,44,0.221106,0.041416,0.041275
1,0.000000,45,0.226131,0.035576,0.035458
1,0.000000,46,0.231156,0.029594,0.029501
1,0.000000,47,0.236181,0.023494,0.023425
1,0.000000,48,0.241206,0.017300,0.017257
1,0.000000,49,0.246231,0.011038,0.011019
1,0.000000,50,0.251256,0.004731,0.004737
1,0.000000,51,0.256281,-0.001594,-0.001563
1,0.000000,52,0.261307,-0.007913,-0.007857
1,0.000000,53,0.266332,-0.014201,-0.014120
1,0.000000,54,0.271357,-0.020432,-0.020326
1,0.000000,55,0.276382,-0.026582,-0.026452
1,0.000000,56,0.281407,-0.032625,-0.032472
1,0.000000,57,0.286432,-0.038539,-0.038363
1,0.000000,58,0.291457,-0.044299,-0.044100
1,0.000000,59,0.296482,-0.049882,-0.049662
1,0.000000,60,0.301508,-0.055266,-0.055026
1,0.000000,61,0.306533,-0.060430,-0.060171
1,0.000000,62,0.311558,-0.065354,-0.065076
1,0.000000,63,0.316583,-0.070016,-0.069721
1,0.000000,64,0.321608,-0.074400,-0.074088
1,0.000000,65,0.326633,-0.078487,-0.078160
1,0.000000,66,0.331658,-0.082261,-0.081921
1,0.000000,67,0.336683,-0.085708,-0.085355
1,0.000000,68,0.341709,-0.088812,-0.088448
1,0.000000,69,0.346734,-0.091563,-0.091189
1,0.000000,70,0.351759,-0.093948,-0.093567
1,0.000000,71,0.356784,-0.095959,-0.095572
1,0.000000,72,0.361809,-0.097588,-0.097195
1,0.000000,73,0.366834,-0.098828,-0.098431
1,0.000000,74,0.371859,-0.099673,-0.099275
1,0.000000,75,0.376884,-0.100121,-0.099723
1,0.000000,76,0.381910,-0.100171,-0.099774
1,0.000000,77,0.386935,-0.099820,-0.099427
1,0.000000,78,0.391960,-0.099072,-0.098683
1,0.000000,79,0.396985,-0.097929,-0.097546
1,0.000000,80,0.402010,-0.096396,-0.096020
1,0.000000,81,0.407035,-0.094478,-0.094112
1,0.000000,82,0.412060,-0.092184,-0.091828
1,0.000000,83,0.417085,-0.089522,-0.089178
1,0.000000,84,0.422111,-0.086504,-0.086173
1,0.000000,85,0.427136,-0.083140,-0.082824
1,0.000000,86,0.432161,-0.079445,-0.079146
1,0.000000,87,0.437186,-0.075434,-0.075151
1,0.000000,88,0.442211,-0.071122,-0.070857
1,0.000000,89,0.447236,-0.066526,-0.066281
1,0.000000,90,0.452261,-0.061665,-0.061440
1,0.000000,91,0.457286,-0.056558,-0.056354
1,0.000000,92,0.462312,-0.051226,-0.051044
1,0.000000,93,0.467337,-0.045689,-0.045531
1,0.000000,94,0.472362,-0.039971,-0.039835
1,0.000000,95,0.477387,-0.034093,-0.033981
1,0.000000,96,0.482412,-0.028079,-0.027992
1,0.000000,97,0.487437,-0.021953,-0.021891
1,0.000000,98,0.492462,-0.015740,-0.015703
1,0.000000,99,0.497487,-0.009464,-0.009452
1,0.000000,100,0.502513,-0.003151,-0.003163
1,0.000000,101,0.507538,0.003176,0.003138
1,0.000000,102,0.512563,0.009489,0.009427
1,0.000000,103,0.517588,0.015765,0.015678
1,0.000000,104,0.522613,0.021978,0.021866
1,0.000000,105,0.527638,0.028103,0.027968
1,0.000000,106,0.532663,0.034117,0.033958
1,0.000000,107,0.537688,0.039994,0.039812
1,0.000000,108,0.542714,0.045712,0.045508
1,0.000000,109,0.547739,0.051247,0.051023
1,0.000000,110,0.552764,0.056579,0.056334
1,0.000000,111,0.557789,0.061685,0.061420
1,0.000000,112,0.562814,0.066545,0.066262
1,0.000000,113,0.567839,0.071139,0.070839
1,0.000000,114,0.572864,0.075450,0.075135
1,0.000000,115,0.577889,0.079461,0.079130
1,0.000000,116,0.582915,0.083154,0.082810
1,0.000000,117,0.587940,0.086516,0.086160
1,0.000000,118,0.592965,0.089534,0.089167
1,0.000000,119,0.597990,0.092194,0.091818
1,0.000000,120,0.603015,0.094487,0.094103
1,0.000000,121,0.608040,0.096403,0.096014
1,0.000000,122,0.613065,0.097935,0.097541
1,0.000000,123,0.618090,0.099076,0.098679
1,0.000000,124,0.623116,0.099823,0.099424
1,0.000000,125,0.628141,0.100171,0.099773
1,0.000000,126,0.633166,0.100120,0.099724
1,0.000000,127,0.638191,0.099671,0.099278
1,0.000000,128,0.643216,0.098823,0.098436
1,0.000000,129,0.648241,0.097582,0.097201
1,0.000000,130,0.653266,0.095952,0.095579
1,0.000000,131,0.658291,0.093940,0.093576
1,0.000000,132,0.663317,0.091553,0.091200
1,0.000000,133,0.668342,0.088801,0.088460
1,0.000000,134,0.673367,0.085695,0.085368
1,0.000000,135,0.678392,0.082247,0.081935
1,0.000000,136,0.683417,0.078472,0.078176
1,0.000000,137,0.688442,0.074383,0.074105
1,0.000000,138,0.693467,0.069998,0.069739
1,0.000000,139,0.698492,0.065335,0.065095
1,0.000000,140,0.703518,0.060410,0.060191
1,0.000000,141,0.708543,0.055245,0.055047
1,0.000000,142,0.713568,0.049860,0.049684
1,0.000000,143,0.718593,0.044276,0.044123
1,0.000000,144,0.723618,0.038515,0.038386
1,0.000000,145,0.728643,0.032601,0.032496
1,0.000000,146,0.733668,0.026557,0.026476
1,0.000000,147,0.738693,0.020407,0.020351
1,0.000000,148,0.743719,0.014176,0.014145
1,0.000000,149,0.748744,0.007888,0.007882
1,0.000000,150,0.753769,0.001569,0.001588
1,0.000000,151,0.758794,-0.004756,-0.004712
1,0.000000,152,0.763819,-0.011063,-0.010994
1,0.000000,153,0.768844,-0.017325,-0.017232
1,0.000000,154,0.773869,-0.023519,-0.023401
1,0.000000,155,0.778894,-0.029618,-0.029477
1,0.000000,156,0.783920,-0.035600,-0.035435
1,0.000000,157,0.788945,-0.041439,-0.041252
1,0.000000,158,0.793970,-0.047114,-0.046905
1,0.000000,159,0.798995,-0.052600,-0.052370
1,0.000000,160,0.804020,-0.057877,-0.057627
1,0.000000,161,0.809045,-0.062923,-0.062654
1,0.000000,162,0.814070,-0.067719,-0.067432
1,0.000000,163,0.819095,-0.072244,-0.071940
1,0.000000,164,0.824121,-0.076482,-0.076162
1,0.000000,165,0.829146,-0.080414,-0.080080
1,0.000000,166,0.834171,-0.084026,-0.083679
1,0.000000,167,0.839196,-0.087303,-0.086945
1,0.000000,168,0.844221,-0.090232,-0.089864
1,0.000000,169,0.849246,-0.092802,-0.092424
1,0.000000,170,0.854271,-0.095001,-0.094616
1,0.000000,171,0.859296,-0.096822,-0.096431
1,0.000000,172,0.864322,-0.098257,-0.097862
1,0.000000,173,0.869347,-0.099300,-0.098903
1,0.000000,174,0.874372,-0.099947,-0.099549
1,0.000000,175,0.879397,-0.100196,-0.099798
1,0.000000,176,0.884422,-0.100045,-0.099650
1,0.000000,177,0.889447,-0.099496,-0.099104
1,0.000000,178,0.894472,-0.098550,-0.098164
1,0.000000,179,0.899497,-0.097211,-0.096832
1,0.000000,180,0.904523,-0.095485,-0.095114
1,0.000000,181,0.909548,-0.093378,-0.093016
1,0.000000,182,0.914573,-0.090898,-0.090548
1,0.000000,183,0.919598,-0.088057,-0.087720
1,0.000000,184,0.924623,-0.084864,-0.084541
1,0.000000,185,0.929648,-0.081333,-0.081025
1,0.000000,186,0.934673,-0.077478,-0.077187
1,0.000000,187,0.939698,-0.073314,-0.073041
1,0.000000,188,0.944724,-0.068858,-0.068603
1,0.000000,189,0.949749,-0.064127,-0.063892
1,0.000000,190,0.954774,-0.059141,-0.058927
1,0.000000,191,0.959799,-0.053919,-0.053726
1,0.000000,192,0.964824,-0.048482,-0.048311
1,0.000000,193,0.969849,-0.042852,-0.042704
1,0.000000,194,0.974874,-0.037050,-0.036927
1,0.000000,195,0.979899,-0.031102,-0.031002
1,0.000000,196,0.984925,-0.025029,-0.024954
1,0.000000,197,0.989950,-0.018856,-0.018806
1,0.000000,198,0.994975,-0.012609,-0.014161
1,0.000000,199,1.000000,-0.003155,-0.004727
2,0.002513,0,0.000000,-0.006301,-0.004345
2,0.002513,1,0.005025,-0.003922,-0.002005
2,0.002513,2,0.010050,0.000839,0.001132
2,0.002513,3,0.015075,0.006386,0.006630
2,0.002513,4,0.020101,0.012695,0.012497
2,0.002513,5,0.025126,0.018955,0.018708
2,0.002513,6,0.030151,0.025139,0.024845
2,0.002513,7,0.035176,0.031222,0.030882
2,0.002513,8,0.040201,0.037181,0.036797
2,0.002513,9,0.045226,0.042992,0.042564
2,0.002513,10,0.050251,0.048632,0.048162
2,0.002513,11,0.055276,0.054077,0.053568
2,0.002513,12,0.060302,0.059307,0.058761
2,0.002513,13,0.065327,0.064301,0.063719
2,0.002513,14,0.070352,0.069038,0.068424
2,0.002513,15,0.075377,0.073500,0.072855
2,0.002513,16,0.080402,0.077670,0.076996
2,0.002513,17,0.085427,0.081529,0.080831
2,0.002513,18,0.090452,0.085064,0.084343
2,0.002513,19,0.095477,0.088259,0.087518
2,0.002513,20,0.100503,0.091103,0.090345
2,0.002513,21,0.105528,0.093583,0.092812
2,0.002513,22,0.110553,0.095691,0.094909
2,0.002513,23,0.115578,0.097417,0.096627
2,0.002513,24,0.120603,0.098754,0.097960
2,0.002513,25,0.125628,0.099698,0.098903
2,0.002513,26,0.130653,0.100245,0.099452
2,0.002513,27,0.135678,0.100392,0.099604
2,0.002513,28,0.140704,0.100138,0.099359
2,0.002513,29,0.145729,0.099486,0.098718
2,0.002513,30,0.150754,0.098437,0.097683
2,0.002513,31,0.155779,0.096995,0.096259
2,0.002513,32,0.160804,0.095167,0.094452
2,0.002513,33,0.165829,0.092960,0.092267
2,0.002513,34,0.170854,0.090382,0.089715
2,0.002513,35,0.175879,0.087444,0.086806
2,0.002513,36,0.180905,0.084157,0.083550
2,0.002513,37,0.185930,0.080534,0.079961
2,0.002513,38,0.190955,0.076591,0.076054
2,0.002513,39,0.195980,0.072342,0.071843
2,0.002513,40,0.201005,0.067805,0.067346
2,0.002513,41,0.206030,0.062998,0.062581
2,0.002513,42,0.211055,0.057939,0.057566
2,0.002513,43,0.216080,0.052650,0.052321
2,0.002513,44,0.221106,0.047151,0.046868
2,0.002513,45,0.226131,0.041463,0.041228
2,0.002513,46,0.231156,0.035611,0.035424
2,0.002513,47,0.236181,0.029616,0.029479
2,0.002513,48,0.241206,0.023504,0.023416
2,0.002513,49,0.246231,0.017297,0.017260
2,0.002513,50,0.251256,0.011022,0.011035
2,0.002513,51,0.256281,0.004703,0.004766
2,0.002513,52,0.261307,-0.001635,-0.001522
2,0.002513,53,0.266332,-0.007966,-0.007804
2,0.002513,54,0.271357,-0.014266,-0.014055
2,0.002513,55,0.276382,-0.020509,-0.020250
2,0.002513,56,0.281407,-0.026670,-0.026364
2,0.002513,57,0.286432,-0.032725,-0.032373
2,0.002513,58,0.291457,-0.038649,-0.038253
2,0.002513,59,0.296482,-0.044419,-0.043981
2,0.002513,60,0.301508,-0.050012,-0.049533
2,0.002513,61,0.306533,-0.055406,-0.054887
2,0.002513,62,0.311558,-0.060579,-0.060023
2,0.002513,63,0.316583,-0.065510,-0.064920
2,0.002513,64,0.321608,-0.070180,-0.069558
2,0.002513,65,0.326633,-0.074571,-0.073918
2,0.002513,66,0.331658,-0.078664,-0.077984
2,0.002513,67,0.336683,-0.082444,-0.081739
2,0.002513,68,0.341709,-0.085895,-0.085169
2,0.002513,69,0.346734,-0.089003,-0.088258
2,0.002513,70,0.351759,-0.091757,-0.090996
2,0.002513,71,0.356784,-0.094145,-0.093371
2,0.002513,72,0.361809,-0.096158,-0.095374
2,0.002513,73,0.366834,-0.097788,-0.096997
2,0.002513,74,0.371859,-0.099027,-0.098233
2,0.002513,75,0.376884,-0.099872,-0.099077
2,0.002513,76,0.381910,-0.100319,-0.099527
2,0.002513,77,0.386935,-0.100366,-0.099580
2,0.002513,78,0.391960,-0.100013,-0.099236
2,0.002513,79,0.396985,-0.099261,-0.098496
2,0.002513,80,0.402010,-0.098113,-0.097364
2,0.002513,81,0.407035,-0.096574,-0.095843
2,0.002513,82,0.412060,-0.094651,-0.093940
2,0.002513,83,0.417085,-0.092350,-0.091663
2,0.002513,84,0.422111,-0.089681,-0.089021
2,0.002513,85,0.427136,-0.086654,-0.086024
2,0.002513,86,0.432161,-0.083282,-0.082684
2,0.002513,87,0.437186,-0.079578,-0.079014
2,0.002513,88,0.442211,-0.075557,-0.075029
2,0.002513,89,0.447236,-0.071234,-0.070745
2,0.002513,90,0.452261,-0.066628,-0.066179
2,0.002513,91,0.457286,-0.061756,-0.061350
2,0.002513,92,0.462312,-0.056638,-0.056275
2,0.002513,93,0.467337,-0.051294,-0.050977
2,0.002513,94,0.472362,-0.045745,-0.045475
2,0.002513,95,0.477387,-0.040015,-0.039792
2,0.002513,96,0.482412,-0.034124,-0.033950
2,0.002513,97,0.487437,-0.028098,-0.027973
2,0.002513,98,0.492462,-0.021960,-0.021885
2,0.002513,99,0.497487,-0.015734,-0.015709
2,0.002513,100,0.502513,-0.009445,-0.009471
2,0.002513,101,0.507538,-0.003119,-0.003194
2,0.002513,102,0.512563,0.003219,0.003094
2,0.002513,103,0.517588,0.009545,0.009371
2,0.002513,104,0.522613,0.015833,0.015610
2,0.002513,105,0.527638,0.022058,0.021787
2,0.002513,106,0.532663,0.028194,0.027877
2,0.002513,107,0.537688,0.034219,0.033856
2,0.002513,108,0.542714,0.040107,0.039700
2,0.002513,109,0.547739,0.045835,0.045386
2,0.002513,110,0.552764,0.051380,0.050891
2,0.002513,111,0.557789,0.056721,0.056193
2,0.002513,112,0.562814,0.061835,0.061271
2,0.002513,113,0.567839,0.066703,0.066104
2,0.002513,114,0.572864,0.071305,0.070675
2,0.002513,115,0.577889,0.075623,0.074963
2,0.002513,116,0.582915,0.079639,0.078953
2,0.002513,117,0.587940,0.083338,0.082628
2,0.002513,118,0.592965,0.086705,0.085973
2,0.002513,119,0.597990,0.089726,0.088976
2,0.002513,120,0.603015,0.092389,0.091624
2,0.002513,121,0.608040,0.094684,0.093907
2,0.002513,122,0.613065,0.096602,0.095816
2,0.002513,123,0.618090,0.098134,0.097342
2,0.002513,124,0.623116,0.099276,0.098481
2,0.002513,125,0.628141,0.100021,0.099227
2,0.002513,126,0.633166,0.100368,0.099577
2,0.002513,127,0.638191,0.100315,0.099531
2,0.002513,128,0.643216,0.099862,0.099088
2,0.002513,129,0.648241,0.099011,0.098249
2,0.002513,130,0.653266,0.097765,0.097020
2,0.002513,131,0.658291,0.096129,0.095403
2,0.002513,132,0.663317,0.094110,0.093406
2,0.002513,133,0.668342,0.091717,0.091037
2,0.002513,134,0.673367,0.088957,0.088305
2,0.002513,135,0.678392,0.085843,0.085220
2,0.002513,136,0.683417,0.082387,0.081796
2,0.002513,137,0.688442,0.078602,0.078046
2,0.002513,138,0.693467,0.074504,0.073985
2,0.002513,139,0.698492,0.070109,0.069629
2,0.002513,140,0.703518,0.065434,0.064996
2,0.002513,141,0.708543,0.060499,0.060103
2,0.002513,142,0.713568,0.055322,0.054971
2,0.002513,143,0.718593,0.049925,0.049619
2,0.002513,144,0.723618,0.044329,0.044070
2,0.002513,145,0.728643,0.038556,0.038345
2,0.002513,146,0.733668,0.032630,0.032468
2,0.002513,147,0.738693,0.026573,0.026461
2,0.002513,148,0.743719,0.020411,0.020348
2,0.002513,149,0.748744,0.014167,0.014154
2,0.002513,150,0.753769,0.007866,0.007904
2,0.002513,151,0.758794,0.001535,0.001622
2,0.002513,152,0.763819,-0.004803,-0.004666
2,0.002513,153,0.768844,-0.011122,-0.010935
2,0.002513,154,0.773869,-0.017396,-0.017161
2,0.002513,155,0.778894,-0.023601,-0.023319
2,0.002513,156,0.783920,-0.029712,-0.029383
2,0.002513,157,0.788945,-0.035704,-0.035331
2,0.002513,158,0.793970,-0.041555,-0.041137
2,0.002513,159,0.798995,-0.047239,-0.046780
