# REMEMBER THAT  E[i] = E(z[i])  BUT  H[i] = H(z[i] + dz/2)
# z E H
84.00000 -0.07322 -0.07152
85.00000 -0.06882 -0.06696
86.00000 -0.06415 -0.06214
87.00000 -0.05923 -0.05708
88.00000 -0.05408 -0.05179
89.00000 -0.04871 -0.04630
90.00000 -0.04315 -0.04062
91.00000 -0.03742 -0.03478
92.00000 -0.03154 -0.02881
93.00000 -0.02554 -0.02272
94.00000 -0.01944 -0.01654
95.00000 -0.01326 -0.01030
96.00000 -0.00702 -0.00402
97.00000 -0.00076 0.00228
98.00000 0.00550 0.00857
99.00000 0.01174 0.01483
100.00000 0.01794 0.02103
101.00000 0.02406 0.02714
102.00000 0.03009 0.03315
103.00000 0.03600 0.03903
104.00000 0.04177 0.04475
105.00000 0.04737 0.05030
106.00000 0.05279 0.05564
107.00000 0.05800 0.06077
108.00000 0.06298 0.06566
109.00000 0.06771 0.07029
110.00000 0.07217 0.07464
111.00000 0.07635 0.07870
112.00000 0.08023 0.08245
113.00000 0.08379 0.08587
114.00000 0.08702 0.08895
115.00000 0.08990 0.09168
116.00000 0.09244 0.09405
117.00000 0.09460 0.09605
118.00000 0.09640 0.09767
119.00000 0.09781 0.09890
120.00000 0.09884 0.09975
121.00000 0.09948 0.10020
122.00000 0.09972 0.10025
123.00000 0.09957 0.09991
124.00000 0.09903 0.09918
125.00000 0.09810 0.09805
126.00000 0.09678 0.09653
127.00000 0.09508 0.09464
128.00000 0.09300 0.09237
129.00000 0.09055 0.08974
130.00000 0.08775 0.08675
131.00000 0.08461 0.08342
132.00000 0.08112 0.07976
133.00000 0.07732 0.07579
134.00000 0.07322 0.07152
135.00000 0.06882 0.06696
136.00000 0.06415 0.06214
137.00000 0.05923 0.05708
138.00000 0.05408 0.05179
139.00000 0.04871 0.04630
140.00000 0.04315 0.04062
141.00000 0.03742 0.03478
142.00000 0.03154 0.02881
143.00000 0.02554 0.02272
144.00000 0.01944 0.01654
145.00000 0.01326 0.01030
146.00000 0.00702 0.00402
147.00000 0.00076 -0.00228
148.00000 -0.00550 -0.00857
149.00000 -0.01174 -0.01483
150.00000 -0.01794 -0.02103
151.00000 -0.02406 -0.02714
152.00000 -0.03009 -0.03315
153.00000 -0.03600 -0.03903
154.00000 -0.04177 -0.04475
155.00000 -0.04737 -0.05030
156.00000 -0.05279 -0.05564
157.00000 -0.05800 -0.06077
158.00000 -0.06298 -0.06566
159.00000 -0.06771 -0.07029
160.00000 -0.07217 -0.07464
161.00000 -0.07635 -0.07870
162.00000 -0.08023 -0.08245
163.00000 -0.08379 -0.08587
164.00000 -0.08702 -0.08895
165.00000 -0.08990 -0.09168
166.00000 -0.09244 -0.09405
167.00000 -0.09460 -0.09605
168.00000 -0.09640 -0.09767
169.00000 -0.09781 -0.09890
170.00000 -0.09884 -0.09975
171.00000 -0.09948 -0.10020
172.00000 -0.09972 -0.10025
173.00000 -0.09957 -0.09991
174.00000 -0.09903 -0.09918
175.00000 -0.09810 -0.09805
176.00000 -0.09678 -0.09653
177.00000 -0.09508 -0.09464
178.00000 -0.09300 -0.09237
179.00000 -0.09055 -0.08974
180.00000 -0.08775 -0.08675
181.00000 -0.08461 -0.08342
182.00000 -0.08112 -0.07976
183.00000 -0.07732 -0.07579
184.00000 -0.07322 -0.07152
185.00000 -0.06882 -0.06696
186.00000 -0.06415 -0.06214
187.00000 -0.05923 -0.05708
188.00000 -0.05408 -0.05179
189.00000 -0.04871 -0.04630
190.00000 -0.04315 -0.04062
191.00000 -0.03742 -0.03478
192.00000 -0.03154 -0.02881
193.00000 -0.02554 -0.02272
194.00000 -0.01944 -0.01654
195.00000 -0.01326 -0.01030
196.00000 -0.00702 -0.00402
197.00000 -0.00076 0.00228
198.00000 0.00550 0.00857
199.00000 0.01174 0.01483
200.00000 0.01794
