# Coeficientes FIR
6.23687e-19
0.00119497
0.00273108
0.00409819
0.00379426
-2.31292e-18
-0.00790467
-0.0177984
-0.0243611
-0.0204342
5.78923e-18
0.0384284
0.0897121
0.142616
0.183151
0.199528
0.186656
0.148172
0.0950776
0.0415838
6.40502e-18
-0.0231559
-0.0283399
-0.021316
-0.0097778
-2.96438e-18
0.00504614
0.00562764
0.00378294
0.00156734
6.97097e-19
-0.000935489

# Frecuencia (Hz)	Magnitud (dB)
341	-67.4945
341.125	-67.4765
341.25	-67.4518
341.375	-67.4205
341.5	-67.3828
341.625	-67.3389
341.75	-67.289
341.875	-67.2333
342	-67.1722
342.125	-67.1059
342.25	-67.0347
342.375	-66.9589
342.5	-66.8788
342.625	-66.7948
342.75	-66.7071
342.875	-66.6161
343	-66.522
343.125	-66.4252
343.25	-66.326
343.375	-66.2246
343.5	-66.1212
343.625	-66.0162
343.75	-65.9098
343.875	-65.8023
344	-65.6937
344.125	-65.5844
344.25	-65.4746
344.375	-65.3643
344.5	-65.2538
344.625	-65.1433
344.75	-65.0328
344.875	-64.9226
345	-64.8126
345.125	-64.7032
345.25	-64.5942
345.375	-64.4859
345.5	-64.3784
345.625	-64.2716
345.75	-64.1657
345.875	-64.0608
346	-63.9568
346.125	-63.8539
346.25	-63.7521
346.375	-63.6514
346.5	-63.552
346.625	-63.4537
346.75	-63.3566
346.875	-63.2609
347	-63.1664
347.125	-63.0732
347.25	-62.9813
347.375	-62.8908
347.5	-62.8016
347.625	-62.7138
347.75	-62.6274
347.875	-62.5423
348	-62.4586
348.125	-62.3763
348.25	-62.2954
348.375	-62.2158
348.5	-62.1377
348.625	-62.0609
348.75	-61.9855
348.875	-61.9115
349	-61.8389
349.125	-61.7677
349.25	-61.6978
349.375	-61.6292
349.5	-61.5621
349.625	-61.4963
349.75	-61.4318
349.875	-61.3687
350	-61.3069
350.125	-61.2465
350.25	-61.1874
350.375	-61.1295
350.5	-61.073
350.625	-61.0178
350.75	-60.9639
350.875	-60.9113
351	-60.86
351.125	-60.8099
351.25	-60.7611
351.375	-60.7136
351.5	-60.6673
351.625	-60.6223
351.75	-60.5785
351.875	-60.536
352	-60.4947
352.125	-60.4546
352.25	-60.4157
352.375	-60.378
352.5	-60.3415
352.625	-60.3063
352.75	-60.2722
352.875	-60.2393
353	-60.2076
353.125	-60.1771
353.25	-60.1477
353.375	-60.1195
353.5	-60.0925
353.625	-60.0666
353.75	-60.0419
353.875	-60.0184
354	-59.996
354.125	-59.9747
354.25	-59.9545
354.375	-59.9355
354.5	-59.9177
354.625	-59.9009
354.75	-59.8853
354.875	-59.8708
355	-59.8574
355.125	-59.8452
355.25	-59.834
355.375	-59.824
355.5	-59.8151
355.625	-59.8073
355.75	-59.8006
355.875	-59.795
356	-59.7905
356.125	-59.7871
356.25	-59.7848
356.375	-59.7836
356.5	-59.7835
356.625	-59.7845
356.75	-59.7867
356.875	-59.7899
357	-59.7942
357.125	-59.7996
357.25	-59.8061
357.375	-59.8138
357.5	-59.8225
357.625	-59.8323
357.75	-59.8432
357.875	-59.8553
358	-59.8684
358.125	-59.8827
358.25	-59.898
358.375	-59.9145
358.5	-59.9321
358.625	-59.9508
358.75	-59.9706
358.875	-59.9916
359	-60.0137
359.125	-60.0369
359.25	-60.0612
359.375	-60.0867
359.5	-60.1133
359.625	-60.141
359.75	-60.1699
359.875	-60.1999
360	-60.2311
360.125	-60.2635
360.25	-60.297
360.375	-60.3316
360.5	-60.3675
360.625	-60.4045
360.75	-60.4427
360.875	-60.482
361	-60.5226
361.125	-60.5644
361.25	-60.6073
361.375	-60.6515
361.5	-60.6969
361.625	-60.7435
361.75	-60.7913
361.875	-60.8403
362	-60.8906
362.125	-60.9421
362.25	-60.9949
362.375	-61.0489
362.5	-61.1041
362.625	-61.1607
362.75	-61.2185
362.875	-61.2776
363	-61.3379
363.125	-61.3996
363.25	-61.4625
363.375	-61.5267
363.5	-61.5923
363.625	-61.6591
363.75	-61.7273
363.875	-61.7967
364	-61.8675
364.125	-61.9397
364.25	-62.0131
364.375	-62.0879
364.5	-62.164
364.625	-62.2414
364.75	-62.3202
364.875	-62.4003
365	-62.4818
365.125	-62.5646
365.25	-62.6487
365.375	-62.7341
365.5	-62.8209
365.625	-62.909
365.75	-62.9983
365.875	-63.089
366	-63.181
366.125	-63.2742
366.25	-63.3687
366.375	-63.4644
366.5	-63.5613
366.625	-63.6594
366.75	-63.7587
366.875	-63.8591
367	-63.9606
367.125	-64.0632
367.25	-64.1667
367.375	-64.2713
367.5	-64.3767
367.625	-64.483
367.75	-64.5901
367.875	-64.6979
368	-64.8063
368.125	-64.9153
368.25	-65.0247
368.375	-65.1345
368.5	-65.2445
368.625	-65.3547
368.75	-65.4649
368.875	-65.5749
369	-65.6847
369.125	-65.794
369.25	-65.9027
369.375	-66.0106
369.5	-66.1175
369.625	-66.2232
369.75	-66.3275
369.875	-66.4301
370	-66.5309
370.125	-66.6296
370.25	-66.7258
370.375	-66.8195
370.5	-66.9102
370.625	-66.9977
370.75	-67.0817
370.875	-67.1619
371	-67.2381
371.125	-67.31
371.25	-67.3772
371.375	-67.4395
371.5	-67.4968
371.625	-67.5486
371.75	-67.5948
371.875	-67.6352
372	-67.6696
372.125	-67.6978
372.25	-67.7197
372.375	-67.7352
372.5	-67.7443
372.625	-67.7469
372.75	-67.7429
372.875	-67.7325
373	-67.7156
373.125	-67.6925
373.25	-67.6631
373.375	-67.6277
373.5	-67.5864
373.625	-67.5394
373.75	-67.487
373.875	-67.4294
374	-67.3668
374.125	-67.2996
374.25	-67.2279
374.375	-67.1521
374.5	-67.0725
374.625	-66.9893
374.75	-66.9028
374.875	-66.8134
375	-66.7212
375.125	-66.6265
375.25	-66.5297
375.375	-66.431
375.5	-66.3305
375.625	-66.2286
375.75	-66.1254
375.875	-66.0212
376	-65.9161
376.125	-65.8103
376.25	-65.7041
376.375	-65.5976
376.5	-65.4908
376.625	-65.3841
376.75	-65.2774
376.875	-65.171
377	-65.0649
377.125	-64.9592
377.25	-64.854
377.375	-64.7495
377.5	-64.6456
377.625	-64.5426
377.75	-64.4403
377.875	-64.339
378	-64.2386
378.125	-64.1392
378.25	-64.0408
378.375	-63.9435
378.5	-63.8474
378.625	-63.7524
378.75	-63.6585
378.875	-63.5659
379	-63.4745
379.125	-63.3844
379.25	-63.2955
379.375	-63.2079
379.5	-63.1216
379.625	-63.0366
379.75	-62.9529
379.875	-62.8705
380	-62.7894
380.125	-62.7097
380.25	-62.6313
380.375	-62.5542
380.5	-62.4785
380.625	-62.404
380.75	-62.331
380.875	-62.2592
381	-62.1888
381.125	-62.1197
381.25	-62.052
381.375	-61.9855
381.5	-61.9204
381.625	-61.8566
381.75	-61.7941
381.875	-61.7329
382	-61.673
382.125	-61.6143
382.25	-61.557
382.375	-61.501
382.5	-61.4462
382.625	-61.3927
382.75	-61.3404
382.875	-61.2894
383	-61.2397
383.125	-61.1912
383.25	-61.1439
383.375	-61.0979
383.5	-61.0531
383.625	-61.0095
383.75	-60.9671
383.875	-60.9259
384	-60.886
384.125	-60.8472
384.25	-60.8096
384.375	-60.7732
384.5	-60.738
384.625	-60.704
384.75	-60.6711
384.875	-60.6395
385	-60.6089
385.125	-60.5795
385.25	-60.5513
385.375	-60.5243
385.5	-60.4983
385.625	-60.4735
385.75	-60.4499
385.875	-60.4274
386	-60.406
386.125	-60.3857
386.25	-60.3666
386.375	-60.3485
386.5	-60.3316
386.625	-60.3158
386.75	-60.3012
386.875	-60.2876
387	-60.2751
387.125	-60.2637
387.25	-60.2535
387.375	-60.2443
387.5	-60.2362
387.625	-60.2293
387.75	-60.2234
387.875	-60.2186
388	-60.2149
388.125	-60.2123
388.25	-60.2108
388.375	-60.2104
388.5	-60.2111
388.625	-60.2129
388.75	-60.2157
388.875	-60.2197
389	-60.2247
389.125	-60.2308
389.25	-60.2381
389.375	-60.2464
389.5	-60.2558
389.625	-60.2663
389.75	-60.2779
389.875	-60.2906
390	-60.3044
390.125	-60.3193
390.25	-60.3353
390.375	-60.3524
390.5	-60.3706
390.625	-60.3899
390.75	-60.4103
390.875	-60.4318
391	-60.4545
391.125	-60.4783
391.25	-60.5032
391.375	-60.5292
391.5	-60.5563
391.625	-60.5846
391.75	-60.614
391.875	-60.6446
392	-60.6763
392.125	-60.7091
392.25	-60.7431
392.375	-60.7783
392.5	-60.8146
392.625	-60.852
392.75	-60.8907
392.875	-60.9305
393	-60.9715
393.125	-61.0137
393.25	-61.0571
393.375	-61.1016
393.5	-61.1474
393.625	-61.1944
393.75	-61.2425
393.875	-61.2919
394	-61.3425
394.125	-61.3944
394.25	-61.4474
394.375	-61.5017
394.5	-61.5573
394.625	-61.614
394.75	-61.6721
394.875	-61.7314
395	-61.7919
395.125	-61.8538
395.25	-61.9168
395.375	-61.9812
395.5	-62.0468
395.625	-62.1138
395.75	-62.182
395.875	-62.2515
396	-62.3223
396.125	-62.3943
396.25	-62.4677
396.375	-62.5424
396.5	-62.6184
396.625	-62.6956
396.75	-62.7742
396.875	-62.854
397	-62.9351
397.125	-63.0176
397.25	-63.1012
397.375	-63.1862
397.5	-63.2724
397.625	-63.3599
397.75	-63.4486
397.875	-63.5385
398	-63.6297
398.125	-63.722
398.25	-63.8155
398.375	-63.9102
398.5	-64.0059
398.625	-64.1028
398.75	-64.2007
398.875	-64.2996
399	-64.3996
399.125	-64.5004
399.25	-64.6021
399.375	-64.7047
399.5	-64.808
399.625	-64.912
399.75	-65.0166
399.875	-65.1218
400	-65.2274
400.125	-65.3334
400.25	-65.4397
400.375	-65.5461
400.5	-65.6526
400.625	-65.759
400.75	-65.8651
400.875	-65.9709
401	-66.0762
401.125	-66.1807
401.25	-66.2844
401.375	-66.387
401.5	-66.4884
401.625	-66.5883
401.75	-66.6865
401.875	-66.7828
402	-66.877
402.125	-66.9688
402.25	-67.0579
402.375	-67.1442
402.5	-67.2273
402.625	-67.3069
402.75	-67.3829
402.875	-67.455
403	-67.5228
403.125	-67.5861
403.25	-67.6448
403.375	-67.6985
403.5	-67.747
403.625	-67.7901
403.75	-67.8277
403.875	-67.8596
404	-67.8855
404.125	-67.9055
404.25	-67.9194
404.375	-67.9272
404.5	-67.9288
404.625	-67.9242
404.75	-67.9135
404.875	-67.8967
405	-67.8739
405.125	-67.8452
405.25	-67.8107
405.375	-67.7707
405.5	-67.7253
405.625	-67.6747
405.75	-67.6191
405.875	-67.5588
406	-67.494
406.125	-67.4249
406.25	-67.3519
406.375	-67.2752
406.5	-67.195
406.625	-67.1116
406.75	-67.0253
406.875	-66.9364
407	-66.845
407.125	-66.7515
407.25	-66.656
407.375	-66.5589
407.5	-66.4602
407.625	-66.3603
407.75	-66.2593
407.875	-66.1574
408	-66.0548
408.125	-65.9517
408.25	-65.8481
408.375	-65.7444
408.5	-65.6405
408.625	-65.5366
408.75	-65.4329
408.875	-65.3295
409	-65.2264
409.125	-65.1237
409.25	-65.0216
409.375	-64.9201
409.5	-64.8193
409.625	-64.7193
409.75	-64.6201
409.875	-64.5217
410	-64.4243
410.125	-64.3278
410.25	-64.2324
410.375	-64.138
410.5	-64.0447
410.625	-63.9525
410.75	-63.8615
410.875	-63.7716
411	-63.6829
411.125	-63.5954
411.25	-63.5092
411.375	-63.4241
411.5	-63.3404
411.625	-63.2578
411.75	-63.1766
411.875	-63.0966
412	-63.0179
412.125	-62.9405
412.25	-62.8644
412.375	-62.7896
412.5	-62.716
412.625	-62.6438
412.75	-62.5728
412.875	-62.5032
413	-62.4348
413.125	-62.3677
413.25	-62.3019
413.375	-62.2374
413.5	-62.1742
413.625	-62.1122
413.75	-62.0516
413.875	-61.9921
414	-61.934
414.125	-61.8771
414.25	-61.8215
414.375	-61.7671
414.5	-61.7139
414.625	-61.662
414.75	-61.6114
414.875	-61.5619
415	-61.5137
415.125	-61.4667
415.25	-61.4209
415.375	-61.3763
415.5	-61.333
415.625	-61.2908
415.75	-61.2498
415.875	-61.21
416	-61.1714
416.125	-61.1339
416.25	-61.0976
416.375	-61.0625
416.5	-61.0286
416.625	-60.9958
416.75	-60.9641
416.875	-60.9336
417	-60.9043
417.125	-60.8761
417.25	-60.849
417.375	-60.823
417.5	-60.7982
417.625	-60.7745
417.75	-60.752
417.875	-60.7305
418	-60.7102
418.125	-60.6909
418.25	-60.6728
418.375	-60.6558
418.5	-60.6399
418.625	-60.6251
418.75	-60.6114
418.875	-60.5988
419	-60.5872
419.125	-60.5768
419.25	-60.5675
419.375	-60.5592
419.5	-60.5521
419.625	-60.546
419.75	-60.541
419.875	-60.5371
420	-60.5343
420.125	-60.5325
420.25	-60.5319
420.375	-60.5323
420.5	-60.5338
420.625	-60.5364
420.75	-60.5401
420.875	-60.5448
421	-60.5507
421.125	-60.5576
421.25	-60.5656
421.375	-60.5747
421.5	-60.5849
421.625	-60.5961
421.75	-60.6085
421.875	-60.6219
422	-60.6365
422.125	-60.6521
422.25	-60.6688
422.375	-60.6867
422.5	-60.7056
422.625	-60.7256
422.75	-60.7467
422.875	-60.769
423	-60.7923
423.125	-60.8168
423.25	-60.8424
423.375	-60.8691
423.5	-60.8969
423.625	-60.9258
423.75	-60.9559
423.875	-60.9871
424	-61.0195
424.125	-61.0529
424.25	-61.0876
424.375	-61.1234
424.5	-61.1603
424.625	-61.1984
424.75	-61.2376
424.875	-61.2781
425	-61.3197
425.125	-61.3624
425.25	-61.4064
425.375	-61.4515
425.5	-61.4978
425.625	-61.5454
425.75	-61.5941
425.875	-61.644
426	-61.6952
426.125	-61.7475
426.25	-61.8011
426.375	-61.8559
426.5	-61.9119
426.625	-61.9692
426.75	-62.0277
426.875	-62.0874
427	-62.1484
427.125	-62.2106
427.25	-62.2741
427.375	-62.3388
427.5	-62.4048
427.625	-62.4721
427.75	-62.5406
427.875	-62.6104
428	-62.6815
428.125	-62.7538
428.25	-62.8274
428.375	-62.9023
428.5	-62.9784
428.625	-63.0558
428.75	-63.1344
428.875	-63.2143
429	-63.2955
429.125	-63.3779
429.25	-63.4615
429.375	-63.5463
429.5	-63.6324
429.625	-63.7196
429.75	-63.808
429.875	-63.8976
430	-63.9884
430.125	-64.0802
430.25	-64.1732
430.375	-64.2672
430.5	-64.3622
430.625	-64.4583
430.75	-64.5553
430.875	-64.6532
431	-64.752
431.125	-64.8516
431.25	-64.952
431.375	-65.053
431.5	-65.1547
431.625	-65.257
431.75	-65.3597
431.875	-65.4628
432	-65.5663
432.125	-65.6699
432.25	-65.7735
432.375	-65.8772
432.5	-65.9807
432.625	-66.0839
432.75	-66.1866
432.875	-66.2887
433	-66.3901
433.125	-66.4906
433.25	-66.5899
433.375	-66.6879
433.5	-66.7844
433.625	-66.8791
433.75	-66.9719
433.875	-67.0626
434	-67.1508
434.125	-67.2364
434.25	-67.3191
434.375	-67.3987
434.5	-67.4748
434.625	-67.5473
434.75	-67.6159
434.875	-67.6804
435	-67.7405
435.125	-67.796
435.25	-67.8466
435.375	-67.8923
435.5	-67.9327
435.625	-67.9676
435.75	-67.9971
435.875	-68.0209
436	-68.0388
436.125	-68.0509
436.25	-68.0571
436.375	-68.0574
436.5	-68.0517
436.625	-68.0401
436.75	-68.0227
436.875	-67.9995
437	-67.9706
437.125	-67.9362
437.25	-67.8965
437.375	-67.8515
437.5	-67.8016
437.625	-67.7469
437.75	-67.6876
437.875	-67.624
438	-67.5563
438.125	-67.4848
438.25	-67.4096
438.375	-67.3311
438.5	-67.2495
438.625	-67.1651
438.75	-67.0781
438.875	-66.9887
439	-66.8972
439.125	-66.8038
439.25	-66.7087
439.375	-66.6121
439.5	-66.5143
439.625	-66.4154
439.75	-66.3156
439.875	-66.215
440	-66.1139
440.125	-66.0124
440.25	-65.9106
440.375	-65.8086
440.5	-65.7067
440.625	-65.6048
440.75	-65.5032
440.875	-65.4019
441	-65.3009
441.125	-65.2005
441.25	-65.1007
441.375	-65.0014
441.5	-64.9029
441.625	-64.8052
441.75	-64.7083
441.875	-64.6123
442	-64.5172
442.125	-64.4231
442.25	-64.3299
442.375	-64.2379
442.5	-64.1468
442.625	-64.0569
442.75	-63.9681
442.875	-63.8805
443	-63.794
443.125	-63.7087
443.25	-63.6246
443.375	-63.5417
443.5	-63.4601
443.625	-63.3797
443.75	-63.3005
443.875	-63.2225
444	-63.1458
444.125	-63.0704
444.25	-62.9963
444.375	-62.9233
444.5	-62.8517
444.625	-62.7813
444.75	-62.7122
444.875	-62.6444
445	-62.5778
445.125	-62.5125
445.25	-62.4484
445.375	-62.3856
445.5	-62.3241
445.625	-62.2638
445.75	-62.2048
445.875	-62.147
446	-62.0904
446.125	-62.0351
446.25	-61.981
446.375	-61.9281
446.5	-61.8765
446.625	-61.826
446.75	-61.7768
446.875	-61.7288
447	-61.682
447.125	-61.6364
447.25	-61.592
447.375	-61.5487
447.5	-61.5067
447.625	-61.4658
447.75	-61.4261
447.875	-61.3876
448	-61.3502
448.125	-61.314
448.25	-61.2789
448.375	-61.245
448.5	-61.2123
448.625	-61.1807
448.75	-61.1502
448.875	-61.1208
449	-61.0926
449.125	-61.0655
449.25	-61.0396
449.375	-61.0147
449.5	-60.991
449.625	-60.9684
449.75	-60.9469
449.875	-60.9265
450	-60.9072
450.125	-60.889
450.25	-60.8719
450.375	-60.8559
450.5	-60.8409
450.625	-60.8271
450.75	-60.8144
450.875	-60.8027
451	-60.7922
451.125	-60.7827
451.25	-60.7743
451.375	-60.767
451.5	-60.7608
451.625	-60.7556
451.75	-60.7515
451.875	-60.7486
452	-60.7466
452.125	-60.7458
452.25	-60.746
452.375	-60.7473
452.5	-60.7497
452.625	-60.7532
452.75	-60.7577
452.875	-60.7634
453	-60.77
453.125	-60.7778
453.25	-60.7867
453.375	-60.7966
453.5	-60.8076
453.625	-60.8197
453.75	-60.8329
453.875	-60.8472
454	-60.8626
454.125	-60.879
454.25	-60.8965
454.375	-60.9152
454.5	-60.9349
454.625	-60.9558
454.75	-60.9777
454.875	-61.0007
455	-61.0249
455.125	-61.0501
455.25	-61.0765
455.375	-61.104
455.5	-61.1326
455.625	-61.1623
455.75	-61.1932
455.875	-61.2252
456	-61.2583
456.125	-61.2926
456.25	-61.328
456.375	-61.3646
456.5	-61.4023
456.625	-61.4411
456.75	-61.4811
456.875	-61.5223
457	-61.5647
457.125	-61.6082
457.25	-61.6529
457.375	-61.6988
457.5	-61.7459
457.625	-61.7942
457.75	-61.8436
457.875	-61.8943
458	-61.9462
458.125	-61.9992
458.25	-62.0535
458.375	-62.109
458.5	-62.1658
458.625	-62.2237
458.75	-62.2829
458.875	-62.3434
459	-62.405
459.125	-62.4679
459.25	-62.5321
459.375	-62.5975
459.5	-62.6641
459.625	-62.732
459.75	-62.8012
459.875	-62.8715
460	-62.9432
460.125	-63.0161
460.25	-63.0902
460.375	-63.1656
460.5	-63.2422
460.625	-63.3201
460.75	-63.3992
460.875	-63.4795
461	-63.561
461.125	-63.6438
461.25	-63.7277
461.375	-63.8129
461.5	-63.8992
461.625	-63.9866
461.75	-64.0752
461.875	-64.1649
462	-64.2557
462.125	-64.3475
462.25	-64.4404
462.375	-64.5342
462.5	-64.6291
462.625	-64.7248
462.75	-64.8215
462.875	-64.9189
463	-65.0171
463.125	-65.1161
463.25	-65.2157
463.375	-65.3159
463.5	-65.4165
463.625	-65.5177
463.75	-65.6191
463.875	-65.7208
464	-65.8226
464.125	-65.9245
464.25	-66.0262
464.375	-66.1278
464.5	-66.2289
464.625	-66.3296
464.75	-66.4297
464.875	-66.5289
465	-66.6271
465.125	-66.7241
465.25	-66.8198
465.375	-66.9139
465.5	-67.0063
465.625	-67.0966
465.75	-67.1848
465.875	-67.2705
466	-67.3535
466.125	-67.4336
466.25	-67.5106
466.375	-67.5841
466.5	-67.654
466.625	-67.7201
466.75	-67.782
466.875	-67.8395
467	-67.8925
467.125	-67.9407
467.25	-67.984
467.375	-68.0221
467.5	-68.0549
467.625	-68.0822
467.75	-68.1039
467.875	-68.12
468	-68.1303
468.125	-68.1349
468.25	-68.1336
468.375	-68.1265
468.5	-68.1137
468.625	-68.0952
468.75	-68.071
468.875	-68.0413
469	-68.0063
469.125	-67.9661
469.25	-67.9207
469.375	-67.8706
469.5	-67.8157
469.625	-67.7565
469.75	-67.693
469.875	-67.6255
470	-67.5543
470.125	-67.4796
470.25	-67.4016
470.375	-67.3206
470.5	-67.2369
470.625	-67.1506
470.75	-67.062
470.875	-66.9713
471	-66.8788
471.125	-66.7846
471.25	-66.6889
471.375	-66.592
471.5	-66.4941
471.625	-66.3952
471.75	-66.2957
471.875	-66.1955
472	-66.095
472.125	-65.9942
472.25	-65.8932
472.375	-65.7922
472.5	-65.6913
472.625	-65.5906
472.75	-65.4902
472.875	-65.3902
473	-65.2907
473.125	-65.1917
473.25	-65.0933
473.375	-64.9956
473.5	-64.8987
473.625	-64.8026
473.75	-64.7073
473.875	-64.613
474	-64.5195
474.125	-64.4271
474.25	-64.3357
474.375	-64.2453
474.5	-64.156
474.625	-64.0678
474.75	-63.9808
474.875	-63.8948
475	-63.8101
475.125	-63.7265
475.25	-63.6441
475.375	-63.5629
475.5	-63.4829
475.625	-63.4042
475.75	-63.3266
475.875	-63.2504
476	-63.1753
476.125	-63.1015
476.25	-63.0289
476.375	-62.9576
476.5	-62.8876
476.625	-62.8187
476.75	-62.7512
476.875	-62.6849
477	-62.6198
477.125	-62.556
477.25	-62.4934
477.375	-62.4321
477.5	-62.372
477.625	-62.3131
477.75	-62.2555
477.875	-62.199
478	-62.1439
478.125	-62.0899
478.25	-62.0371
478.375	-61.9856
478.5	-61.9353
478.625	-61.8861
478.75	-61.8382
478.875	-61.7915
479	-61.7459
479.125	-61.7016
479.25	-61.6584
479.375	-61.6163
479.5	-61.5755
479.625	-61.5358
479.75	-61.4973
479.875	-61.4599
480	-61.4237
480.125	-61.3887
480.25	-61.3547
480.375	-61.3219
480.5	-61.2903
480.625	-61.2598
480.75	-61.2304
480.875	-61.2021
481	-61.175
481.125	-61.149
481.25	-61.124
481.375	-61.1002
481.5	-61.0775
481.625	-61.056
481.75	-61.0355
481.875	-61.0161
482	-60.9978
482.125	-60.9806
482.25	-60.9645
482.375	-60.9494
482.5	-60.9355
482.625	-60.9226
482.75	-60.9109
482.875	-60.9002
483	-60.8906
483.125	-60.8821
483.25	-60.8746
483.375	-60.8682
483.5	-60.8629
483.625	-60.8587
483.75	-60.8556
483.875	-60.8535
484	-60.8525
484.125	-60.8526
484.25	-60.8537
484.375	-60.856
484.5	-60.8592
484.625	-60.8636
484.75	-60.8691
484.875	-60.8756
485	-60.8832
485.125	-60.8919
485.25	-60.9016
485.375	-60.9124
485.5	-60.9243
485.625	-60.9373
485.75	-60.9514
485.875	-60.9666
486	-60.9828
486.125	-61.0002
486.25	-61.0186
486.375	-61.0382
486.5	-61.0588
486.625	-61.0805
486.75	-61.1033
486.875	-61.1273
487	-61.1523
487.125	-61.1785
487.25	-61.2057
487.375	-61.2341
487.5	-61.2636
487.625	-61.2943
487.75	-61.326
487.875	-61.3589
488	-61.393
488.125	-61.4282
488.25	-61.4645
488.375	-61.5019
488.5	-61.5406
488.625	-61.5804
488.75	-61.6213
488.875	-61.6634
489	-61.7067
489.125	-61.7511
489.25	-61.7968
489.375	-61.8436
489.5	-61.8916
489.625	-61.9408
489.75	-61.9912
489.875	-62.0428
490	-62.0956
490.125	-62.1497
490.25	-62.2049
490.375	-62.2614
490.5	-62.319
490.625	-62.3779
490.75	-62.4381
490.875	-62.4995
491	-62.5621
491.125	-62.6259
491.25	-62.691
491.375	-62.7573
491.5	-62.8249
491.625	-62.8937
491.75	-62.9638
491.875	-63.0351
492	-63.1076
492.125	-63.1814
492.25	-63.2565
492.375	-63.3327
492.5	-63.4102
492.625	-63.4889
492.75	-63.5689
492.875	-63.65
493	-63.7324
493.125	-63.8159
493.25	-63.9006
493.375	-63.9864
493.5	-64.0734
493.625	-64.1616
493.75	-64.2508
493.875	-64.3411
494	-64.4324
494.125	-64.5247
494.25	-64.6181
494.375	-64.7123
494.5	-64.8075
494.625	-64.9035
494.75	-65.0004
494.875	-65.098
495	-65.1962
495.125	-65.2952
495.25	-65.3946
495.375	-65.4945
495.5	-65.5949
495.625	-65.6955
495.75	-65.7964
495.875	-65.8973
496	-65.9983
496.125	-66.0991
496.25	-66.1996
496.375	-66.2998
496.5	-66.3994
496.625	-66.4983
496.75	-66.5964
496.875	-66.6934
497	-66.7892
497.125	-66.8836
497.25	-66.9764
497.375	-67.0674
497.5	-67.1563
497.625	-67.243
497.75	-67.3272
497.875	-67.4087
498	-67.4872
498.125	-67.5626
498.25	-67.6345
498.375	-67.7027
498.5	-67.767
498.625	-67.8272
498.75	-67.883
498.875	-67.9342
499	-67.9806
499.125	-68.0221
499.25	-68.0584
499.375	-68.0893
499.5	-68.1149
499.625	-68.1349
499.75	-68.1492
499.875	-68.1579
500	-68.1607
