# z	 E	 H
#t = 0
7.7	0.00149525	-0.0014322
7.8	-0.00472594	-0.00772808
7.9	-0.0109728	-0.0139714
8	-0.0171937	-0.0201513
8.1	-0.0233532	-0.0262489
8.2	-0.0294227	-0.032242
8.3	-0.0353768	-0.0381076
8.4	-0.0411914	-0.0438227
8.5	-0.0468436	-0.0493648
8.6	-0.0523108	-0.0547121
8.7	-0.0575717	-0.0598435
8.8	-0.0626053	-0.0647387
8.9	-0.0673919	-0.0693784
9	-0.0719125	-0.0737443
9.1	-0.0761493	-0.0778192
9.2	-0.0800856	-0.0815869
9.3	-0.0837058	-0.0850327
9.4	-0.0869956	-0.0881429
9.5	-0.0899422	-0.0909052
9.6	-0.0925337	-0.0933088
9.7	-0.0947601	-0.0953441
9.8	-0.0966125	-0.0970031
9.9	-0.0980836	-0.0982793
10	-0.0991676	-0.0991676
10.1	-0.0998603	-0.0996646
10.2	-0.100159	-0.0997683
10.3	-0.100062	-0.0994782
10.4	-0.0995705	-0.0987955
10.5	-0.0986859	-0.0977229
10.6	-0.0974119	-0.0962646
10.7	-0.0957534	-0.0944264
10.8	-0.093717	-0.0922156
10.9	-0.0913107	-0.0896408
11	-0.0885441	-0.0867123
11.1	-0.0854281	-0.0834416
11.2	-0.0819749	-0.0798415
11.3	-0.0781981	-0.0759263
11.4	-0.0741128	-0.0717115
11.5	-0.069735	-0.0672137
11.6	-0.0650819	-0.0624505
11.7	-0.0601718	-0.0574407
11.8	-0.0550237	-0.0522036
11.9	-0.0496574	-0.046759
12	-0.0440927	-0.0411271
12.1	-0.0383496	-0.035328
12.2	-0.03245	-0.0293849
12.3	-0.0264248	-0.0233329
12.4	-0.0203318	-0.0172417
12.5	-0.0142942	-0.0112588
12.6	-0.00855711	-0.00567001
12.7	-0.0035431	-0.000945972
12.8	0.000159363	0.00229992
12.9	0.00196188	0.00352799
13	0.00163438	0.00266774
13.1	-0.000291425	0.000480836
13.2	-0.00245476	-0.00152793
13.3	-0.00330546	-0.00194035
13.4	-0.00227343	-0.000599271
13.5	-0.000456749	0.00103407
13.6	0.000258988	0.00119542
13.7	-0.000763202	-0.000172142
13.8	-0.00201059	-0.00119747
13.9	-0.0016853	-0.000504566
14	-0.000274709	0.00073958
14.1	8.52463e-05	0.000533838
14.2	-0.000972477	-0.000670411
14.3	-0.00136235	-0.000690856
14.4	-0.000264997	0.000415999
14.5	0.000301546	0.000433991
14.6	-0.000556604	-0.000593653
14.7	-0.000769186	-0.000450929
14.8	0.000276907	0.000464961
14.9	0.000393815	5.12047e-05
15	-0.000391039	-0.000639294
15.1	6.54564e-05	5.29344e-05
15.2	0.000803175	0.000336667
15.3	0.000211357	-0.000464328
15.4	0.000141989	-0.000208535
15.5	0.000981517	0.000354834
15.6	0.000669842	-0.000304244
15.7	0.000391109	-0.000277245
15.8	0.00115895	0.000312473
15.9	0.000957917	-0.000249816
16	0.000680021	-0.000232049
16.1	0.00137175	0.000274839
16.2	0.00111458	-0.000274236
16.3	0.000975881	-0.00011031
16.4	0.00156827	0.000212201
16.5	0.00117657	-0.000311654
16.6	0.00129384	6.28364e-05
16.7	0.00165864	7.1304e-05
16.8	0.00121878	-0.000261992
16.9	0.00160716	0.000199208
17	0.00157633	-0.000125811
17.1	0.00136192	-5.85361e-05
17.2	0.00176957	0.000151586
17.3	0.00141199	-0.00020132
17.4	0.001617	0.00016388
17.5	0.00163008	-6.69068e-05
17.6	0.00141819	-8.78224e-06
17.7	0.00170711	0.00011949
17.8	0.00137709	-0.00011767
17.9	0.00158365	0.000174242
18	0.00143395	-8.20818e-05
18.1	0.00138637	0.00011075
18.2	0.00145398	2.33395e-05
18.3	0.00122314	2.55001e-05
18.4	0.00137771	0.000110221
18.5	0.00111149	-1.90284e-05
18.6	0.00122388	0.000145988
18.7	0.00101798	-1.67427e-05
18.8	0.00103469	0.000142387
18.9	0.000908737	1.08978e-05
19	0.00083951	0.000123028
19.1	0.000769103	4.23779e-05
19.2	0.000648956	0.000104498
19.3	0.00060034	6.62992e-05
19.4	0.000462784	9.31124e-05
19.5	0.000410472	8.01222e-05
19.6	0.000277992	8.84813e-05
19.7	0.00020805	8.59339e-05
19.8	9.27928e-05	8.73963e-05
19.9	-0.0312554	0


#t = 7.35
0	0	-0.198473
0.1	-0.00128507	-0.197685
0.2	-0.00257255	-0.196131
0.3	-0.00383441	-0.193779
0.4	-0.00510554	-0.190696
0.5	-0.00632191	-0.186818
0.6	-0.00755951	-0.182251
0.7	-0.00870843	-0.176915
0.8	-0.00989488	-0.170928
0.9	-0.0109582	-0.164227
1	-0.0120717	-0.156901
1.1	-0.0130402	-0.148957
1.2	-0.0140502	-0.140393
1.3	-0.0149274	-0.131344
1.4	-0.015794	-0.121668
1.5	-0.0165927	-0.111656
1.6	-0.0172777	-0.101037
1.7	-0.0180012	-0.0901849
1.8	-0.0184944	-0.0788414
1.9	-0.0191067	-0.0672595
2	-0.0194527	-0.0554299
2.1	-0.0198675	-0.0432622
2.2	-0.020148	-0.0311293
2.3	-0.0202856	-0.0186283
2.4	-0.0205246	-0.00626704
2.5	-0.0204255	0.00622237
2.6	-0.0204975	0.0187472
2.7	-0.02034	0.0309775
2.8	-0.0200727	0.0433909
2.9	-0.0199426	0.0553756
3	-0.0194125	0.0672163
3.1	-0.019078	0.0789609
3.2	-0.0186012	0.0900516
3.3	-0.017851	0.10111
3.4	-0.0173992	0.111679
3.5	-0.0165714	0.121579
3.6	-0.0156985	0.131409
3.7	-0.0150737	0.140433
3.8	-0.0139668	0.148817
3.9	-0.0129909	0.157031
4	-0.0122028	0.164236
4.1	-0.0108918	0.170768
4.2	-0.00979295	0.177075
4.3	-0.008908	0.182265
4.4	-0.00746614	0.18664
4.5	-0.00619765	0.190814
4.6	-0.00529561	0.193904
4.7	-0.00384558	0.195898
4.8	-0.00234076	0.197701
4.9	-0.00142005	0.198722
5	-0.000186913	0.198335
5.1	0.00152522	0.19746
5.2	0.00268899	0.196358
5.3	0.00353052	0.19399
5.4	0.00503054	0.190381
5.5	0.00670012	0.186624
5.6	0.00759903	0.182591
5.7	0.0083016	0.1772
5.8	0.00975981	0.170553
5.9	0.0114575	0.163807
6	0.0123301	0.157172
6.1	0.0126128	0.149595
6.2	0.0134539	0.140464
6.3	0.0151296	0.13056
6.4	0.0166443	0.121012
6.5	0.017076	0.111919
6.6	0.0167019	0.102307
6.7	0.0166457	0.0912223
6.8	0.017716	0.0786304
6.9	0.019717	0.065406
7	0.0216804	0.0526907
7.1	0.0225536	0.0412834
7.2	0.0217228	0.0314232
7.3	0.0191258	0.0229166
7.4	0.0150731	0.0153844
7.5	0.010003	0.008458
7.6	0.00431215	0.00186852
7.7	-0.00171041	-0.00454279
7.8	-0.00788029	-0.0108515
7.9	-0.0140879	-0.0170819
8	-0.0202683	-0.0232311
8.1	-0.0263795	-0.0292837
8.2	-0.0323904	-0.0352191
8.3	-0.0382747	-0.0410149
8.4	-0.0440083	-0.0466488
8.5	-0.0495684	-0.0520985
8.6	-0.0549329	-0.0573425
8.7	-0.0600806	-0.0623603
8.8	-0.0649912	-0.067132
8.9	-0.0696453	-0.0716387
9	-0.0740245	-0.0758627
9.1	-0.0781116	-0.0797873
9.2	-0.0818904	-0.083397
9.3	-0.0853461	-0.0866776
9.4	-0.0884649	-0.0896161
9.5	-0.0912346	-0.092201
9.6	-0.0936442	-0.0944219
9.7	-0.0956843	-0.0962703
9.8	-0.0973467	-0.0977387
9.9	-0.0986249	-0.0988213
10	-0.099514	-0.099514
10.1	-0.10001	-0.0998139
10.2	-0.100112	-0.0997199
10.3	-0.0998184	-0.0992323
10.4	-0.0991309	-0.0983532
10.5	-0.0980522	-0.0970858
10.6	-0.0965866	-0.0954354
10.7	-0.0947398	-0.0934082
10.8	-0.0925191	-0.0910125
10.9	-0.0899333	-0.0882575
11	-0.0869925	-0.0851543
11.1	-0.0837084	-0.081715
11.2	-0.080094	-0.0779531
11.3	-0.0761634	-0.0738837
11.4	-0.0719323	-0.0695226
11.5	-0.0674172	-0.0648871
11.6	-0.062636	-0.0599955
11.7	-0.0576074	-0.0548667
11.8	-0.0523506	-0.0495204
11.9	-0.0468855	-0.0439767
12	-0.0412321	-0.0382555
12.1	-0.0354109	-0.0323782
12.2	-0.029447	-0.0263723
12.3	-0.0233819	-0.0202865
12.4	-0.0173001	-0.0142229
12.5	-0.0113778	-0.00839022
12.6	-0.0059435	-0.00316301
12.7	-0.00150897	0.000905262
12.8	0.00130732	0.00320118
12.9	0.00204341	0.00336424
13	0.000804679	0.00170484
13.1	-0.00144426	-0.000600829
13.2	-0.00313098	-0.00195328
13.3	-0.00304099	-0.00142434
13.4	-0.00140673	0.000309071
13.5	8.46868e-05	0.00139194
13.6	-9.4823e-05	0.00068432
13.7	-0.00150328	-0.000795836
13.8	-0.00213008	-0.00103483
13.9	-0.00106752	0.000200729
14	8.47048e-05	0.000919558
14.1	-0.000372044	4.97644e-06
14.2	-0.00140764	-0.00086535
14.3	-0.00100077	-0.000142177
14.4	0.000155727	0.000699271
14.5	-4.56317e-05	4.91571e-06
14.6	-0.000909034	-0.000699944
14.7	-0.000383156	7.21178e-05
14.8	0.000502555	0.000523415
14.9	-3.85037e-05	-0.000341222
15	-0.000425951	-0.000411046
15.1	0.000481876	0.000421794
15.2	0.000612657	4.07583e-05
15.3	-5.8528e-05	-0.000499012
15.4	0.00049711	0.000211229
15.5	0.000975401	0.000198996
15.6	0.000348539	-0.00044361
15.7	0.000666251	0.000106674
15.8	0.00121159	0.000211958
15.9	0.000657557	-0.000388764
16	0.00093131	0.000113814
16.1	0.00138797	0.000146257
16.2	0.000869661	-0.000343588
16.3	0.00124062	0.000185883
16.4	0.0014835	1.63523e-05
16.5	0.00104188	-0.000253016
16.6	0.00154297	0.000245232
16.7	0.00146171	-0.000148625
16.8	0.00125919	-6.78021e-05
16.9	0.00173296	0.000183796
17	0.00136793	-0.000233018
17.1	0.00155107	0.000145289
17.2	0.00168332	-2.72028e-05
17.3	0.00137619	-9.88154e-05
17.4	0.00175162	0.000170419
17.5	0.00145844	-0.000172854
17.6	0.00157245	0.00013568
17.7	0.00161651	-4.55201e-05
17.8	0.00139266	-1.439e-05
17.9	0.00164054	9.93886e-05
18	0.00133132	-0.00010587
18.1	0.00151158	0.000144555
18.2	0.00133566	-9.20791e-05
18.3	0.00132057	0.000102782
18.4	0.00131487	-2.28876e-05
18.5	0.00114152	3.71685e-05
18.6	0.00122682	4.30378e-05
18.7	0.000992269	-8.38792e-06
18.8	0.00107859	7.94099e-05
18.9	0.000857175	-2.3716e-05
19	0.00089528	8.78239e-05
19.1	0.000716343	-1.76956e-05
19.2	0.000697898	8.01901e-05
19.3	0.000559006	-2.47896e-06
19.4	0.000497502	6.69563e-05
19.5	0.000383935	1.38824e-05
19.6	0.000297806	5.35101e-05
19.7	0.000195448	2.83053e-05
19.8	9.91401e-05	4.09999e-05
19.9	-0.0312759	0


#t = 7.4
0	0	-0.199115
0.1	-0.000891493	-0.198328
0.2	-0.00178944	-0.196762
0.3	-0.00266058	-0.194414
0.4	-0.00355026	-0.191304
0.5	-0.00438853	-0.187437
0.6	-0.00525363	-0.182825
0.7	-0.00604963	-0.177508
0.8	-0.00687061	-0.171459
0.9	-0.00762024	-0.164783
1	-0.00837289	-0.157386
1.1	-0.0090782	-0.149462
1.2	-0.00973513	-0.140832
1.3	-0.0104002	-0.131777
1.4	-0.0109392	-0.122067
1.5	-0.0115581	-0.111998
1.6	-0.0119779	-0.101399
1.7	-0.0125177	-0.0904315
1.8	-0.0128525	-0.0791476
1.9	-0.0132492	-0.0674325
2	-0.0135551	-0.0556372
2.1	-0.0137501	-0.0434025
2.2	-0.0140458	-0.0311981
2.3	-0.0140604	-0.0187478
2.4	-0.0142595	-0.00621749
2.5	-0.0142236	0.00618638
2.6	-0.0141777	0.0188259
2.7	-0.0141974	0.0311112
2.8	-0.0139003	0.0434559
2.9	-0.0138503	0.0556406
3	-0.0135411	0.0673835
3.1	-0.0131701	0.0791993
3.2	-0.0129875	0.0904267
3.3	-0.0123962	0.101336
3.4	-0.0120206	0.112093
3.5	-0.0116104	0.122015
3.6	-0.0108456	0.131721
3.7	-0.0104408	0.140987
3.8	-0.009808	0.149304
3.9	-0.00893071	0.157425
4	-0.00846954	0.164891
4.1	-0.00767885	0.171317
4.2	-0.00669288	0.177517
4.3	-0.00617391	0.182986
4.4	-0.00532196	0.187274
4.5	-0.00420219	0.191265
4.6	-0.00361375	0.194629
4.7	-0.00283474	0.19665
4.8	-0.00158544	0.198161
4.9	-0.000831147	0.199339
5	-0.000260749	0.199191
5.1	0.000950392	0.198041
5.2	0.00205774	0.196779
5.3	0.00251096	0.19474
5.4	0.00326875	0.191216
5.5	0.00462849	0.187073
5.6	0.00553372	0.182942
5.7	0.00579506	0.177929
5.8	0.00649614	0.171402
5.9	0.0078782	0.164243
6	0.00886516	0.157313
6.1	0.00896365	0.150015
6.2	0.00909741	0.141302
6.3	0.0101371	0.131317
6.4	0.0115998	0.121228
6.5	0.012328	0.111732
6.6	0.0119755	0.102279
6.7	0.0113848	0.0917574
6.8	0.0116527	0.0796309
6.9	0.0130954	0.0663877
7	0.0150502	0.0531273
7.1	0.016424	0.040868
7.2	0.0163512	0.0301247
7.3	0.0145085	0.0208902
7.4	0.0110527	0.0128494
7.5	0.00638461	0.00561257
7.6	0.000934484	-0.00114276
7.7	-0.0049529	-0.00762773
7.8	-0.0110441	-0.0139553
7.9	-0.0171963	-0.0201721
8	-0.0233256	-0.0262867
8.1	-0.0293807	-0.0322891
8.2	-0.0353264	-0.0381612
8.3	-0.041135	-0.0438817
8.4	-0.0467819	-0.0494288
8.5	-0.0522444	-0.0547807
8.6	-0.0575007	-0.0599164
8.7	-0.0625302	-0.0648156
8.8	-0.0673129	-0.069459
8.9	-0.0718299	-0.0738283
9	-0.0760635	-0.0779063
9.1	-0.0799968	-0.0816767
9.2	-0.0836145	-0.0851249
9.3	-0.0869022	-0.088237
9.4	-0.0898469	-0.091001
9.5	-0.092437	-0.0934058
9.6	-0.0946623	-0.095442
9.7	-0.096514	-0.0971015
9.8	-0.0979848	-0.0983778
9.9	-0.099069	-0.0992658
10	-0.0997621	-0.0997621
10.1	-0.100062	-0.0998647
10.2	-0.0999661	-0.0995731
10.3	-0.0994761	-0.0988886
10.4	-0.0985935	-0.0978138
10.5	-0.0973218	-0.096353
10.6	-0.0956661	-0.094512
10.7	-0.0936328	-0.0922979
10.8	-0.0912299	-0.0897196
10.9	-0.088467	-0.0867872
11	-0.085355	-0.0835122
11.1	-0.0819062	-0.0799077
11.2	-0.078134	-0.0759879
11.3	-0.0740535	-0.0717681
11.4	-0.0696808	-0.0672651
11.5	-0.065033	-0.0624965
11.6	-0.0601283	-0.0574811
11.7	-0.0549859	-0.0522383
11.8	-0.0496254	-0.0467879
11.9	-0.0440666	-0.04115
12	-0.0383296	-0.0353449
12.1	-0.0324366	-0.0293963
12.2	-0.0264187	-0.0233397
12.3	-0.0203348	-0.0172456
12.4	-0.0143082	-0.0112618
12.5	-0.00858349	-0.00567305
12.6	-0.00357984	-0.000945744
12.7	0.000120607	0.00231341
12.8	0.00193523	0.00356922
12.9	0.00163124	0.00274488
13	-0.000277574	0.00058037
13.1	-0.00245654	-0.00144419
13.2	-0.00336303	-0.00190828
13.3	-0.00239045	-0.000607207
13.4	-0.000575737	0.00105478
13.5	0.000208391	0.00130219
13.6	-0.000755871	-1.99081e-05
13.7	-0.00204795	-0.00110924
13.8	-0.00182724	-0.000503544
13.9	-0.000427329	0.000776843
14	4.18751e-05	0.000691183
14.1	-0.000974047	-0.000512822
14.2	-0.00148219	-0.000661914
14.3	-0.000451776	0.000436071
14.4	0.000236987	0.000598592
14.5	-0.00055832	-0.000426786
14.6	-0.000914144	-0.000437004
14.7	9.28333e-05	0.000514973
14.8	0.000371512	0.000252886
14.9	-0.00043242	-0.000534946
15	-0.000137044	4.28675e-05
15.1	0.000704034	0.000487184
15.2	0.000221648	-0.000294834
15.3	-2.17074e-05	-0.000221193
15.4	0.000832893	0.000450375
15.5	0.000692996	-0.000114435
15.6	0.000263379	-0.000284754
15.7	0.0009983	0.000379343
15.8	0.000989388	-6.50585e-05
15.9	0.000564142	-0.000251887
16	0.00122832	0.000342143
16.1	0.00116045	-0.000112896
16.2	0.000847054	-0.00015811
16.3	0.00147333	0.000307325
16.4	0.00122761	-0.000204456
16.5	0.00114288	-2.47398e-06
16.6	0.00164651	0.000204602
16.7	0.00123446	-0.000249883
16.8	0.00146867	0.000169082
16.9	0.00164906	1.28006e-06
17	0.00129656	-0.000141445
17.1	0.0017275	0.000211414
17.2	0.00148723	-0.000180772
17.3	0.00151102	8.89012e-05
17.4	0.00171908	2.38319e-05
17.5	0.0013886	-0.000115849
17.6	0.00170923	0.000157709
17.7	0.00145893	-0.000157448
17.8	0.00152616	0.000109552
17.9	0.00155815	-5.52239e-05
18	0.00135106	-1.57371e-05
18.1	0.00154775	5.65947e-05
18.2	0.00125755	-9.96239e-05
18.3	0.00142035	9.99314e-05
18.4	0.00121012	-0.000109564
18.5	0.00123621	7.98187e-05
18.6	0.00114979	-7.42361e-05
18.7	0.00104677	3.47728e-05
18.8	0.00104556	-3.12982e-05
18.9	0.000870492	-4.66332e-06
19	0.000896789	-1.64456e-06
19.1	0.000703706	-2.69178e-05
19.2	0.000716729	1.07438e-05
19.3	0.000537019	-3.3231e-05
19.4	0.000519204	1.0173e-05
19.5	0.000364258	-2.9182e-05
19.6	0.000313563	2.33072e-06
19.7	0.000184358	-1.98485e-05
19.8	0.000104779	-8.57015e-06
19.9	-0.0312717	0


#t = 7.45
0	0	-0.199561
0.1	-0.000499529	-0.198777
0.2	-0.000999639	-0.197198
0.3	-0.00149139	-0.194859
0.4	-0.00198212	-0.191723
0.5	-0.00246186	-0.18787
0.6	-0.00293048	-0.183223
0.7	-0.00339708	-0.177918
0.8	-0.00382851	-0.171834
0.9	-0.00428301	-0.16516
1	-0.00466226	-0.157738
1.1	-0.00510409	-0.14979
1.2	-0.0054221	-0.141164
1.3	-0.0058415	-0.132047
1.4	-0.00610427	-0.122377
1.5	-0.00647368	-0.112208
1.6	-0.00670814	-0.101668
1.7	-0.00698293	-0.0905988
1.8	-0.00722603	-0.0793459
1.9	-0.00736896	-0.0675855
2	-0.00762972	-0.0557347
2.1	-0.00765791	-0.0435503
2.2	-0.00787337	-0.0312054
2.3	-0.00788133	-0.0188473
2.4	-0.00793559	-0.00619955
2.5	-0.00801914	0.00620931
2.6	-0.00787434	0.0188161
2.7	-0.00797559	0.0312597
2.8	-0.00778971	0.043481
2.9	-0.00769315	0.0557952
3	-0.00765415	0.067569
3.1	-0.0073093	0.0792906
3.2	-0.00727162	0.0907224
3.3	-0.00699542	0.101524
3.4	-0.00663339	0.112298
3.5	-0.00656082	0.122398
3.6	-0.00608269	0.131924
3.7	-0.00575088	0.141303
3.8	-0.00558811	0.149743
3.9	-0.00497453	0.157655
4	-0.00465386	0.165287
4.1	-0.0044171	0.17181
4.2	-0.00370956	0.177777
4.3	-0.00335658	0.183412
4.4	-0.00311082	0.187834
4.5	-0.00233957	0.191559
4.6	-0.00188425	0.195018
4.7	-0.00170633	0.197275
4.8	-0.000953866	0.198538
4.9	-0.000288218	0.199624
5	-0.000174399	0.199797
5.1	0.000349616	0.198595
5.2	0.00126295	0.197006
5.3	0.00156755	0.195119
5.4	0.00165745	0.191896
5.5	0.00244323	0.187526
5.6	0.00330743	0.183073
5.7	0.00339845	0.17828
5.8	0.00340271	0.172093
5.9	0.0042001	0.164737
6	0.00517811	0.157363
6.1	0.00532333	0.150082
6.2	0.00496738	0.141822
6.3	0.00525036	0.132048
6.4	0.00637167	0.121592
6.5	0.00730982	0.111556
6.6	0.00718962	0.101984
6.7	0.00633849	0.0918914
6.8	0.00588309	0.0803522
6.9	0.00660182	0.0673651
7	0.00827473	0.0538141
7.1	0.00993269	0.0408316
7.2	0.0105371	0.0292034
7.3	0.00948797	0.0191623
7.4	0.00672923	0.0105153
7.5	0.00257069	0.00288751
7.6	-0.0025525	-0.00408645
7.7	-0.00824633	-0.0106733
7.8	-0.0142231	-0.0170314
7.9	-0.020299	-0.0232367
8	-0.0263644	-0.0293142
8.1	-0.0323546	-0.035262
8.2	-0.0382282	-0.0410655
8.3	-0.0439548	-0.0467052
8.4	-0.0495093	-0.0521601
8.5	-0.0548688	-0.0574089
8.6	-0.0600118	-0.0624311
8.7	-0.0649181	-0.067207
8.8	-0.0695682	-0.0717175
8.9	-0.0739437	-0.0759451
9	-0.0780274	-0.0798729
9.1	-0.0818031	-0.0834856
9.2	-0.0852561	-0.0867687
9.3	-0.0883725	-0.0897094
9.4	-0.0911402	-0.092296
9.5	-0.0935482	-0.0945184
9.6	-0.095587	-0.0963678
9.7	-0.0972485	-0.0978369
9.8	-0.0985263	-0.0989198
9.9	-0.0994152	-0.0996124
10	-0.0999118	-0.0999118
10.1	-0.100014	-0.099817
10.2	-0.0997217	-0.0993281
10.3	-0.0990357	-0.0984473
10.4	-0.0979588	-0.097178
10.5	-0.0964954	-0.0955251
10.6	-0.0946512	-0.0934953
10.7	-0.0924334	-0.0910965
10.8	-0.0898508	-0.0883381
10.9	-0.0869136	-0.0852311
11	-0.0836334	-0.0817878
11.1	-0.0800231	-0.0780217
11.2	-0.076097	-0.0739476
11.3	-0.0718706	-0.0695817
11.4	-0.0673605	-0.0649412
11.5	-0.0625845	-0.0600442
11.6	-0.0575612	-0.0549099
11.7	-0.05231	-0.049558
11.8	-0.0468506	-0.0440085
11.9	-0.0412031	-0.0382815
12	-0.0353881	-0.0323984
12.1	-0.029431	-0.0263874
12.2	-0.0233739	-0.0202977
12.3	-0.0173021	-0.0142322
12.4	-0.0113918	-0.00839943
12.5	-0.00596939	-0.00317123
12.6	-0.00154199	0.000904481
12.7	0.00127872	0.00322072
12.8	0.00203348	0.00341723
12.9	0.000817861	0.00179047
13	-0.00142736	-0.000509112
13.1	-0.0031507	-0.00189743
13.2	-0.00312531	-0.00142199
13.3	-0.00152938	0.000300149
13.4	-2.39003e-06	0.00144684
13.5	-0.000105002	0.000820057
13.6	-0.00149887	-0.000665945
13.7	-0.00221441	-0.000998884
13.8	-0.00122959	0.00019641
13.9	-1.98117e-05	0.00101144
14	-0.000372236	0.000183222
14.1	-0.0014491	-0.000766891
14.2	-0.0011721	-0.000146709
14.3	1.18046e-05	0.000780452
14.4	-5.27698e-05	0.000200938
14.5	-0.000961138	-0.000604697
14.6	-0.000578553	6.6484e-05
14.7	0.000386747	0.000654312
14.8	-3.01846e-05	-0.00014908
14.9	-0.000551509	-0.000387258
15	0.000288288	0.000463407
15.1	0.000595327	0.000245991
15.2	-0.000109603	-0.000416512
15.3	0.000289602	0.000206107
15.4	0.000920053	0.000380426
15.5	0.000338161	-0.000329243
15.6	0.000469354	8.27066e-05
15.7	0.00114439	0.000374887
15.8	0.000663104	-0.000277682
15.9	0.000743085	8.02041e-05
16	0.00134233	0.000308205
16.1	0.00087155	-0.000269594
16.2	0.00105937	0.000155029
16.3	0.00148805	0.000184463
16.4	0.00101197	-0.000246823
16.5	0.00139096	0.000249342
16.6	0.00152113	-1.41897e-06
16.7	0.00116878	-0.00013278
16.8	0.0016647	0.000259274
16.9	0.00143194	-0.000174966
17	0.00142106	7.40238e-05
17.1	0.00173613	9.12781e-05
17.2	0.00135715	-0.000168876
17.3	0.00169193	0.000192932
17.4	0.00155191	-0.000141408
17.5	0.00148154	4.44655e-05
17.6	0.00170328	3.25595e-05
17.7	0.00138074	-0.000123836
17.8	0.00165085	0.000125551
17.9	0.00141599	-0.000158771
18	0.00147175	8.26068e-05
18.1	0.00146219	-8.85029e-05
18.2	0.00129269	-1.82252e-05
18.3	0.00142687	-5.18204e-06
18.4	0.00116445	-9.65215e-05
18.5	0.00130277	3.66095e-05
18.6	0.00106861	-0.000125744
18.7	0.00112673	3.41635e-05
18.8	0.000969059	-0.00011883
18.9	0.00093415	8.4853e-06
19	0.000843454	-9.8186e-05
19.1	0.000742596	-2.04063e-05
19.2	0.000687377	-7.91115e-05
19.3	0.000555505	-4.21384e-05
19.4	0.000506623	-6.73002e-05
19.5	0.000370643	-5.45295e-05
19.6	0.000309692	-6.22716e-05
19.7	0.000185675	-5.96378e-05
19.8	0.000104118	-6.09598e-05
19.9	-0.0312412	0


#t = 7.5
0	0	-0.199811
0.1	-0.00010771	-0.199027
0.2	-0.000207744	-0.197444
0.3	-0.000321947	-0.195105
0.4	-0.00041124	-0.191963
0.5	-0.000532412	-0.188104
0.6	-0.000606817	-0.183457
0.7	-0.000735733	-0.178134
0.8	-0.000792177	-0.172061
0.9	-0.000926964	-0.165349
1	-0.000967268	-0.157959
1.1	-0.00109902	-0.149949
1.2	-0.00113443	-0.141374
1.3	-0.00124361	-0.132178
1.4	-0.00129604	-0.122562
1.5	-0.00135552	-0.112325
1.6	-0.00144843	-0.101806
1.7	-0.00144022	-0.0907204
1.8	-0.00157453	-0.0794174
1.9	-0.0015182	-0.0677159
2	-0.0016462	-0.0557488
2.1	-0.00161251	-0.043658
2.2	-0.00164905	-0.0312094
2.3	-0.00171384	-0.0188744
2.4	-0.00161903	-0.00624133
2.5	-0.00175762	0.00628172
2.6	-0.00163247	0.0187654
2.7	-0.00168198	0.0313527
2.8	-0.00170143	0.0435292
2.9	-0.00155042	0.0558147
3	-0.00169078	0.0677415
3.1	-0.00152529	0.0793095
3.2	-0.00149612	0.0908605
3.3	-0.00157316	0.101705
3.4	-0.00131851	0.112335
3.5	-0.00140982	0.122637
3.6	-0.00135636	0.132089
3.7	-0.00110323	0.141385
3.8	-0.00125551	0.15005
3.9	-0.00109158	0.157816
4	-0.000859165	0.165405
4.1	-0.00103766	0.172164
4.2	-0.000814876	0.177953
4.3	-0.000566049	0.183535
4.4	-0.00076831	0.18822
4.5	-0.000555926	0.191787
4.6	-0.000224099	0.195107
4.7	-0.000434282	0.197651
4.8	-0.000344001	0.198871
4.9	0.000116754	0.199681
5	1.44997e-05	0.200059
5.1	-0.00015383	0.199052
5.2	0.000315981	0.197158
5.3	0.000570459	0.195164
5.4	0.000220118	0.192289
5.5	0.000277579	0.187958
5.6	0.000887851	0.183119
5.7	0.000980155	0.178282
5.8	0.000507563	0.172492
5.9	0.000567161	0.165226
6	0.00128286	0.157435
6.1	0.00155771	0.149904
6.2	0.000997074	0.141963
6.3	0.000573202	0.132609
6.4	0.00109772	0.122061
6.5	0.00202705	0.111496
6.6	0.00222096	0.101558
6.7	0.00139114	0.0916637
6.8	0.000407028	0.0807116
6.9	0.00034681	0.0682015
7	0.00149552	0.0546431
7.1	0.00317803	0.0411338
7.2	0.00430961	0.0286789
7.3	0.00403999	0.0177829
7.4	0.00205579	0.00843607
7.5	-0.00148438	0.000325916
7.6	-0.00618214	-0.00693337
7.7	-0.0116105	-0.0136617
7.8	-0.0174269	-0.0200693
7.9	-0.023399	-0.0262694
8	-0.0293843	-0.0323093
8.1	-0.0352993	-0.0381988
8.2	-0.0410932	-0.0439288
8.3	-0.0467316	-0.0494824
8.4	-0.052188	-0.0548398
8.5	-0.0574391	-0.0599804
8.6	-0.0624638	-0.0648843
8.7	-0.067242	-0.069532
8.8	-0.0717548	-0.0739053
8.9	-0.0759845	-0.077987
9	-0.0799143	-0.0817608
9.1	-0.0835287	-0.085212
9.2	-0.0868135	-0.0883269
9.3	-0.0897557	-0.0910932
9.4	-0.0923436	-0.0935
9.5	-0.0945671	-0.0955378
9.6	-0.0964174	-0.0971986
9.7	-0.0978871	-0.0984758
9.8	-0.0989706	-0.0993643
9.9	-0.0996634	-0.0998607
10	-0.099963	-0.099963
10.1	-0.099868	-0.0996707
10.2	-0.0993789	-0.0989852
