Paso;z;Ex;Hy
6;70.7071;-0.0544217;-0.0544217
6;72.7273;-0.0653343;-0.0653343
6;74.7475;-0.0751957;-0.0751957
6;76.7677;-0.0838471;-0.0838471
6;78.7879;-0.0911495;-0.0911495
6;80.8081;-0.0969852;-0.0969852
6;82.8283;-0.10126;-0.10126
6;84.8485;-0.103906;-0.103906
6;86.8687;-0.10488;-0.10488
6;88.8889;-0.104167;-0.104167
6;90.9091;-0.101777;-0.101777
6;92.9293;-0.0977495;-0.0977495
6;94.9495;-0.0921494;-0.0921494
6;96.9697;-0.0850665;-0.0850665
6;98.9899;-0.0766149;-0.0766149
6;101.01;-0.0669305;-0.0669305
6;103.03;-0.0561692;-0.0561692
6;105.051;-0.0445042;-0.0445042
6;107.071;-0.032123;-0.032123
6;109.091;-0.0192249;-0.0192249
6;111.111;-0.00601754;-0.00601754
6;113.131;0.00728667;0.00728667
6;115.152;0.0204736;0.0204736
6;117.172;0.0333312;0.0333312
6;119.192;0.0456524;0.0456524
6;121.212;0.0572391;0.0572391
6;123.232;0.0679047;0.0679047
6;125.253;0.0774778;0.0774778
6;127.273;0.0858042;0.0858042
6;129.293;0.09275;0.09275
6;131.313;0.0982034;0.0982034
6;133.333;0.102077;0.102077
6;135.354;0.104307;0.104307
6;137.374;0.10486;0.10486
6;139.394;0.103725;0.103725
6;141.414;0.100921;0.100921
6;143.434;0.0964938;0.0964938
6;145.455;0.0905136;0.0905136
6;147.475;0.083077;0.083077
6;149.495;0.0743036;0.0743036
6;151.515;0.0643347;0.0643347
6;153.535;0.0533306;0.0533306
6;155.556;0.0414684;0.0414684
6;157.576;0.0289389;0.0289389
6;159.596;0.0159438;0.0159438
6;161.616;0.0026922;0.0026922
6;163.636;-0.0106028;-0.0106028
6;165.657;-0.0237271;-0.0237271
6;167.677;-0.0364697;-0.0364697
6;169.697;-0.0486254;-0.0486254
6;171.717;-0.0599988;-0.0599988
6;173.737;-0.0704068;-0.0704068
6;175.758;-0.0796818;-0.0796818
6;177.778;-0.0876748;-0.0876748
6;179.798;-0.0942571;-0.0942571
6;181.818;-0.0993227;-0.0993227
6;183.838;-0.10279;-0.10279
6;185.859;-0.104604;-0.104604
6;187.879;-0.104734;-0.104734
6;189.899;-0.103179;-0.103179
6;191.919;-0.0999644;-0.0999644
6;193.939;-0.095141;-0.095141
6;195.96;-0.0887867;-0.0887867
6;197.98;-0.0810038;-0.0810038
6;200;-0.0719175;-0.0719175
7;0;-0.0815824;-0.0815824
7;2.0202;-0.0724137;-0.0724137
7;4.0404;-0.0620799;-0.0620799
7;6.06061;-0.0507471;-0.0507471
7;8.08081;-0.0385978;-0.0385978
7;10.101;-0.0258275;-0.0258275
7;12.1212;-0.0126416;-0.0126416
7;14.1414;0.000747743;0.000747743
7;16.1616;0.014125;0.014125
7;18.1818;0.027275;0.027275
7;20.202;0.0399862;0.0399862
7;22.2222;0.0520539;0.0520539
7;24.2424;0.0632841;0.0632841
7;26.2626;0.073496;0.073496
7;28.2828;0.0825254;0.0825254
7;30.303;0.0902269;0.0902269
7;32.3232;0.0964765;0.0964765
7;34.3434;0.101174;0.101174
7;36.3636;0.104243;0.104243
7;38.3838;0.105635;0.105635
7;40.404;0.105328;0.105328
7;42.4242;0.103325;0.103325
7;44.4444;0.0996605;0.0996605
7;46.4646;0.0943921;0.0943921
7;48.4848;0.0876048;0.0876048
7;50.5051;0.0794079;0.0794079
7;52.5253;0.0699333;0.0699333
7;54.5455;0.0593334;0.0593334
7;56.5657;0.0477789;0.0477789
7;58.5859;0.0354556;0.0354556
7;60.6061;0.0225618;0.0225618
7;62.6263;0.00930493;0.00930493
