# Tiempo: 0.000000
# k	zE	zH	Ex	Hy
137	137.0000000000	137.5000000000	-0.0033060901	-0.0077057557
138	138.0000000000	138.5000000000	0.1537924384	0.1538595501
139	139.0000000000	139.5000000000	-0.0034561420	-0.0070305773
140	140.0000000000	140.5000000000	0.1691677032	0.1690170181
141	141.0000000000	141.5000000000	-0.0027940889	-0.0058441678
142	142.0000000000	142.5000000000	0.1809444210	0.1803547168
143	143.0000000000	143.5000000000	-0.0016635743	-0.0040375979
144	144.0000000000	144.5000000000	0.1900417259	0.1901473793
145	145.0000000000	145.5000000000	-0.0017154046	-0.0031710380
146	146.0000000000	146.5000000000	0.1967642879	0.1963249658
147	147.0000000000	147.5000000000	-0.0005538430	-0.0014236058
148	148.0000000000	148.5000000000	0.1994144632	0.1990558105
149	149.0000000000	149.5000000000	0.0001137245	0.0001345444
150	150.0000000000	150.5000000000	0.1996751132	0.1996761951
151	151.0000000000	151.5000000000	0.0004131387	0.0012431045
152	152.0000000000	152.5000000000	0.1965976450	0.1960205418
153	153.0000000000	153.5000000000	0.0016700848	0.0031512039
154	154.0000000000	154.5000000000	0.1900222089	0.1899788127
155	155.0000000000	155.5000000000	0.0018289182	0.0042193314
156	156.0000000000	156.5000000000	0.1811961233	0.1808990252
157	157.0000000000	157.5000000000	0.0026978874	0.0056714187
158	158.0000000000	158.5000000000	0.1687477723	0.1684115270
159	159.0000000000	159.5000000000	0.0033446287	0.0070429971
160	160.0000000000	160.5000000000	0.1541522060	0.1541514648
161	161.0000000000	161.5000000000	0.0035738090	0.0078999112
162	162.0000000000	162.5000000000	0.1369903321	0.1365685310
163	163.0000000000	163.5000000000	0.0044712489	0.0092545172
164	164.0000000000	164.5000000000	0.1174403694	0.1174795937
165	165.0000000000	165.5000000000	0.0044614573	0.0098218478
166	166.0000000000	166.5000000000	0.0965155452	0.0962619220
167	167.0000000000	167.5000000000	0.0051105695	0.0107368565
168	168.0000000000	168.5000000000	0.0734912859	0.0734262366
169	169.0000000000	169.5000000000	0.0051975118	0.0112045308
170	170.0000000000	170.5000000000	0.0498502011	0.0498257429
171	171.0000000000	171.5000000000	0.0053861088	0.0115342470
172	172.0000000000	172.5000000000	0.0250084535	0.0248752537
173	173.0000000000	173.5000000000	0.0055813657	0.0118455162
174	174.0000000000	174.5000000000	0.0000163853	0.0001461296
175	175.0000000000	175.5000000000	0.0053886359	0.0116680904
176	176.0000000000	176.5000000000	-0.0250491123	-0.0251526133
177	177.0000000000	177.5000000000	0.0055365923	0.0116783727
178	178.0000000000	178.5000000000	-0.0497897868	-0.0495937704
179	179.0000000000	179.5000000000	0.0051232950	0.0111217251
180	180.0000000000	180.5000000000	-0.0735724600	-0.0735816524
181	181.0000000000	181.5000000000	0.0050910479	0.0107414214
182	182.0000000000	182.5000000000	-0.0964277109	-0.0962112226
183	183.0000000000	183.5000000000	0.0045681364	0.0098952870
184	184.0000000000	184.5000000000	-0.1175061666	-0.1174086886
185	185.0000000000	185.5000000000	0.0043122073	0.0091250533
186	186.0000000000	186.5000000000	-0.1369828970	-0.1367553291
187	187.0000000000	187.5000000000	0.0037252395	0.0080416631
188	188.0000000000	188.5000000000	-0.1540710038	-0.1538870009
189	189.0000000000	189.5000000000	0.0032721019	0.0069464149
190	190.0000000000	190.5000000000	-0.1689242305	-0.1686813703
191	191.0000000000	191.5000000000	0.0026341397	0.0056694632
192	192.0000000000	192.5000000000	-0.1809561757	-0.1807162993
193	193.0000000000	193.5000000000	0.0020415234	0.0043443538
194	194.0000000000	194.5000000000	-0.1902535458	-0.1899934847
195	195.0000000000	195.5000000000	0.0013637326	0.0029297285
196	196.0000000000	196.5000000000	-0.1964676994	-0.1962009091
197	197.0000000000	197.5000000000	0.0006937466	0.0014780902
198	198.0000000000	198.5000000000	-0.1996319919	-0.1993610501
199	199.0000000000	199.5000000000	0.0000000000	0.0000000000

# Tiempo: 65.000000
# k	zE	zH	Ex	Hy
0	0.0000000000	0.5000000000	0.0000000000	0.0000000000
1	1.0000000000	1.5000000000	0.0019119214	-0.0020982969
2	2.0000000000	2.5000000000	0.0007438735	-0.0007473762
3	3.0000000000	3.5000000000	0.0018895860	-0.0020740616
4	4.0000000000	4.5000000000	0.0015002345	-0.0014616977
5	5.0000000000	5.5000000000	0.0018146321	-0.0019898505
6	6.0000000000	6.5000000000	0.0021850670	-0.0021959251
7	7.0000000000	7.5000000000	0.0017469026	-0.0019219350
8	8.0000000000	8.5000000000	0.0029055650	-0.0028302609
9	9.0000000000	9.5000000000	0.0016063165	-0.0017526242
10	10.0000000000	10.5000000000	0.0034905724	-0.0035078610
11	11.0000000000	11.5000000000	0.0014896975	-0.0016536086
12	12.0000000000	12.5000000000	0.0041250171	-0.0040202591
13	13.0000000000	13.5000000000	0.0013040087	-0.0014007153
14	14.0000000000	14.5000000000	0.0045826376	-0.0045985216
15	15.0000000000	15.5000000000	0.0011294738	-0.0012847499
16	16.0000000000	16.5000000000	0.0050759684	-0.0049612546
17	17.0000000000	17.5000000000	0.0009316126	-0.0009601808
18	18.0000000000	18.5000000000	0.0054000694	-0.0053927021
19	19.0000000000	19.5000000000	0.0006846650	-0.0008311671
20	20.0000000000	20.5000000000	0.0056907426	-0.0056029394
21	21.0000000000	21.5000000000	0.0005144877	-0.0004697939
22	22.0000000000	22.5000000000	0.0058981689	-0.0058304597
23	23.0000000000	23.5000000000	0.0001855500	-0.0003070332
24	24.0000000000	24.5000000000	0.0059279905	-0.0059143207
25	25.0000000000	25.5000000000	0.0000699558	0.0000238520
26	26.0000000000	26.5000000000	0.0060410070	-0.0058787948
27	27.0000000000	27.5000000000	-0.0003192406	0.0002684444
28	28.0000000000	28.5000000000	0.0057882628	-0.0058733756
29	29.0000000000	29.5000000000	-0.0004000153	0.0004834055
30	30.0000000000	30.5000000000	0.0057910726	-0.0055494228
31	31.0000000000	31.5000000000	-0.0007658865	0.0008514897
32	32.0000000000	32.5000000000	0.0053210981	-0.0054526350
33	33.0000000000	33.5000000000	-0.0008974682	0.0009076330
34	34.0000000000	34.5000000000	0.0051171511	-0.0049076799
35	35.0000000000	35.5000000000	-0.0011064285	0.0013551768
36	36.0000000000	36.5000000000	0.0045962511	-0.0046262594
37	37.0000000000	37.5000000000	-0.0013852941	0.0013381578
38	38.0000000000	38.5000000000	0.0040462785	-0.0040389225
39	39.0000000000	39.5000000000	-0.0013636344	0.0016769137
40	40.0000000000	40.5000000000	0.0036294366	-0.0034300326
41	41.0000000000	41.5000000000	-0.0017466563	0.0017950208
42	42.0000000000	42.5000000000	0.0027333087	-0.0029624021
43	43.0000000000	43.5000000000	-0.0016358968	0.0018057086
44	44.0000000000	44.5000000000	0.0023429456	-0.0020382656
45	45.0000000000	45.5000000000	-0.0018521531	0.0021585148
46	46.0000000000	46.5000000000	0.0014136412	-0.0015949151
47	47.0000000000	47.5000000000	-0.0019504859	0.0019057201
48	48.0000000000	48.5000000000	0.0007160749	-0.0006944364
49	49.0000000000	49.5000000000	-0.0017658761	0.0021966965
50	50.0000000000	50.5000000000	0.0001440574	0.0000612125
51	51.0000000000	51.5000000000	-0.0020830816	0.0021270293
52	52.0000000000	52.5000000000	-0.0009507072	0.0005823306
53	53.0000000000	53.5000000000	-0.0017759121	0.0019157512
54	54.0000000000	54.5000000000	-0.0013352379	0.0016484647
55	55.0000000000	55.5000000000	-0.0017846553	0.0022245453
56	56.0000000000	56.5000000000	-0.0022269354	0.0020532417
57	57.0000000000	57.5000000000	-0.0018731357	0.0017730182
58	58.0000000000	58.5000000000	-0.0030740415	0.0027287816
59	59.0000000000	59.5000000000	-0.0013129373	0.0018415212
60	60.0000000000	60.5000000000	-0.0033687895	0.0034764687
61	61.0000000000	61.5000000000	-0.0013350864	0.0020391172
62	62.0000000000	62.5000000000	-0.0045491271	0.0032929842
63	63.0000000000	63.5000000000	-0.0007190413	0.0017619647
64	64.0000000000	64.5000000000	-0.0053925015	0.0032927509
65	65.0000000000	65.5000000000	0.0007778159	0.0027953150
66	66.0000000000	66.5000000000	-0.0065544419	0.0020921640
67	67.0000000000	67.5000000000	0.0025716414	0.0043853771
68	68.0000000000	68.5000000000	-0.0095963897	-0.0013593431
69	69.0000000000	69.5000000000	0.0069072675	0.0071838952
70	70.0000000000	70.5000000000	-0.0136141184	-0.0065729431
71	71.0000000000	71.5000000000	0.0141292429	0.0134954632
72	72.0000000000	72.5000000000	-0.0203570512	-0.0156224904
73	73.0000000000	73.5000000000	0.0239318887	0.0224244131
74	74.0000000000	74.5000000000	-0.0311991290	-0.0285830574
75	75.0000000000	75.5000000000	0.0376934524	0.0341388420
76	76.0000000000	76.5000000000	-0.0439682685	-0.0427212580
77	77.0000000000	77.5000000000	0.0531061329	0.0487831761
78	78.0000000000	78.5000000000	-0.0579455423	-0.0568930278
79	79.0000000000	79.5000000000	0.0662735471	0.0621840598
80	80.0000000000	80.5000000000	-0.0715406897	-0.0686369699
81	81.0000000000	81.5000000000	0.0764597607	0.0718585926
82	82.0000000000	82.5000000000	-0.0806409216	-0.0752479613
83	83.0000000000	83.5000000000	0.0831894897	0.0789217744
84	84.0000000000	84.5000000000	-0.0856302916	-0.0795796018
85	85.0000000000	85.5000000000	0.0870821875	0.0837210562
86	86.0000000000	86.5000000000	-0.0904472739	-0.0855688524
87	87.0000000000	87.5000000000	0.0921333144	0.0878242790
88	88.0000000000	88.5000000000	-0.0957138059	-0.0921354956
89	89.0000000000	89.5000000000	0.0991920567	0.0936769817
90	90.0000000000	90.5000000000	-0.1000718705	-0.0966520993
91	91.0000000000	91.5000000000	0.1032620014	0.0986948866
92	92.0000000000	92.5000000000	-0.1028842937	-0.0983619324
93	93.0000000000	93.5000000000	0.1021137043	0.0986485458
94	94.0000000000	94.5000000000	-0.1028359295	-0.0975140425
95	95.0000000000	95.5000000000	0.0998722776	0.0957610509
96	96.0000000000	96.5000000000	-0.0997513622	-0.0955090195
97	97.0000000000	97.5000000000	0.0991658298	0.0946159181
98	98.0000000000	98.5000000000	-0.0963412724	-0.0936997578
99	99.0000000000	99.5000000000	0.0967698816	0.0934383029
100	100.0000000000	100.5000000000	-0.0934847095	-0.0906295044
101	101.0000000000	101.5000000000	0.0900018775	0.0877267183
102	102.0000000000	102.5000000000	-0.0881500304	-0.0844083740
103	103.0000000000	103.5000000000	0.0818992509	0.0791094960
104	104.0000000000	104.5000000000	-0.0792698782	-0.0764564726
105	105.0000000000	105.5000000000	0.0755945098	0.0723553742
106	106.0000000000	106.5000000000	-0.0697212505	-0.0684514518
107	107.0000000000	107.5000000000	0.0679568350	0.0661536330
108	108.0000000000	108.5000000000	-0.0607120794	-0.0594742926
109	109.0000000000	109.5000000000	0.0555157133	0.0557173000
110	110.0000000000	110.5000000000	-0.0507849604	-0.0496123438
111	111.0000000000	111.5000000000	0.0421732914	0.0424048448
112	112.0000000000	112.5000000000	-0.0397973469	-0.0398154047
113	113.0000000000	113.5000000000	0.0322795574	0.0311186646
114	114.0000000000	114.5000000000	-0.0275620579	-0.0277425044
115	115.0000000000	115.5000000000	0.0225287386	0.0214109218
116	116.0000000000	116.5000000000	-0.0128304188	-0.0126818536
117	117.0000000000	117.5000000000	0.0095908294	0.0104961647
118	118.0000000000	118.5000000000	0.0018066468	0.0001972995
119	119.0000000000	119.5000000000	-0.0045401092	-0.0014337822
120	120.0000000000	120.5000000000	0.0124479323	0.0092030881
121	121.0000000000	121.5000000000	-0.0196126271	-0.0151358173
122	122.0000000000	122.5000000000	0.0213451481	0.0185873466
123	123.0000000000	123.5000000000	-0.0354905053	-0.0310695402
124	124.0000000000	124.5000000000	0.0318574004	0.0290084658
125	125.0000000000	125.5000000000	-0.0472881214	-0.0448042712
126	126.0000000000	126.5000000000	0.0434997307	0.0404115605
127	127.0000000000	127.5000000000	-0.0539127230	-0.0538777080
128	128.0000000000	128.5000000000	0.0577476921	0.0560095226
129	129.0000000000	129.5000000000	-0.0580429181	-0.0597908585
130	130.0000000000	130.5000000000	0.0755565326	0.0740266439
131	131.0000000000	131.5000000000	-0.0580795471	-0.0613319539
132	132.0000000000	132.5000000000	0.0936544814	0.0916880997
133	133.0000000000	133.5000000000	-0.0548855417	-0.0589126414
134	134.0000000000	134.5000000000	0.1117188931	0.1105537128
135	135.0000000000	135.5000000000	-0.0514344412	-0.0553695446
136	136.0000000000	136.5000000000	0.1298689994	0.1282788950
137	137.0000000000	137.5000000000	-0.0457712219	-0.0496464117
138	138.0000000000	138.5000000000	0.1453648330	0.1433173642
139	139.0000000000	139.5000000000	-0.0389798438	-0.0424140965
140	140.0000000000	140.5000000000	0.1590867979	0.1576002554
141	141.0000000000	141.5000000000	-0.0326354337	-0.0353382212
142	142.0000000000	142.5000000000	0.1709057890	0.1687083150
143	143.0000000000	143.5000000000	-0.0245007172	-0.0267481774
144	144.0000000000	144.5000000000	0.1790878964	0.1769272921
145	145.0000000000	145.5000000000	-0.0165634316	-0.0179984418
146	146.0000000000	146.5000000000	0.1852593688	0.1833754663
147	147.0000000000	147.5000000000	-0.0086847991	-0.0093784864
148	148.0000000000	148.5000000000	0.1882908418	0.1857775361
149	149.0000000000	149.5000000000	0.0003100875	0.0002269914
150	150.0000000000	150.5000000000	0.1879460424	0.1859684564
151	151.0000000000	151.5000000000	0.0082030333	0.0090225663
152	152.0000000000	152.5000000000	0.1854164216	0.1832244081
153	153.0000000000	153.5000000000	0.0166889353	0.0181053180
154	154.0000000000	154.5000000000	0.1791849493	0.1769585312
155	155.0000000000	155.5000000000	0.0248111722	0.0269784084
156	156.0000000000	156.5000000000	0.1706032527	0.1688517147
157	157.0000000000	157.5000000000	0.0320595107	0.0349354833
158	158.0000000000	158.5000000000	0.1592877465	0.1571857299
159	159.0000000000	159.5000000000	0.0396318559	0.0430290188
160	160.0000000000	160.5000000000	0.1451141177	0.1436056439
161	161.0000000000	161.5000000000	0.0457018881	0.0497956357
162	162.0000000000	162.5000000000	0.1292326648	0.1276453664
163	163.0000000000	163.5000000000	0.0517270245	0.0562127803
164	164.0000000000	164.5000000000	0.1106849750	0.1093719697
165	165.0000000000	165.5000000000	0.0566011202	0.0615972417
166	166.0000000000	166.5000000000	0.0909107796	0.0899568043
167	167.0000000000	167.5000000000	0.0605544197	0.0658789375
168	168.0000000000	168.5000000000	0.0693862134	0.0684240088
169	169.0000000000	169.5000000000	0.0638799587	0.0694590504
170	170.0000000000	170.5000000000	0.0468552877	0.0464765188
171	171.0000000000	171.5000000000	0.0656812564	0.0714959009
172	172.0000000000	172.5000000000	0.0237006209	0.0232709931
173	173.0000000000	173.5000000000	0.0670370132	0.0728726454
174	174.0000000000	174.5000000000	-0.0000906853	0.0000326842
175	175.0000000000	175.5000000000	0.0667685348	0.0726822499
176	176.0000000000	176.5000000000	-0.0235343595	-0.0233439205
177	177.0000000000	177.5000000000	0.0659256186	0.0716726886
178	178.0000000000	178.5000000000	-0.0469781574	-0.0463849605
179	179.0000000000	179.5000000000	0.0636855536	0.0693120062
180	180.0000000000	180.5000000000	-0.0693288475	-0.0685340264
181	181.0000000000	181.5000000000	0.0606718385	0.0659768693
182	182.0000000000	182.5000000000	-0.0908916859	-0.0898441498
183	183.0000000000	183.5000000000	0.0565845063	0.0615684917
184	184.0000000000	184.5000000000	-0.1107751584	-0.1094561880
185	185.0000000000	185.5000000000	0.0516306823	0.0561578291
186	186.0000000000	186.5000000000	-0.1290965905	-0.1276290077
187	187.0000000000	187.5000000000	0.0459011062	0.0499343718
188	188.0000000000	188.5000000000	-0.1452521372	-0.1435200938
189	189.0000000000	189.5000000000	0.0393702960	0.0428292560
190	190.0000000000	190.5000000000	-0.1592018706	-0.1573837629
191	191.0000000000	191.5000000000	0.0323128084	0.0351476845
192	192.0000000000	192.5000000000	-0.1705898801	-0.1685703359
193	193.0000000000	193.5000000000	0.0246520819	0.0268204643
194	194.0000000000	194.5000000000	-0.1793152781	-0.1772494757
195	195.0000000000	195.5000000000	0.0166827734	0.0181451904
196	196.0000000000	196.5000000000	-0.1851995542	-0.1830265822
197	197.0000000000	197.5000000000	0.0083924451	0.0091310231
198	198.0000000000	198.5000000000	-0.1881683955	-0.1859805786
199	199.0000000000	199.5000000000	0.0000000000	0.0000000000

# Tiempo: 67.500000
# k	zE	zH	Ex	Hy
0	0.0000000000	0.5000000000	0.0000000000	0.0000000000
1	1.0000000000	1.5000000000	0.0036624281	-0.0038237225
2	2.0000000000	2.5000000000	0.0006348921	-0.0006256058
3	3.0000000000	3.5000000000	0.0036147449	-0.0037603796
4	4.0000000000	4.5000000000	0.0012767664	-0.0012357963
5	5.0000000000	5.5000000000	0.0034796220	-0.0036459773
6	6.0000000000	6.5000000000	0.0018632532	-0.0018391364
7	7.0000000000	7.5000000000	0.0033409325	-0.0034632885
8	8.0000000000	8.5000000000	0.0024762172	-0.0023907226
9	9.0000000000	9.5000000000	0.0030768473	-0.0032348055
10	10.0000000000	10.5000000000	0.0029705896	-0.0029418113
11	11.0000000000	11.5000000000	0.0028583441	-0.0029548375
12	12.0000000000	12.5000000000	0.0035244949	-0.0033894948
13	13.0000000000	13.5000000000	0.0024805215	-0.0026122054
14	14.0000000000	14.5000000000	0.0038872630	-0.0038663179
15	15.0000000000	15.5000000000	0.0021945034	-0.0022705780
16	16.0000000000	16.5000000000	0.0043537031	-0.0041687168
17	17.0000000000	17.5000000000	0.0017329371	-0.0018146058
18	18.0000000000	18.5000000000	0.0045604579	-0.0045530858
19	19.0000000000	19.5000000000	0.0013841901	-0.0014542374
20	20.0000000000	20.5000000000	0.0049036974	-0.0046839228
21	21.0000000000	21.5000000000	0.0008897224	-0.0008947173
22	22.0000000000	22.5000000000	0.0049592328	-0.0049506565
23	23.0000000000	23.5000000000	0.0004690605	-0.0005496908
24	24.0000000000	24.5000000000	0.0051260374	-0.0049151925
25	25.0000000000	25.5000000000	0.0000116412	0.0000762020
26	26.0000000000	26.5000000000	0.0050728678	-0.0050180789
27	27.0000000000	27.5000000000	-0.0004965872	0.0004060002
28	28.0000000000	28.5000000000	0.0049956190	-0.0048653282
29	29.0000000000	29.5000000000	-0.0008513336	0.0010125727
30	30.0000000000	30.5000000000	0.0048969803	-0.0047365362
31	31.0000000000	31.5000000000	-0.0014347943	0.0013779907
32	32.0000000000	32.5000000000	0.0045321659	-0.0045432399
33	33.0000000000	33.5000000000	-0.0016763177	0.0018369873
34	34.0000000000	34.5000000000	0.0044119390	-0.0041338124
35	35.0000000000	35.5000000000	-0.0022430820	0.0023073436
36	36.0000000000	36.5000000000	0.0038156429	-0.0039372921
37	37.0000000000	37.5000000000	-0.0024593486	0.0025220677
38	38.0000000000	38.5000000000	0.0035834049	-0.0033027367
39	39.0000000000	39.5000000000	-0.0028332281	0.0030784650
40	40.0000000000	40.5000000000	0.0029539266	-0.0030148807
41	41.0000000000	41.5000000000	-0.0031582166	0.0031113713
42	42.0000000000	42.5000000000	0.0024277309	-0.0023632040
43	43.0000000000	43.5000000000	-0.0032106207	0.0035453287
44	44.0000000000	44.5000000000	0.0019808260	-0.0017989044
45	45.0000000000	45.5000000000	-0.0036285468	0.0036422663
46	46.0000000000	46.5000000000	0.0011131925	-0.0013464437
47	47.0000000000	47.5000000000	-0.0034926498	0.0036731749
48	48.0000000000	48.5000000000	0.0007898069	-0.0004808120
49	49.0000000000	49.5000000000	-0.0036975781	0.0039881728
50	50.0000000000	50.5000000000	-0.0000914003	-0.0001458200
51	51.0000000000	51.5000000000	-0.0037122957	0.0036679560
52	52.0000000000	52.5000000000	-0.0006919633	0.0006321907
53	53.0000000000	53.5000000000	-0.0033955477	0.0039114605
54	54.0000000000	54.5000000000	-0.0011797641	0.0011768288
55	55.0000000000	55.5000000000	-0.0035012322	0.0038160144
56	56.0000000000	56.5000000000	-0.0022644647	0.0013137641
57	57.0000000000	57.5000000000	-0.0027783662	0.0036809282
58	58.0000000000	58.5000000000	-0.0027881573	0.0016891600
59	59.0000000000	59.5000000000	-0.0019382327	0.0044137117
60	60.0000000000	60.5000000000	-0.0041772408	0.0007350683
61	61.0000000000	61.5000000000	-0.0004484199	0.0050416469
62	62.0000000000	62.5000000000	-0.0063898553	-0.0012358462
63	63.0000000000	63.5000000000	0.0031564322	0.0073616364
64	64.0000000000	64.5000000000	-0.0093864617	-0.0050307935
65	65.0000000000	65.5000000000	0.0084001371	0.0119053111
66	66.0000000000	66.5000000000	-0.0154518683	-0.0125401591
67	67.0000000000	67.5000000000	0.0170348151	0.0185686101
68	68.0000000000	68.5000000000	-0.0241036632	-0.0228758184
69	69.0000000000	69.5000000000	0.0295451074	0.0293079241
70	70.0000000000	70.5000000000	-0.0355830410	-0.0362027167
71	71.0000000000	71.5000000000	0.0437758573	0.0425149416
72	72.0000000000	72.5000000000	-0.0502338776	-0.0512629189
73	73.0000000000	73.5000000000	0.0588579488	0.0558612872
74	74.0000000000	74.5000000000	-0.0642665794	-0.0637845289
75	75.0000000000	75.5000000000	0.0718166258	0.0683384026
76	76.0000000000	76.5000000000	-0.0755439321	-0.0726814448
77	77.0000000000	77.5000000000	0.0797210761	0.0767529737
78	78.0000000000	78.5000000000	-0.0838934665	-0.0786321630
79	79.0000000000	79.5000000000	0.0849638734	0.0811761424
80	80.0000000000	80.5000000000	-0.0885489060	-0.0825171465
81	81.0000000000	81.5000000000	0.0901961104	0.0856853354
82	82.0000000000	82.5000000000	-0.0924355608	-0.0877360494
83	83.0000000000	83.5000000000	0.0957105212	0.0908893448
84	84.0000000000	84.5000000000	-0.0984212865	-0.0944987641
85	85.0000000000	85.5000000000	0.1014262239	0.0952736077
86	86.0000000000	86.5000000000	-0.1032199044	-0.0979056746
87	87.0000000000	87.5000000000	0.1046509542	0.0980321817
88	88.0000000000	88.5000000000	-0.1038398887	-0.0968329783
89	89.0000000000	89.5000000000	0.1029326287	0.0974012096
90	90.0000000000	90.5000000000	-0.1021832422	-0.0951034744
91	91.0000000000	91.5000000000	0.0998707767	0.0940405705
92	92.0000000000	92.5000000000	-0.0999806166	-0.0939375029
93	93.0000000000	93.5000000000	0.0989202886	0.0916697925
94	94.0000000000	94.5000000000	-0.0968186171	-0.0911475577
95	95.0000000000	95.5000000000	0.0962656376	0.0894890640
96	96.0000000000	96.5000000000	-0.0921598756	-0.0856631921
97	97.0000000000	97.5000000000	0.0884970709	0.0830979187
98	98.0000000000	98.5000000000	-0.0854728563	-0.0786166840
99	99.0000000000	99.5000000000	0.0796815553	0.0738618317
100	100.0000000000	100.5000000000	-0.0768977832	-0.0711584107
101	101.0000000000	101.5000000000	0.0730860838	0.0664655317
102	102.0000000000	102.5000000000	-0.0676034485	-0.0627062186
103	103.0000000000	103.5000000000	0.0645753771	0.0592262405
104	104.0000000000	104.5000000000	-0.0577550574	-0.0525414473
105	105.0000000000	105.5000000000	0.0515843834	0.0479352025
106	106.0000000000	106.5000000000	-0.0467909478	-0.0420292236
107	107.0000000000	107.5000000000	0.0390471591	0.0350559961
108	108.0000000000	108.5000000000	-0.0350719105	-0.0316170627
109	109.0000000000	109.5000000000	0.0293079709	0.0245933029
110	110.0000000000	110.5000000000	-0.0223261951	-0.0190622399
111	111.0000000000	111.5000000000	0.0175157510	0.0143032713
112	112.0000000000	112.5000000000	-0.0083485871	-0.0054230913
113	113.0000000000	113.5000000000	0.0024864494	0.0016054107
114	114.0000000000	114.5000000000	0.0042420558	0.0052388383
115	115.0000000000	115.5000000000	-0.0113674813	-0.0116587819
116	116.0000000000	116.5000000000	0.0147513894	0.0150269339
117	117.0000000000	117.5000000000	-0.0234731993	-0.0243849261
118	118.0000000000	118.5000000000	0.0273418817	0.0283249707
119	119.0000000000	119.5000000000	-0.0349758381	-0.0360272791
120	120.0000000000	120.5000000000	0.0423573954	0.0421258662
121	121.0000000000	121.5000000000	-0.0448443102	-0.0448126143
122	122.0000000000	122.5000000000	0.0551634319	0.0531645395
123	123.0000000000	123.5000000000	-0.0557692450	-0.0532055203
124	124.0000000000	124.5000000000	0.0649900576	0.0624856377
125	125.0000000000	125.5000000000	-0.0696091910	-0.0645261105
126	126.0000000000	126.5000000000	0.0725840636	0.0687164464
127	127.0000000000	127.5000000000	-0.0816629005	-0.0760660126
128	128.0000000000	128.5000000000	0.0775279006	0.0728704248
129	129.0000000000	129.5000000000	-0.0901911139	-0.0856411107
130	130.0000000000	130.5000000000	0.0833066932	0.0796095917
131	131.0000000000	131.5000000000	-0.0954748968	-0.0926905710
132	132.0000000000	132.5000000000	0.0918757537	0.0880458193
133	133.0000000000	133.5000000000	-0.0946262563	-0.0940971356
134	134.0000000000	134.5000000000	0.1013601321	0.0976232987
135	135.0000000000	135.5000000000	-0.0894656950	-0.0904705964
136	136.0000000000	136.5000000000	0.1125953201	0.1096675712
137	137.0000000000	137.5000000000	-0.0819517467	-0.0837094006
138	138.0000000000	138.5000000000	0.1244143257	0.1208340276
139	139.0000000000	139.5000000000	-0.0706698989	-0.0729278286
140	140.0000000000	140.5000000000	0.1344872128	0.1309983675
141	141.0000000000	141.5000000000	-0.0583584377	-0.0603705581
142	142.0000000000	142.5000000000	0.1439177678	0.1405889505
143	143.0000000000	143.5000000000	-0.0450705565	-0.0467092703
144	144.0000000000	144.5000000000	0.1510924516	0.1470213062
145	145.0000000000	145.5000000000	-0.0299733339	-0.0312324397
146	146.0000000000	146.5000000000	0.1556201343	0.1519945504
147	147.0000000000	147.5000000000	-0.0154757264	-0.0159907668
148	148.0000000000	148.5000000000	0.1585419309	0.1546137271
149	149.0000000000	149.5000000000	0.0000117367	-0.0000287866
150	150.0000000000	150.5000000000	0.1581891457	0.1541304247
151	151.0000000000	151.5000000000	0.0154522393	0.0160648068
152	152.0000000000	152.5000000000	0.1557991190	0.1522170211
153	153.0000000000	153.5000000000	0.0300845878	0.0313573379
154	154.0000000000	154.5000000000	0.1509807307	0.1470122253
155	155.0000000000	155.5000000000	0.0451457809	0.0468876886
156	156.0000000000	156.5000000000	0.1433446821	0.1399749230
157	157.0000000000	157.5000000000	0.0586049769	0.0610405353
158	158.0000000000	158.5000000000	0.1341007181	0.1307579958
159	159.0000000000	159.5000000000	0.0717422112	0.0745905046
160	160.0000000000	160.5000000000	0.1220971905	0.1190127722
161	161.0000000000	161.5000000000	0.0835659598	0.0869474701
162	162.0000000000	162.5000000000	0.1086313939	0.1061110332
163	163.0000000000	163.5000000000	0.0938454658	0.0976508922
164	164.0000000000	164.5000000000	0.0932580828	0.0907717487
165	165.0000000000	165.5000000000	0.1031678317	0.1072864082
166	166.0000000000	166.5000000000	0.0763371175	0.0746357516
167	167.0000000000	167.5000000000	0.1101980298	0.1146954741
168	168.0000000000	168.5000000000	0.0585021687	0.0569209197
169	169.0000000000	169.5000000000	0.1161509523	0.1207830552
170	170.0000000000	170.5000000000	0.0393286480	0.0384457300
171	171.0000000000	171.5000000000	0.1197248951	0.1245983009
172	172.0000000000	172.5000000000	0.0199891194	0.0194661823
173	173.0000000000	173.5000000000	0.1217843894	0.1266639761
174	174.0000000000	174.5000000000	-0.0000875442	-0.0001027999
175	175.0000000000	175.5000000000	0.1217384365	0.1266673763
176	176.0000000000	176.5000000000	-0.0198189183	-0.0192776917
177	177.0000000000	177.5000000000	0.1197861652	0.1246108926
178	178.0000000000	178.5000000000	-0.0394827715	-0.0385851477
179	179.0000000000	179.5000000000	0.1160659553	0.1207438694
180	180.0000000000	180.5000000000	-0.0583787905	-0.0568554656
181	181.0000000000	181.5000000000	0.1103026992	0.1147618759
182	182.0000000000	182.5000000000	-0.0764117243	-0.0746148478
183	183.0000000000	183.5000000000	0.1030626686	0.1072048981
184	184.0000000000	184.5000000000	-0.0932503643	-0.0908734740
185	185.0000000000	185.5000000000	0.0939187311	0.0977230873
186	186.0000000000	186.5000000000	-0.1085605000	-0.1059555962
187	187.0000000000	187.5000000000	0.0835624310	0.0869164650
